Compound_ID,MZ,RT,Intensity,Metabolite
QI65,746.5702,9.12,160569.953,068_C36:1 PE
QI66,748.585,8.72,742212.8276,069_C36:0 PE
QI67,764.5221,8.34,1105290.68,070_C38:6 PE
QI68,766.539,8.54,1102155.665,071_C38:5 PE
QI69,768.554,8.86,2069196.364,072_C38:4 PE
QI70,772.5848,8.61,12619570.08,073_C38:2 PE
QI71,792.5531,8.8,395067.5705,074_C40:6 PE
QI72,700.5266,8.68,292526.2915,075_C34:3 PE plasmalogen
QI73,702.5429,8.98,106926.7304,076_C34:2 PE plasmalogen
QI74,724.5275,8.69,1473189.251,077_C36:5 PE plasmalogen
QI75,726.5432,8.81,295278.0408,078_C36:4 PE plasmalogen
QI76,728.5585,9.13,673604.2351,079_C36:3 PE plasmalogen
QI77,730.5743,9.4,110407.1661,080_C36:2 PE plasmalogen
QI78,732.5895,9.01,46569.53918,081_C36:1 PE plasmalogen
QI79,748.5274,8.62,1043643.298,082_C38:7 PE plasmalogen
QI80,750.543,8.81,2083382.351,083_C38:6 PE plasmalogen
QI81,752.5586,9.13,2549611.661,084_C38:5 PE plasmalogen
QI82,756.5907,8.89,344018.9624,085_C38:3 PE plasmalogen
QI83,776.5582,9.06,879395.9561,086_C40:7 PE plasmalogen
QI84,796.5249,8.75,46818.41066,087_C42:11 PE plasmalogen
QI85,820.5256,8.19,107598.7022,088_C44:13 PE plasmalogen
QI86,835.5324,7.91,47778.77743,091_C34:2 PI
QI87,837.552,8.55,98327.91536,092_C34:1 PI
QI88,839.5684,8.83,194945.9498,093_C34:0 PI
QI89,859.5321,7.95,39862.87461,094_C36:4 PI
QI90,863.5624,8.44,37198.76803,096_C36:2 PI
QI91,887.564,8.44,673238.0784,098_C38:4 PI
QI92,764.5473,8.11,349912.4671,105_C34:0 PS
QI93,808.507,7.98,30634.63636,111_C38:6 PS
QI94,836.5384,8.46,376299.3636,113_C40:6 PS
QI95,772.5482,7.79,43342.16614,114_C36:3 PS plasmalogen
QI96,774.564,7.76,423119.5455,115_C36:2 PS plasmalogen
QI97,300.2897,4.99,22660.9279,119a_palmithoylethanolamide
QI98,538.5193,8.25,41792.15674,121_C16:0 Ceramide (d18:1)
QI99,622.6133,9.61,248846.5204,122_C22:0 Ceramide (d18:1)
QI100,650.6445,10.02,851652.6803,123_C24:0 Ceramide (d18:1)
QI101,648.629,9.66,225823.7022,124_C24:1 Ceramide (d18:1)
QI102,675.5434,7.6,5079484.326,125_C14:0 SM
QI103,701.5591,7.75,10142799.23,126_C16:1 SM
QI104,703.5746,8.11,68480543,127_C16:0 SM
QI105,749.5564,7.95,352978.1724,128_C18:2 SM
QI106,729.5903,8.27,7729923.188,129_C18:1 SM
QI107,729.5914,8.44,2757.253918,
QI108,731.6059,8.59,14575031.59,130_C18:0 SM
QI109,759.6372,9.11,10775737.43,131_C20:0 SM
QI110,785.6531,9.21,17108723.14,132_C22:1 SM
QI111,787.6687,9.49,21408266.18,133_C22:0 SM
QI112,813.6843,9.54,26531671.96,134_C24:1 SM
QI113,815.7,9.91,13519747.49,135_C24:0 SM
QI114,619.542,11.57,788781.4044,136_C14:0 CE
QI115,614.5866,11.57,201323.8119,137_NH4_C14:0 CE
QI116,645.5578,11.67,6237140.696,138_C16:1 CE
QI117,640.6025,11.67,4815291.232,139_NH4_C16:1 CE
QI118,647.5736,11.97,11914787.55,140_C16:0 CE
QI119,642.6183,11.98,3633146.32,141_NH4_C16:0 CE
QI120,669.5577,11.5,14647528.69,142_C18:3 CE
QI121,664.6025,11.5,15595508.93,143_NH4_C18:3 CE
QI122,671.5732,11.76,75399956.24,144_C18:2 CE
QI123,666.6183,11.76,136397198.4,145_NH4_C18:2 CE
QI124,673.5891,12.05,29621940.87,146_C18:1 CE
QI125,668.6339,12.06,25802274.71,147_NH4_C18:1 CE
QI126,675.6049,12.4,3405822.762,148_C18:0 CE
QI127,670.6496,12.4,1066600.097,149_NH4_C18:0 CE
QI128,693.5576,11.36,17093648.96,150_C20:5 CE
QI129,688.6025,11.36,14747628.59,151_NH4_C20:5 CE
QI130,695.5733,11.62,44969234.07,152_C20:4 CE
QI131,690.6182,11.61,47294568.54,153_NH4_C20:4 CE
QI132,697.589,11.88,6162695.978,154_C20:3 CE
QI133,692.6338,11.88,6645367.339,155_NH4_C20:3 CE
QI134,719.5733,11.48,11549904.91,156_C22:6 CE
QI135,714.618,11.48,9449317.135,157_NH4_C22:6 CE
QI136,721.5887,11.7,387147.6897,158_C22:5 CE
QI137,716.6334,11.69,450086.6583,159_NH4_C22:5 CE
QI138,723.6044,12.01,129260.0658,160_C22:4 CE
QI139,718.6494,11.98,100099.6113,161_NH4_C22:4 CE
QI140,323.2194,4.53,8025.99373,162_C14:1 MAG
QI141,318.2638,4.32,36151.1348,163_NH4_C14:1 MAG
QI142,339.2506,4.92,14173.97806,164_C16:1 MAG
QI143,381.2974,5.79,2266482.997,166_C18:0 MAG
QI144,376.3422,5.8,87194.44201,167_NH4_C18:0 MAG
QI145,435.3445,6.85,17054.58621,168_C22:1 MAG
QI146,563.4646,8.61,23656.94357,170_C30:0 DAG
QI147,558.509,8.61,4721.45768,171_NH4_C30:0 DAG
QI148,587.4644,8.44,38070.94984,172_C32:2 DAG
QI149,582.5094,8.43,13043.93417,173_NH4_C32:2 DAG
QI150,589.4801,8.75,275794.3292,174_C32:1 DAG
QI151,584.5249,8.75,100457.3574,175_NH4_C32:1 DAG
QI152,591.4959,9.06,302710.2853,176_C32:0 DAG
QI153,586.5406,9.06,85391.7931,177_NH4_C32:0 DAG
QI154,613.4801,8.58,325520.373,178_C34:3 DAG
QI155,608.525,8.57,146444.1411,179_NH4_C34:3 DAG
QI156,615.4957,8.89,1208007.451,180_C34:2 DAG
QI157,610.5402,8.89,663567.0502,181_NH4_C34:2 DAG
QI158,617.5115,9.18,2426725.571,182_C34:1 DAG
QI159,612.5562,9.18,768647.4201,183_NH4_C34:1 DAG
QI160,619.5272,9.46,284773.4514,184_C34:0 DAG
QI161,614.5718,9.5,59720.0627,185_NH4_C34:0 DAG
QI162,641.5113,9.02,5795862.386,186_C36:3 DAG
QI163,636.556,9.02,2114188.361,187_NH4_C36:3 DAG
QI164,643.5271,9.31,5640273.524,188_C36:2 DAG
QI165,638.5718,9.31,1654597.759,189_NH4_C36:2 DAG
QI166,645.5427,9.61,607194.3229,190_C36:1 DAG
QI167,640.5874,9.61,146745.3041,191_NH4_C36:1 DAG
QI168,647.5584,9.86,399581.8088,192_C36:0 DAG
QI169,642.6037,9.86,53900.54232,193_NH4_C36:0 DAG
QI170,639.4956,8.73,1435933.32,194_C36:4 DAG
QI171,634.5402,8.72,763927.0219,195_NH4_C36:4 DAG
QI172,665.5112,9,776546.163,196_C38:5 DAG
QI173,660.556,8.99,209705.5862,197_NH4_C38:5 DAG
QI174,667.5271,9.29,167725.2382,198_C38:4 DAG
QI175,662.5711,9.26,19654.64577,199_NH4_C38:4 DAG
QI176,731.6157,10.67,5186.097179,200_C41:0 TAG
QI177,745.6313,10.86,256127.3762,202_C42:0 TAG
QI178,740.6758,10.86,103348.6552,203_NH4_C42:0 TAG
QI179,755.6156,10.54,22810.21944,204_C43:2 TAG
QI180,757.6313,10.79,47192.77116,206_C43:1 TAG
QI181,752.6759,10.8,7873.611285,207_NH4_C43:1 TAG
QI182,759.6471,11.02,26754.84326,208_C43:0 TAG
QI183,754.6914,11.03,9026.347962,209_NH4_C43:0 TAG
QI184,769.6313,10.7,871007.1254,210_C44:2 TAG
QI185,764.676,10.7,259865.8339,211_NH4_C44:2 TAG
QI186,771.6469,10.96,1270604.204,212_C44:1 TAG
QI187,766.6915,10.97,532800,213_NH4_C44:1 TAG
QI188,773.6624,11.2,636502.6614,214_C44:0 TAG
QI189,768.7071,11.21,527349.7304,215_NH4_C44:0 TAG
QI190,781.6311,10.73,51642.59248,216_C45:3 TAG
QI191,776.676,10.71,4824.721003,217_NH4_C45:3 TAG
QI192,783.6468,10.87,134759.953,218_C45:2 TAG
QI193,778.6916,10.87,28397,219_NH4_C45:2 TAG
QI194,785.6625,11.13,172669.7586,220_C45:1 TAG
QI195,780.7073,11.14,80181.33542,221_NH4_C45:1 TAG
QI196,787.6782,11.37,42341.06583,222_C45:0 TAG
QI197,782.7222,11.37,89892.27586,223_NH4_C45:0 TAG
QI198,793.6313,10.56,381698.9436,224_C46:4 TAG
QI199,788.6758,10.56,86987.10031,225_NH4_C46:4 TAG
QI200,795.6469,10.81,1427740.545,226_C46:3 TAG
QI201,790.6915,10.81,464752.373,227_NH4_C46:3 TAG
QI202,797.6625,11.05,3988288.016,228_C46:2 TAG
QI203,792.7073,11.05,1804986.63,229_NH4_C46:2 TAG
QI204,799.678,11.31,4038354.367,230_C46:1 TAG
QI205,794.7227,11.31,4128803.129,231_NH4_C46:1 TAG
QI206,801.694,11.55,864350.8558,232_C46:0 TAG
QI207,796.7384,11.55,2104492.379,233_NH4_C46:0 TAG
QI208,811.6782,11.22,523391.4451,234_C47:2 TAG
QI209,806.7227,11.23,326206.1536,235_NH4_C47:2 TAG
QI210,813.6941,11.47,395731.0125,236_C47:1 TAG
QI211,808.7388,11.48,730071.8088,237_NH4_C47:1 TAG
QI212,815.7095,11.7,33993.15674,238_C47:0 TAG
QI213,810.7542,11.72,215786.815,239_NH4_C47:0 TAG
QI214,819.6471,10.7,658451.4107,240_C48:5 TAG
QI215,814.6914,10.71,156600.0846,241_NH4_C48:5 TAG
QI216,821.6626,10.9,2898960.138,242_C48:4 TAG
QI217,816.7073,10.9,943013.6144,243_NH4_C48:4 TAG
QI218,823.6778,11.15,8954632.11,244_C48:3 TAG
QI219,818.7229,11.15,5298939.586,245_NH4_C48:3 TAG
QI220,825.6937,11.4,15409487.31,246_C48:2 TAG
QI221,820.7386,11.4,19825052.68,247_NH4_C48:2 TAG
QI222,827.7092,11.65,7816839.476,248_C48:1 TAG
QI223,822.7541,11.65,18798945.62,249_NH4_C48:1 TAG
QI224,829.725,11.89,2089029.915,250_C48:0 TAG
QI225,824.7697,11.89,5062395.878,251_NH4_C48:0 TAG
QI226,837.6942,11.32,1133527.984,252_C49:3 TAG
QI227,832.7384,11.32,1272629.752,253_NH4_C49:3 TAG
QI228,839.7099,11.56,1367773.68,254_C49:2 TAG
QI229,834.754,11.56,2878964.994,255_NH4_C49:2 TAG
QI230,841.726,11.8,561492.2665,256_C49:1 TAG
QI231,836.77,11.81,2108995.135,257_NH4_C49:1 TAG
QI232,843.7409,12.03,50847.27586,258_C49:0 TAG
QI233,838.7872,12.05,235875.3197,259_NH4_C49:0 TAG
QI234,845.6625,10.87,1174569.762,260_C50:6 TAG
QI235,840.708,10.87,285326.6207,261_NH4_C50:6 TAG
QI236,847.6779,11,5268946.009,262_C50:5 TAG
QI237,842.7229,11,1954284.373,263_NH4_C50:5 TAG
QI238,849.6935,11.24,19605390.39,264_C50:4 TAG
QI239,844.7383,11.25,13386739.92,265_NH4_C50:4 TAG
QI240,851.7085,11.5,41517410.61,266_C50:3 TAG
QI241,846.754,11.49,62722141.55,267_NH4_C50:3 TAG
QI242,853.7248,11.73,21968240.97,268_C50:2 TAG
QI243,848.7698,11.74,70214821.49,269_NH4_C50:2 TAG
QI244,855.7408,11.99,24573450.76,270_C50:1 TAG
QI245,850.7858,11.98,49904530.59,271_NH4_C50:1 TAG
QI246,857.7566,12.23,3444512.68,272_C50:0 TAG
QI247,852.8015,12.23,3273620.235,273_NH4_C50:0 TAG
QI248,865.725,11.66,3190420.589,274_C51:3 TAG
QI249,860.7695,11.66,6442318.824,275_NH4_C51:3 TAG
QI250,867.7408,11.9,4261109.1,276_C51:2 TAG
QI251,862.7856,11.91,7769252.27,277_NH4_C51:2 TAG
QI252,869.7565,12.14,1850752.793,278_C51:1 TAG
QI253,864.8014,12.14,2839198.533,279_NH4_C51:1 TAG
QI254,871.7716,12.39,201654.7868,280_C51:0 TAG
QI255,866.8162,12.4,298601.0533,281_NH4_C51:0 TAG
QI256,871.6782,10.97,1960595.266,282_C52:7 TAG
QI257,866.7235,10.95,546021.9906,283_NH4_C52:7 TAG
QI258,873.6935,11.11,10018766.84,284_C52:6 TAG
QI259,868.7387,11.15,4749298.903,285_NH4_C52:6 TAG
QI260,877.724,11.58,79484027.09,288_C52:4 TAG
QI261,872.7694,11.58,154848991.8,289_NH4_C52:4 TAG
QI262,879.7405,11.83,97680686.45,290_C52:3 TAG
QI263,874.7856,11.83,229882032,291_NH4_C52:3 TAG
QI264,881.7563,12.08,73677918.49,292_C52:2 TAG
QI265,876.8014,12.08,152553322.5,293_NH4_C52:2 TAG
QI266,883.7723,12.32,22743437.42,294_C52:1 TAG
QI267,878.8172,12.32,16867045.32,295_NH4_C52:1 TAG
QI268,885.7884,12.58,1990206.401,296_C52:0 TAG
QI269,880.8326,12.58,535736.348,297_NH4_C52:0 TAG
QI270,893.7563,12.01,3333669.759,298_C53:3 TAG
QI271,888.8021,12,7357337.257,299_NH4_C53:3 TAG
QI272,895.772,12.24,6084931.947,300_C53:2 TAG
QI273,890.8169,12.24,4626766.078,301_NH4_C53:2 TAG
QI274,895.6791,10.87,479768.9342,304_C54:9 TAG
QI275,890.724,10.87,37686.46708,305_NH4_C54:9 TAG
QI276,897.694,11.11,2587741.702,306_C54:8 TAG
QI277,892.7398,11.1,634382.5141,307_NH4_C54:8 TAG
QI278,899.7093,11.32,8002540.674,308_C54:7 TAG
QI279,894.7544,11.32,6571628.755,309_NH4_C54:7 TAG
QI280,901.7246,11.55,13550104.68,310_C54:6 TAG
QI281,896.7693,11.55,16140171.6,311_NH4_C54:6 TAG
QI282,903.7405,11.69,33835218.64,312_C54:5 TAG
QI283,898.7843,11.69,69445942.62,313_NH4_C54:5 TAG
QI284,905.7563,11.93,53095489.87,314_C54:4 TAG
QI285,900.8014,11.92,86107740.28,315_NH4_C54:4 TAG
QI286,907.7722,12.17,58303369.61,316_C54:3 TAG
QI287,902.8172,12.17,65642622.56,317_NH4_C54:3 TAG
QI288,909.788,12.42,26462973.65,318_C54:2 TAG
QI289,904.8329,12.41,17913444.63,319_NH4_C54:2 TAG
QI290,911.8036,12.67,4272881.627,320_C54:1 TAG
QI291,906.8497,12.67,1401513.549,321_NH4_C54:1 TAG
QI292,921.7882,12.34,812441.6646,322_C55:3 TAG
QI293,916.8321,12.33,677919.2602,323_NH4_C55:3 TAG
QI294,923.8046,12.58,493345.8652,324_C55:2 TAG
QI295,918.848,12.58,115960.489,325_NH4_C55:2 TAG
QI296,921.6944,10.98,978496.0188,326_C56:10 TAG
QI297,923.7093,11.22,4682189.771,328_C56:9 TAG
QI298,918.7551,11.22,2282679.909,329_NH4_C56:9 TAG
QI299,925.7242,11.46,15068030.73,330_C56:8 TAG
QI300,920.7696,11.46,15472899.84,331_NH4_C56:8 TAG
QI301,927.7402,11.7,13547855.2,332_C56:7 TAG
QI302,922.7851,11.7,16352434.33,333_NH4_C56:7 TAG
QI303,929.7559,11.89,12926376.57,334_C56:6 TAG
QI304,924.8006,11.9,20277675.85,335_NH4_C56:6 TAG
QI305,931.7716,12.14,6369938.803,336_C56:5 TAG
QI306,926.8164,12.14,6162703.843,337_NH4_C56:5 TAG
QI307,933.7877,12.26,6672694.781,338_C56:4 TAG
QI308,928.8319,12.25,3753374.897,339_NH4_C56:4 TAG
QI309,935.8036,12.5,4244469.727,340_C56:3 TAG
QI310,930.8484,12.5,1558727.749,341_NH4_C56:3 TAG
QI311,937.8189,12.77,2033477.42,342_C56:2 TAG
QI312,932.8639,12.76,521219.5298,343_NH4_C56:2 TAG
QI313,939.8351,13.07,413614.4765,344_C56:1 TAG
QI314,934.8789,13.07,83651.4232,345_NH4_C56:1 TAG
QI315,947.7095,11.14,1527542.89,346_C58:11 TAG
QI316,942.7554,11.14,645973.9906,347_NH4_C58:11 TAG
QI317,949.7242,11.31,4145373.326,348_C58:10 TAG
QI318,944.7695,11.32,2503744.514,349_NH4_C58:10 TAG
QI319,951.7409,11.55,2928521.063,350_C58:9 TAG
QI320,946.7835,11.56,4847749.276,351_NH4_C58:9 TAG
QI321,953.7568,11.8,1179636.984,352_C58:8 TAG
QI322,948.801,11.8,3659118.094,353_NH4_C58:8 TAG
QI323,955.7719,12.02,877398.1254,354_C58:7 TAG
QI324,950.8166,12.03,1135726.925,355_NH4_C58:7 TAG
QI325,957.7886,12.14,1781983.429,356_C58:6 TAG
QI326,952.832,12.14,1672476.759,357_NH4_C58:6 TAG
QI327,973.7244,11.29,1194637.467,358_C60:12 TAG
QI328,401.3778,7.29,6891.034483,362_campesterol
QI329,286.1437,3.7,84847.54545,365_piperine
QI330,200.1645,3.23,21778.0627,QI330
QI331,200.1725,4.32,9407.467085,QI331
QI332,200.201,3.92,129319.4702,QI332
QI333,200.201,4.12,61472.80878,QI333
QI334,200.2011,6.02,1304.040752,QI334
QI335,200.2012,7.46,3183.956113,QI335
QI336,200.2012,12.68,8578.485893,QI336
QI337,200.2012,7.16,2147.598746,QI337
QI338,200.2012,10.87,9646.131661,QI338
QI339,200.2012,9.43,4252.877743,QI339
QI340,200.2012,10.59,7730.952978,QI340
QI341,200.2012,9.84,5527.802508,QI341
QI342,200.2012,9.63,3027.106583,QI342
QI343,200.2012,9.59,3021.862069,QI343
QI344,200.2013,7.67,2949.793103,QI344
QI345,200.2013,9.31,2467.793103,QI345
QI346,200.2373,3.87,3581.103448,QI346
QI347,201.1274,3.76,7210.695925,QI347
QI348,201.1275,3.69,2896.934169,QI348
QI349,201.1486,4.67,46.93730408,QI349
QI350,201.1486,4.58,43.78056426,QI350
QI351,201.1637,11.74,6670.836991,QI351
QI352,203.1067,4.01,8188.755486,QI352
QI353,203.1067,3.8,3280.868339,QI353
QI354,203.1433,3.85,6351.818182,QI354
QI355,203.1433,3.92,6095.0721,QI355
QI356,203.1793,12.06,1300.159875,QI356
QI357,203.1795,11.74,13657.96865,QI357
QI358,205.0861,4.08,30956.21944,QI358
QI359,205.1224,3.48,7811.090909,QI359
QI360,207.1381,3.88,16207.91223,QI360
QI361,207.1381,3.73,24534.2163,QI361
QI362,207.1381,3.35,102433.7712,QI362
QI363,207.1745,3.9,4125.178683,QI363
QI364,207.1746,4.01,3960.912226,QI364
QI365,208.1313,3.02,1602.257053,QI365
QI366,208.1699,3.54,11671.81191,QI366
QI367,209.1174,3.89,3279.890282,QI367
QI368,209.1541,3.76,9702.420063,QI368
QI369,209.1655,3.59,5611.448276,QI369
QI370,209.19,3.77,2306.877743,QI370
QI371,209.1902,4,8992.880878,QI371
QI372,211.1101,4.15,2432.285266,QI372
QI373,211.1311,2.85,1657.141066,QI373
QI374,211.1695,3.62,12552.47335,QI374
QI375,212.165,3.43,20503.10031,QI375
QI376,212.1651,3.67,877.8902821,QI376
QI377,212.2379,3.43,90.07523511,QI377
QI378,212.2379,3.74,53.08777429,QI378
QI379,213.1465,3.52,95522.47962,QI379
QI380,213.1853,3.7,2893.802508,QI380
QI381,213.1964,3.34,5718.551724,QI381
QI382,214.006,5.17,10852.84639,QI382
QI383,214.0065,4.29,9904.247649,QI383
QI384,214.0071,5.28,7803.61442,QI384
QI385,214.0073,5.7,6631.561129,QI385
QI386,214.0073,6.31,2396.984326,QI386
QI387,214.0073,2.75,5666.520376,QI387
QI388,214.0073,5.86,4977.266458,QI388
QI389,214.0074,3.48,3481.836991,QI389
QI390,214.0075,2.9,6782.62069,QI390
QI391,214.0076,2.99,1881.00627,QI391
QI392,214.008,3.35,7027.714734,QI392
QI393,214.05,8,415.5893417,QI393
QI394,214.0502,5.35,466.0250784,QI394
QI395,214.051,6.9,420.7554859,QI395
QI396,214.0521,4.98,676.5015674,QI396
QI397,214.0577,14.45,249.8996865,QI397
QI398,214.0584,6.17,150.8338558,QI398
QI399,214.0587,3.14,104.0940439,QI399
QI400,214.0589,14.22,157.7805643,QI400
QI401,214.0591,3.47,114.9216301,QI401
QI402,214.0592,7.7,69.05329154,QI402
QI403,214.0599,3.22,99.60815047,QI403
QI404,214.1197,7.88,140.2727273,QI404
QI405,214.1202,4.49,149.338558,QI405
QI406,214.1205,14.4,171.9529781,QI406
QI407,214.1206,7.73,146.9937304,QI407
QI408,214.1207,5.94,118.6959248,QI408
QI409,214.1208,4.56,148.9373041,QI409
QI410,214.1208,6.59,125.4639498,QI410
QI411,214.121,7.43,164.8432602,QI411
QI412,214.121,10.24,152,QI412
QI413,214.1211,3.19,288.200627,QI413
QI414,214.1211,4.33,281.2633229,QI414
QI415,214.1212,3,192.4858934,QI415
QI416,214.1212,6.43,141.137931,QI416
QI417,214.1212,3.7,179.4952978,QI417
QI418,214.1213,7.17,213.6802508,QI418
QI419,214.1213,4.37,149.3416928,QI419
QI420,214.1214,3.48,156.1034483,QI420
QI421,214.1214,3.14,189.661442,QI421
QI422,214.1216,4.17,441.9184953,QI422
QI423,214.1216,5.74,88.67084639,QI423
QI424,214.1218,2.99,249.5485893,QI424
QI425,214.1218,3.03,135.3166144,QI425
QI426,214.1219,6.85,164.4733542,QI426
QI427,214.1221,3.31,195.4639498,QI427
QI428,214.1221,2.94,162.9090909,QI428
QI429,214.1222,4.58,100.0250784,QI429
QI430,214.1226,4.29,136.799373,QI430
QI431,214.1232,5.11,710.4075235,QI431
QI432,214.1265,3.64,190.6175549,QI432
QI433,214.1268,4.22,1822.915361,QI433
QI434,214.1271,2.53,919.6238245,QI434
QI435,214.1274,4.56,819.5579937,QI435
QI436,214.1275,3.99,738.3322884,QI436
QI437,214.1275,5.43,448.6520376,QI437
QI438,214.1277,6.9,301.3134796,QI438
QI439,214.1278,4.76,1159.54232,QI439
QI440,214.1279,5.07,1472.410658,QI440
QI441,214.128,4.52,1936.601881,QI441
QI442,214.1281,4.39,2896.169279,QI442
QI443,214.1282,5.65,1622.103448,QI443
QI444,214.1283,4.13,1271.084639,QI444
QI445,214.1284,5.85,708.799373,QI445
QI446,214.1284,5.11,1557.824451,QI446
QI447,214.1285,5.46,883.1786834,QI447
QI448,214.1285,5.24,1099.0721,QI448
QI449,214.1289,6.43,724.492163,QI449
QI450,214.1292,2.56,26498.04075,QI450
QI451,214.1294,6.12,1853.987461,QI451
QI452,214.1296,6.57,948.8087774,QI452
QI453,214.1554,7.29,129.3981191,QI453
QI454,214.1722,5.63,2908.210031,QI454
QI455,214.1723,4.53,3016.432602,QI455
QI456,214.1723,2.74,9677.877743,QI456
QI457,214.1723,3.58,6451.940439,QI457
QI458,214.1724,5.76,6773.028213,QI458
QI459,214.1724,3.05,6122.61442,QI459
QI460,214.1724,2.85,6748.326019,QI460
QI461,214.1725,4.16,2966.937304,QI461
QI462,214.1725,3.65,4138.429467,QI462
QI463,214.1725,5.65,4476.031348,QI463
QI464,214.1725,6.21,5047.554859,QI464
QI465,214.1726,2.97,5156.097179,QI465
QI466,214.1726,4.58,3027.978056,QI466
QI467,214.1726,4.62,4535.9279,QI467
QI468,214.1726,8.29,2805.683386,QI468
QI469,214.1727,4.32,3021.645768,QI469
QI470,214.1727,6.81,2357.429467,QI470
QI471,214.1727,14.45,3560.373041,QI471
QI472,214.1727,2.52,2857.981191,QI472
QI473,214.1728,3.2,2395.510972,QI473
QI474,214.1729,3.15,2629.297806,QI474
QI475,214.1732,4.92,6097.335423,QI475
QI476,214.1744,7.28,4632.962382,QI476
QI477,214.1799,3.46,61285.95611,QI477
QI478,214.2166,4.05,9629.567398,QI478
QI479,214.2167,4.19,970.1567398,QI479
QI480,214.2529,3.84,63829.91223,QI480
QI481,214.337,3.85,27.84326019,QI481
QI482,214.9175,13.7,2898231.075,QI482
QI483,214.9176,8.32,302962.4295,QI483
QI484,214.9179,3.88,1208.529781,QI484
QI485,215.0816,3.69,9939.351097,QI485
QI486,215.1428,4.01,2223.633229,QI486
QI487,215.1543,3.43,9060.184953,QI487
QI488,215.1793,11.74,18895.74922,QI488
