Metabolite,RT,MZ,Intensity
10.26_149.0958m/z,10.26,149.0958,52.74033149
10.26_159.1167m/z,10.26,159.1167,5330.414365
10.26_161.1323m/z,10.26,161.1323,2622.596685
10.26_263.0819m/z,10.26,263.0819,10379.21271
10.26_273.1109m/z,10.26,273.1109,41753.88398
10.26_283.1527m/z,10.26,283.1527,4481.121547
10.26_289.0851m/z,10.26,289.0851,1195.281768
10.26_325.0526m/z,10.26,325.0526,2582.232044
10.26_433.2358m/z,10.26,433.2358,30054.22376
10.26_437.2910m/z,10.26,437.291,816.0994475
10.26_441.1920m/z,10.26,441.192,15598.80663
10.26_461.0275m/z,10.26,461.0275,570.6381215
10.26_471.0561m/z,10.26,471.0561,1737.78453
10.26_661.3480m/z,10.26,661.348,11812.20718
10.26_713.2898m/z,10.26,713.2898,832.3563536
10.26_729.3358m/z,10.26,729.3358,3546.59116
10.27_275.1164m/z,10.27,275.1164,492.0607735
10.27_301.1110m/z,10.27,301.111,1406.279006
10.27_331.0696m/z,10.27,331.0696,1486.157459
10.27_345.0409m/z,10.27,345.0409,325.7154696
10.27_393.0402m/z,10.27,393.0402,952.3812155
10.27_411.2537m/z,10.27,411.2537,1507.433702
10.27_553.1647m/z,10.27,553.1647,610.4392265
10.27_559.1812m/z,10.27,559.1812,1081.629834
10.27_719.3065m/z,10.27,719.3065,1206.389503
10.27_723.3189m/z,10.27,723.3189,3683.234807
10.27_449.2103m/z,10.27,449.2103,119.7928177
10.28_463.3069m/z,10.28,463.3069,38559.05525
10.28_531.2940m/z,10.28,531.294,2099.140884
10.28_475.3277m/z,10.28,475.3277,17844.53591
10.28_317.1368m/z,10.28,317.1368,51.34530387
10.28_791.3063m/z,10.28,791.3063,207.1104972
10.29_161.0208m/z,10.29,161.0208,3305.10221
10.29_162.0242m/z,10.29,162.0242,208.3950276
10.29_306.9195m/z,10.29,306.9195,1513.21547
10.29_417.0844m/z,10.29,417.0844,120.4033149
10.29_471.0559m/z,10.29,471.0559,287.0055249
10.29_543.3150m/z,10.29,543.315,1071.40884
10.29_631.1807m/z,10.29,631.1807,109.3756906
10.30_477.0729m/z,10.3,477.0729,194.8314917
10.30_142.9950m/z,10.3,142.995,2451.593923
10.31_160.9757m/z,10.31,160.9757,5102.726519
10.31_213.1490m/z,10.31,213.149,2902.983425
10.31_238.9313m/z,10.31,238.9313,3761.566298
10.31_331.1915m/z,10.31,331.1915,1251.259669
10.31_128.0340m/z,10.31,128.034,372.6049724
10.31_651.3751m/z,10.31,651.3751,6528.475138
10.32_293.1430m/z,10.32,293.143,190.5331492
10.33_127.0137m/z,10.33,127.0137,466.6961326
10.33_306.9195m/z,10.33,306.9195,1581.162983
10.33_495.2789m/z,10.33,495.2789,8682.430939
10.34_481.2806m/z,10.34,481.2806,1170.140884
10.34_154.9462m/z,10.34,154.9462,549.5745856
10.34_241.1806m/z,10.34,241.1806,7333.486188
10.34_297.1240m/z,10.34,297.124,725.1381215
10.34_339.2176m/z,10.34,339.2176,2911.740331
10.34_347.0437m/z,10.34,347.0437,7155.944751
10.35_307.1527m/z,10.35,307.1527,2706.378453
10.35_239.1650m/z,10.35,239.165,17524.83425
10.36_118.9650m/z,10.36,118.965,578.9834254
10.36_298.0699m/z,10.36,298.0699,4200.522099
10.36_454.9052m/z,10.36,454.9052,2020.132597
10.36_551.3048m/z,10.36,551.3048,917.6740331
10.36_100.9322m/z,10.36,100.9322,1928.345304
10.37_160.9757m/z,10.37,160.9757,4426.900552
10.37_238.9314m/z,10.37,238.9314,1928.364641
10.37_302.1765m/z,10.37,302.1765,513.9005525
10.38_370.8750m/z,10.38,370.875,956.6049724
10.38_368.8771m/z,10.38,368.8771,310.0773481
10.38_372.8729m/z,10.38,372.8729,735.1657459
10.38_178.9420m/z,10.38,178.942,13132.24586
10.39_368.8980m/z,10.39,368.898,56117.18785
10.39_370.8948m/z,10.39,370.8948,25288.22928
10.39_372.8921m/z,10.39,372.8921,485.9502762
10.39_263.1287m/z,10.39,263.1287,2087.10221
10.39_320.1901m/z,10.39,320.1901,404.0662983
10.39_366.9008m/z,10.39,366.9008,69847.21271
10.39_495.3113m/z,10.39,495.3113,2681.635359
10.40_457.3325m/z,10.4,457.3325,2838.737569
10.40_525.3196m/z,10.4,525.3196,360.7541436
10.40_285.2072m/z,10.4,285.2072,5102.723757
10.40_324.9467m/z,10.4,324.9467,6836.041436
10.40_325.2004m/z,10.4,325.2004,2645.867403
10.41_257.2121m/z,10.41,257.2121,17071.11326
10.41_295.1914m/z,10.41,295.1914,1098.298343
10.41_311.2229m/z,10.41,311.2229,5164.80663
10.42_283.1089m/z,10.42,283.1089,8874.088398
10.42_583.2562m/z,10.42,583.2562,63302.34254
10.42_605.2380m/z,10.42,605.238,6358.751381
10.42_238.9313m/z,10.42,238.9313,1909.428177
10.42_315.1967m/z,10.42,315.1967,2047.033149
10.42_333.2072m/z,10.42,333.2072,73.79834254
10.42_341.2335m/z,10.42,341.2335,4544.425414
10.42_377.2002m/z,10.42,377.2002,3002.505525
10.42_405.2890m/z,10.42,405.289,26854.33702
10.42_415.3180m/z,10.42,415.318,156184.1961
10.42_483.3057m/z,10.42,483.3057,5368.406077
10.42_581.2403m/z,10.42,581.2403,7586.447514
10.43_417.3238m/z,10.43,417.3238,3939.320442
10.43_452.2783m/z,10.43,452.2783,9501.654696
10.43_475.2915m/z,10.43,475.2915,2066.723757
10.43_502.2707m/z,10.43,502.2707,19801.61326
10.43_512.2993m/z,10.43,512.2993,152491.0801
10.43_570.2580m/z,10.43,570.258,2801.074586
10.43_580.2867m/z,10.43,580.2867,12403.57459
10.43_393.2917m/z,10.43,393.2917,1947.640884
10.43_427.2618m/z,10.43,427.2618,7944.234807
10.43_459.2730m/z,10.43,459.273,24150.47514
10.43_487.2733m/z,10.43,487.2733,10779.53315
10.43_517.2311m/z,10.43,517.2311,1742.68232
10.44_437.2910m/z,10.44,437.291,83809.6989
10.44_447.2391m/z,10.44,447.2391,344.961326
10.44_449.2441m/z,10.44,449.2441,7840.756906
10.44_521.2430m/z,10.44,521.243,2555.267956
10.44_253.0828m/z,10.44,253.0828,7004.08011
10.44_473.2182m/z,10.44,473.2182,4096.132597
10.44_527.2601m/z,10.44,527.2601,5234.538674
10.44_805.4899m/z,10.44,805.4899,465.8812155
10.45_554.2459m/z,10.45,554.2459,70.55801105
10.45_416.0456m/z,10.45,416.0456,2166.665746
10.45_459.2027m/z,10.45,459.2027,97137.40884
10.46_380.0687m/z,10.46,380.0687,29163.27901
10.46_451.1706m/z,10.46,451.1706,11922.14088
10.46_357.2286m/z,10.46,357.2286,1731.01105
10.46_372.8933m/z,10.46,372.8933,380.281768
10.47_178.9420m/z,10.47,178.942,21004.4558
10.48_154.9462m/z,10.48,154.9462,821.5027624
10.48_238.9315m/z,10.48,238.9315,3470.030387
10.48_242.1763m/z,10.48,242.1763,4324.01105
10.48_299.1864m/z,10.48,299.1864,1042.375691
10.48_382.9051m/z,10.48,382.9051,1205.477901
10.49_241.1806m/z,10.49,241.1806,8244.497238
10.50_100.9322m/z,10.5,100.9322,1443.198895
10.50_160.9757m/z,10.5,160.9757,15374.55249
10.50_392.9343m/z,10.5,392.9343,28739.27072
10.50_101.9228m/z,10.5,101.9228,584.7127072
10.50_347.0436m/z,10.5,347.0436,10810.45028
10.50_413.1972m/z,10.5,413.1972,3843.099448
10.50_471.3114m/z,10.5,471.3114,1061.906077
10.50_539.2990m/z,10.5,539.299,32.83701657
10.51_306.9194m/z,10.51,306.9194,1570.08011
10.51_532.2523m/z,10.51,532.2523,3394.917127
10.51_227.1648m/z,10.51,227.1648,1994.013812
10.51_399.2391m/z,10.51,399.2391,107.6464088
10.52_183.1743m/z,10.52,183.1743,470.7900552
10.52_202.9866m/z,10.52,202.9866,50168.53591
10.52_474.2624m/z,10.52,474.2624,3544.058011
10.52_449.1739m/z,10.52,449.1739,125328.605
10.52_459.2027m/z,10.52,459.2027,133231.5912
10.52_473.2182m/z,10.52,473.2182,3410.292818
10.53_317.2121m/z,10.53,317.2121,103.961326
10.53_341.1794m/z,10.53,341.1794,3425.751381
10.53_455.2475m/z,10.53,455.2475,2766.049724
10.53_142.9950m/z,10.53,142.995,2918.527624
10.53_174.8862m/z,10.53,174.8862,249.3508287
10.54_238.9315m/z,10.54,238.9315,3050.571823
10.56_278.1893m/z,10.56,278.1893,625.8922652
10.56_538.3384m/z,10.56,538.3384,112.5082873
10.56_552.2862m/z,10.56,552.2862,5529.121547
10.56_562.3150m/z,10.56,562.315,50682.87569
10.56_587.2561m/z,10.56,587.2561,466.7596685
10.56_623.2332m/z,10.56,623.2332,386.2044199
10.57_298.0699m/z,10.57,298.0699,3670.798343
10.57_498.2628m/z,10.57,498.2628,16310.29834
10.57_514.2165m/z,10.57,514.2165,5260.140884
10.58_378.2416m/z,10.58,378.2416,331754.0608
10.58_380.2475m/z,10.58,380.2475,5092.400552
10.58_436.2002m/z,10.58,436.2002,14158.28453
10.58_446.2291m/z,10.58,446.2291,32304.38122
10.58_504.1877m/z,10.58,504.1877,2209.524862
10.59_238.9314m/z,10.59,238.9314,4804.129834
10.59_591.3536m/z,10.59,591.3536,7439.701657
10.60_473.2182m/z,10.6,473.2182,784.6878453
10.60_460.1705m/z,10.6,460.1705,2244.801105
10.60_482.1521m/z,10.6,482.1521,202.9751381
10.61_389.2699m/z,10.61,389.2699,20288.71547
10.61_255.1964m/z,10.61,255.1964,22314.17127
10.61_526.2936m/z,10.61,526.2936,6126.030387
10.61_576.2862m/z,10.61,576.2862,24868.97238
10.61_586.3150m/z,10.61,586.315,179685.6464
10.61_600.3308m/z,10.61,600.3308,2895.013812
10.61_644.2737m/z,10.61,644.2737,4136.298343
10.61_654.3027m/z,10.61,654.3027,16268.77901
10.62_324.9467m/z,10.62,324.9467,3071.889503
10.63_229.1805m/z,10.63,229.1805,2171.444751
10.63_445.2598m/z,10.63,445.2598,1562.759669
10.63_238.9315m/z,10.63,238.9315,1464.392265
10.63_276.1717m/z,10.63,276.1717,2247.966851
10.64_343.2489m/z,10.64,343.2489,1125.044199
10.64_393.2918m/z,10.64,393.2918,11766.52762
10.64_487.2733m/z,10.64,487.2733,13728.91436
10.64_595.2469m/z,10.64,595.2469,1906.40884
10.64_597.1922m/z,10.64,597.1922,300.0662983
10.64_315.1965m/z,10.64,315.1965,17.2320442
10.64_377.2006m/z,10.64,377.2006,462.9558011
10.64_413.2908m/z,10.64,413.2908,4521.372928
10.64_427.2620m/z,10.64,427.262,41756.24033
10.64_437.2910m/z,10.64,437.291,26896.34807
10.64_449.2441m/z,10.64,449.2441,21148.51105
10.64_459.2730m/z,10.64,459.273,53706.40884
10.64_517.2312m/z,10.64,517.2312,5636.574586
10.64_521.2430m/z,10.64,521.243,5480.823204
10.64_527.2601m/z,10.64,527.2601,13270.83978
10.64_585.2183m/z,10.64,585.2183,1106.245856
10.65_424.2470m/z,10.65,424.247,5480.759669
10.65_317.2120m/z,10.65,317.212,76.16850829
10.65_418.9732m/z,10.65,418.9732,373.198895
10.66_474.2627m/z,10.66,474.2627,1559.444751
10.66_745.5508m/z,10.66,745.5508,98891.64088
10.66_279.2117m/z,10.66,279.2117,447.7486188
10.66_367.1915m/z,10.66,367.1915,25240.8453
10.66_389.1735m/z,10.66,389.1735,4843.320442
10.66_445.1687m/z,10.66,445.1687,1100.466851
10.66_549.2888m/z,10.66,549.2888,2255.356354
10.66_178.9419m/z,10.66,178.9419,5746.143646
10.66_283.1377m/z,10.66,283.1377,181.4475138
10.66_309.0912m/z,10.66,309.0912,1848.39779
10.66_529.2054m/z,10.66,529.2054,36786.8453
10.67_238.9316m/z,10.67,238.9316,1410.889503
10.67_298.0699m/z,10.67,298.0699,2589.90884
10.68_308.1926m/z,10.68,308.1926,2907.292818
10.68_418.9734m/z,10.68,418.9734,481.7651934
10.68_91.0206m/z,10.68,91.0206,843.9005525
10.68_297.0471m/z,10.68,297.0471,7369.78453
10.68_413.1972m/z,10.68,413.1972,647.339779
10.68_560.2295m/z,10.68,560.2295,1358.519337
10.69_241.1805m/z,10.69,241.1805,7051.345304
10.69_297.2071m/z,10.69,297.2071,11713.12155
10.69_313.0786m/z,10.69,313.0786,24516.8232
10.69_349.0553m/z,10.69,349.0553,1050.337017
10.69_431.3168m/z,10.69,431.3168,2696.787293
10.69_449.1738m/z,10.69,449.1738,25671.32873
10.69_459.2026m/z,10.69,459.2026,41768.08287
10.69_473.2183m/z,10.69,473.2183,338.718232
10.69_299.1629m/z,10.69,299.1629,1466.234807
10.69_309.2072m/z,10.69,309.2072,64202.51934
10.69_471.3478m/z,10.69,471.3478,2041.939227
10.69_638.2454m/z,10.69,638.2454,10666.73481
10.70_277.1809m/z,10.7,277.1809,222309.8343
10.70_315.2542m/z,10.7,315.2542,33754.06077
10.70_331.1895m/z,10.7,331.1895,7082.696133
10.70_335.1398m/z,10.7,335.1398,4388.229282
10.70_345.1684m/z,10.7,345.1684,24053.84254
10.70_367.1503m/z,10.7,367.1503,5543.370166
10.70_449.2545m/z,10.7,449.2545,2440.593923
10.70_452.2783m/z,10.7,452.2783,87264.1105
10.70_502.2708m/z,10.7,502.2708,147790.5967
10.70_507.2235m/z,10.7,507.2235,289756.0801
10.70_512.2994m/z,10.7,512.2994,1003241.445
10.70_526.3148m/z,10.7,526.3148,30206.29834
10.70_552.2859m/z,10.7,552.2859,3023.209945
10.70_570.2579m/z,10.7,570.2579,29819.79558
10.70_580.2866m/z,10.7,580.2866,87337.1768
10.70_584.2294m/z,10.7,584.2294,10273.40884
10.70_642.2570m/z,10.7,642.257,6031.875691
10.70_648.2742m/z,10.7,648.2742,25521.79282
10.70_744.4823m/z,10.7,744.4823,12133.78177
10.70_337.1367m/z,10.7,337.1367,778.4281768
10.70_594.3019m/z,10.7,594.3019,3206.922652
10.71_319.1197m/z,10.71,319.1197,10254.92818
10.71_357.2283m/z,10.71,357.2283,1547.792818
10.71_265.1808m/z,10.71,265.1808,786.6298343
10.71_311.2229m/z,10.71,311.2229,30748.3674
10.73_183.1381m/z,10.73,183.1381,4776.837017
10.73_142.9949m/z,10.73,142.9949,1343.11326
10.73_317.2121m/z,10.73,317.2121,107.7762431
10.73_324.9466m/z,10.73,324.9466,4886.325967
10.74_251.1264m/z,10.74,251.1264,319.2071823
10.74_253.1367m/z,10.74,253.1367,124.9917127
10.74_474.2627m/z,10.74,474.2627,43395.39503
10.74_485.3273m/z,10.74,485.3273,428.7016575
10.74_238.9313m/z,10.74,238.9313,1475.345304
10.75_160.9757m/z,10.75,160.9757,4843.676796
10.75_333.2073m/z,10.75,333.2073,5934.035912
10.75_341.1795m/z,10.75,341.1795,5407.643646
10.75_269.2124m/z,10.75,269.2124,2523.345304
10.75_311.1327m/z,10.75,311.1327,76.98895028
10.75_325.2021m/z,10.75,325.2021,7923.395028
10.75_347.0437m/z,10.75,347.0437,1972.878453
10.75_429.3011m/z,10.75,429.3011,3121.939227
10.76_256.1980m/z,10.76,256.198,25.1160221
10.76_745.5507m/z,10.76,745.5507,22983.88674
10.76_178.9420m/z,10.76,178.942,11263.08564
10.76_418.9739m/z,10.76,418.9739,3410.375691
10.76_450.2627m/z,10.76,450.2627,7717.635359
10.76_498.2629m/z,10.76,498.2629,102952.8812
10.76_566.2500m/z,10.76,566.25,7486.508287
10.77_100.9255m/z,10.77,100.9255,77.39226519
10.77_556.2214m/z,10.77,556.2214,2807.607735
10.77_255.1964m/z,10.77,255.1964,9182.875691
10.77_297.2072m/z,10.77,297.2072,5335.395028
10.78_275.1653m/z,10.78,275.1653,6780.237569
10.78_298.0699m/z,10.78,298.0699,5005.720994
10.78_341.2334m/z,10.78,341.2334,11750.22376
10.78_239.1649m/z,10.78,239.1649,1944.726519
10.78_552.2863m/z,10.78,552.2863,44600.24586
10.78_562.3149m/z,10.78,562.3149,356488.7017
10.78_576.3306m/z,10.78,576.3306,4868.903315
10.78_620.2736m/z,10.78,620.2736,7649.961326
10.78_630.3023m/z,10.78,630.3023,27042.10773
10.78_502.2938m/z,10.78,502.2938,17628.4558
10.78_688.2613m/z,10.78,688.2613,1582.245856
10.79_698.2897m/z,10.79,698.2897,6196.825967
10.79_556.3255m/z,10.79,556.3255,19371.8895
10.79_634.2449m/z,10.79,634.2449,7341.80663
10.80_487.3276m/z,10.8,487.3276,48830.89779
10.80_716.2727m/z,10.8,716.2727,5084.353591
10.80_526.2936m/z,10.8,526.2936,53416.03039
10.80_576.2861m/z,10.8,576.2861,143731.221
10.80_586.3149m/z,10.8,586.3149,975532.7044
10.80_600.3305m/z,10.8,600.3305,31041.24862
10.80_644.2737m/z,10.8,644.2737,31387.23757
10.80_654.3025m/z,10.8,654.3025,91644.99448
10.80_658.2452m/z,10.8,658.2452,10207.48066
10.80_668.3179m/z,10.8,668.3179,7854.403315
10.80_722.2901m/z,10.8,722.2901,24325.57182
10.81_309.0909m/z,10.81,309.0909,2104.933702
10.81_478.2937m/z,10.81,478.2937,10749.22928
10.81_538.3150m/z,10.81,538.315,249710.6768
10.81_606.3022m/z,10.81,606.3022,15877.76796
10.81_712.2615m/z,10.81,712.2615,9993.516575
10.81_528.2857m/z,10.81,528.2857,28383.71271
10.81_552.3300m/z,10.81,552.33,2337.571823
10.81_596.2730m/z,10.81,596.273,3791.323204
10.82_243.1962m/z,10.82,243.1962,6483.701657
10.82_311.1845m/z,10.82,311.1845,195.3867403
10.82_343.2490m/z,10.82,343.249,6221.160221
10.82_501.1345m/z,10.82,501.1345,14835.80387
10.82_315.1967m/z,10.82,315.1967,178.5773481
10.82_319.1914m/z,10.82,319.1914,53.19889503
10.83_341.1792m/z,10.83,341.1792,900.7679558
10.83_316.9076m/z,10.83,316.9076,36457.50276
10.83_318.9047m/z,10.83,318.9047,48739.11326
10.83_320.9017m/z,10.83,320.9017,27201.0884
10.83_418.9737m/z,10.83,418.9737,2113.842541
10.83_426.8767m/z,10.83,426.8767,39535.00552
10.83_428.8737m/z,10.83,428.8737,81188.9337
10.83_430.8707m/z,10.83,430.8707,64943.38398
10.83_432.8677m/z,10.83,432.8677,33798.69613
10.83_462.8536m/z,10.83,462.8536,39244.41713
10.83_464.8504m/z,10.83,464.8504,95744.48895
10.83_466.8474m/z,10.83,466.8474,93639.64917
10.83_468.8445m/z,10.83,468.8445,62092.6768
10.83_471.8450m/z,10.83,471.845,504.6767956
10.83_472.8821m/z,10.83,472.8821,40842.24033
10.83_474.8792m/z,10.83,474.8792,84311.37569
10.83_476.8762m/z,10.83,476.8762,67901.1768
10.83_478.8734m/z,10.83,478.8734,33499.81492
10.83_493.8664m/z,10.83,493.8664,3770.472376
10.84_239.1261m/z,10.84,239.1261,5883.748619
10.84_280.9310m/z,10.84,280.931,5286.900552
10.84_282.9280m/z,10.84,282.928,4979.585635
10.84_301.0970m/z,10.84,301.097,6735.389503
10.84_313.2385m/z,10.84,313.2385,2516.809392
10.84_472.8383m/z,10.84,472.8383,1279.969613
10.84_238.9315m/z,10.84,238.9315,1443.063536
10.84_297.2072m/z,10.84,297.2072,2701.770718
10.84_298.0698m/z,10.84,298.0698,1913.555249
10.84_311.1326m/z,10.84,311.1326,2175.160221
10.85_241.1806m/z,10.85,241.1806,6162.834254
10.85_379.2165m/z,10.85,379.2165,184.5441989
10.86_347.0437m/z,10.86,347.0437,1598.607735
10.86_447.2754m/z,10.86,447.2754,41232.08564
10.86_403.2855m/z,10.86,403.2855,3248.552486
10.86_469.2572m/z,10.86,469.2572,5515.635359
10.86_474.2626m/z,10.86,474.2626,20348.21271
10.87_142.9950m/z,10.87,142.995,1285.947514
10.87_449.1739m/z,10.87,449.1739,6341.082873
10.88_311.2230m/z,10.88,311.223,39246.76243
10.88_324.9467m/z,10.88,324.9467,6669.212707
10.88_380.2573m/z,10.88,380.2573,64494.91713
10.88_382.2628m/z,10.88,382.2628,636.6022099
10.88_459.2027m/z,10.88,459.2027,8571.975138
10.88_100.9322m/z,10.88,100.9322,496.2127072
10.88_255.1964m/z,10.88,255.1964,9077.533149
10.88_412.9164m/z,10.88,412.9164,50.03038674
10.88_413.0913m/z,10.88,413.0913,106.4723757
10.89_160.9757m/z,10.89,160.9757,5755.118785
10.89_410.9194m/z,10.89,410.9194,601.3342541
10.89_454.9046m/z,10.89,454.9046,1447.464088
10.89_408.9225m/z,10.89,408.9225,650.9779006
10.90_238.9314m/z,10.9,238.9314,9635.98895
10.90_315.1967m/z,10.9,315.1967,2384.060773
10.90_383.1841m/z,10.9,383.1841,39.17679558
10.91_251.1321m/z,10.91,251.1321,1053397.981
10.91_319.1197m/z,10.91,319.1197,28123.40884
10.91_347.0436m/z,10.91,347.0436,2033.889503
10.91_607.2377m/z,10.91,607.2377,235.1933702
10.91_502.2939m/z,10.91,502.2939,13767.90055
10.91_552.2863m/z,10.91,552.2863,38038.4337
10.91_562.3150m/z,10.91,562.315,264032.1326
10.91_576.2861m/z,10.91,576.2861,1117.11326
10.91_620.2736m/z,10.91,620.2736,6039.146409
10.91_630.3024m/z,10.91,630.3024,22233.49724
10.92_311.1324m/z,10.92,311.1324,1880.40884
10.92_341.1792m/z,10.92,341.1792,2974.453039
10.92_576.3307m/z,10.92,576.3307,6259.309392
10.92_698.2902m/z,10.92,698.2902,3749.069061
10.92_412.9163m/z,10.92,412.9163,59.14640884
10.93_468.2732m/z,10.93,468.2732,7734.232044
10.93_154.9463m/z,10.93,154.9463,468.0469613
10.94_257.1545m/z,10.94,257.1545,1214.168508
10.94_283.1417m/z,10.94,283.1417,39.09392265
10.94_241.1806m/z,10.94,241.1806,6502.911602
10.94_298.0699m/z,10.94,298.0699,2656.124309
10.94_375.2098m/z,10.94,375.2098,354.4530387
10.95_249.1131m/z,10.95,249.1131,982.2790055
10.95_315.2543m/z,10.95,315.2543,106212.3204
10.95_349.1270m/z,10.95,349.127,10811.00552
10.95_351.2307m/z,10.95,351.2307,1739.71547
10.95_373.2128m/z,10.95,373.2128,2669.160221
10.95_383.2417m/z,10.95,383.2417,11719.70994
10.95_449.2547m/z,10.95,449.2547,266819.2735
10.95_485.2313m/z,10.95,485.2313,2855.074586
10.95_507.2128m/z,10.95,507.2128,10821.53315
10.95_517.2418m/z,10.95,517.2418,31054.17403
10.95_575.2003m/z,10.95,575.2003,1203.770718
10.95_585.2290m/z,10.95,585.229,4669.842541
10.95_647.1990m/z,10.95,647.199,365.3756906
10.95_653.2165m/z,10.95,653.2165,893.1519337
10.95_281.1394m/z,10.95,281.1394,36216.12707
10.95_339.0981m/z,10.95,339.0981,2090.616022
10.95_341.0951m/z,10.95,341.0951,373.4447514
10.96_317.2600m/z,10.96,317.26,1479.074586
10.96_558.2675m/z,10.96,558.2675,9160.878453
10.96_579.2120m/z,10.96,579.212,1880.997238
10.96_379.1916m/z,10.96,379.1916,455.5828729
10.96_431.3167m/z,10.96,431.3167,37150.51657
10.96_477.3222m/z,10.96,477.3222,8986.922652
10.97_128.0340m/z,10.97,128.034,486.7265193
10.98_271.2279m/z,10.98,271.2279,24394.40331
10.98_100.9322m/z,10.98,100.9322,698.359116
10.98_227.1648m/z,10.98,227.1648,5586.651934
10.98_255.1964m/z,10.98,255.1964,5658.475138
10.98_343.1552m/z,10.98,343.1552,2093.679558
10.98_546.2967m/z,10.98,546.2967,18819.56077
10.98_556.3256m/z,10.98,556.3256,129720.826
10.98_614.2844m/z,10.98,614.2844,2596.720994
10.98_624.3130m/z,10.98,624.313,11553.60497
10.99_178.9420m/z,10.99,178.942,23158.83149
10.99_195.1382m/z,10.99,195.1382,6563.541436
10.99_263.1264m/z,10.99,263.1264,4091.270718
10.99_513.2192m/z,10.99,513.2192,4908.599448
10.99_535.2015m/z,10.99,535.2015,132.2651934
10.99_745.5507m/z,10.99,745.5507,67005.1326
11.00_128.0340m/z,11,128.034,479.2513812
11.00_309.0912m/z,11,309.0912,724.5662983
11.00_507.3203m/z,11,507.3203,20669.61602
11.00_543.2973m/z,11,543.2973,1980.812155
11.00_719.5345m/z,11,719.5345,24339.51105
11.00_450.2626m/z,11,450.2626,57733.0884
11.00_479.3380m/z,11,479.338,9178.022099
11.01_324.9468m/z,11.01,324.9468,3001.983425
11.01_353.1972m/z,11.01,353.1972,383.3480663
11.01_583.3277m/z,11.01,583.3277,2032.776243
11.01_143.9902m/z,11.01,143.9902,149.0165746
11.01_297.2071m/z,11.01,297.2071,1757.265193
11.01_379.2164m/z,11.01,379.2164,2389.494475
11.02_311.2230m/z,11.02,311.223,32133.85635
11.03_355.2494m/z,11.03,355.2494,1843.149171
11.03_238.9313m/z,11.03,238.9313,2179.314917
11.03_347.0437m/z,11.03,347.0437,2879.367403
11.04_121.0646m/z,11.04,121.0646,1273.395028
11.04_317.1370m/z,11.04,317.137,1339.823204
11.04_371.2440m/z,11.04,371.244,20447.48343
11.04_487.3278m/z,11.04,487.3278,3773.035912
11.04_588.3304m/z,11.04,588.3304,16408.03039
11.04_307.1083m/z,11.04,307.1083,252.1298343
11.04_555.3042m/z,11.04,555.3042,5489.718232
11.04_742.2779m/z,11.04,742.2779,9732.132597
11.05_295.2278m/z,11.05,295.2278,3905.751381
11.05_345.2436m/z,11.05,345.2436,4181.635359
11.05_478.2938m/z,11.05,478.2938,97869.85083
11.05_528.2863m/z,11.05,528.2863,209893.9751
11.05_538.3152m/z,11.05,538.3152,1322844.301
11.05_552.3306m/z,11.05,552.3306,47168.98343
11.05_586.2448m/z,11.05,586.2448,3795.447514
11.05_588.2422m/z,11.05,588.2422,1642.914365
11.05_596.2734m/z,11.05,596.2734,43945.47238
11.05_606.3023m/z,11.05,606.3023,121193.3867
11.05_610.2451m/z,11.05,610.2451,15404.19061
11.05_654.2325m/z,11.05,654.2325,1399.674033
