Metabolite,RT,MZ,Intensity
0.80_136.8905m/z,0.8,136.8905,134175.9732
0.80_136.9164m/z,0.8,136.9164,4361.507216
0.80_255.0598m/z,0.8,255.0598,1980906.412
0.80_271.0338m/z,0.8,271.0338,51628.0701
0.80_293.0337m/z,0.8,293.0337,2204.337113
0.80_448.9989m/z,0.8,448.9989,5669.636082
0.80_591.1144m/z,0.8,591.1144,86234.77216
0.80_607.0879m/z,0.8,607.0879,24560.87216
0.81_129.0657m/z,0.81,129.0657,905.4680412
0.81_132.8990m/z,0.81,132.899,13545.56186
0.81_160.0240m/z,0.81,160.024,17036.04227
0.81_390.9534m/z,0.81,390.9534,761.4783505
0.81_434.9348m/z,0.81,434.9348,795.8731959
0.81_103.0387m/z,0.81,103.0387,74679.45052
0.81_124.9902m/z,0.81,124.9902,1952.620619
0.82_218.7778m/z,0.82,218.7778,2953.537113
0.82_260.0236m/z,0.82,260.0236,230.7762887
0.82_88.9865m/z,0.82,88.9865,96.28762887
0.82_187.0716m/z,0.82,187.0716,13422.15258
0.82_216.7801m/z,0.82,216.7801,8183.008247
0.82_329.0394m/z,0.82,329.0394,403962.8155
0.82_376.9758m/z,0.82,376.9758,52101.46804
0.82_378.9749m/z,0.82,378.9749,25376.54124
0.82_123.0419m/z,0.82,123.0419,4575.081443
0.82_291.2158m/z,0.82,291.2158,9718.027835
0.83_145.0368m/z,0.83,145.0368,8922.897938
0.83_171.0765m/z,0.83,171.0765,216769.2412
0.83_212.7852m/z,0.83,212.7852,3256.104124
0.83_214.7826m/z,0.83,214.7826,9283.650515
0.83_258.7332m/z,0.83,258.7332,2447.390722
0.83_260.7307m/z,0.83,260.7307,2821.9
0.83_262.7280m/z,0.83,262.728,1292.810309
0.83_609.0645m/z,0.83,609.0645,9512.023711
0.83_269.0754m/z,0.83,269.0754,33481.54948
0.83_290.4229m/z,0.83,290.4229,15783.31134
0.83_643.1103m/z,0.83,643.1103,138206.6979
0.83_667.0698m/z,0.83,667.0698,13587.60928
0.84_605.1560m/z,0.84,605.156,6878318.686
0.84_583.1738m/z,0.84,583.1738,660814.9722
0.84_669.0675m/z,0.84,669.0675,16610.56495
0.85_416.9627m/z,0.85,416.9627,668.8206186
0.85_578.0799m/z,0.85,578.0799,1749392.496
0.85_636.0853m/z,0.85,636.0853,2136605.212
0.85_645.0876m/z,0.85,645.0876,883423.4392
0.85_647.0848m/z,0.85,647.0848,508909.7722
0.85_658.0675m/z,0.85,658.0675,2792917.605
0.85_674.0391m/z,0.85,674.0391,17870.49175
0.85_703.1320m/z,0.85,703.132,25052.49381
0.86_389.0508m/z,0.86,389.0508,1220685.055
0.86_680.0497m/z,0.86,680.0497,79326.41443
0.86_191.0189m/z,0.86,191.0189,2735162.416
0.86_229.0462m/z,0.86,229.0462,30730.07526
0.86_353.0364m/z,0.86,353.0364,156635.0732
0.86_639.0936m/z,0.86,639.0936,192540.3124
0.86_111.0075m/z,0.86,111.0075,127837.3515
0.86_124.0062m/z,0.86,124.0062,33.75154639
0.86_418.9632m/z,0.86,418.9632,21192.70309
0.87_180.0657m/z,0.87,180.0657,12016.79381
0.87_391.0089m/z,0.87,391.0089,297716.9649
0.87_505.0932m/z,0.87,505.0932,33291.9
0.87_756.0434m/z,0.87,756.0434,22574.66392
0.87_248.9781m/z,0.87,248.9781,5667.315464
0.87_447.0872m/z,0.87,447.0872,25839.51649
0.87_558.0036m/z,0.87,558.0036,16713.48557
0.88_243.0621m/z,0.88,243.0621,8872.718557
0.88_270.9603m/z,0.88,270.9603,8677.269072
0.88_281.0362m/z,0.88,281.0362,5081.598969
0.88_310.9694m/z,0.88,310.9694,577.8154639
0.88_358.0329m/z,0.88,358.0329,22.71752577
0.88_151.0250m/z,0.88,151.025,8481.807216
0.88_415.9634m/z,0.88,415.9634,2019.301031
0.88_757.0487m/z,0.88,757.0487,106.5113402
0.89_187.0410m/z,0.89,187.041,2890.91134
0.89_89.0229m/z,0.89,89.0229,331131.0742
0.89_89.1358m/z,0.89,89.1358,303.6639175
0.89_108.0442m/z,0.89,108.0442,646.8463918
0.89_117.0181m/z,0.89,117.0181,8664.368041
0.89_128.0341m/z,0.89,128.0341,29814.33505
0.89_130.0861m/z,0.89,130.0861,33115.70309
0.89_138.0549m/z,0.89,138.0549,4344.04433
0.89_175.0239m/z,0.89,175.0239,538.0453608
0.89_179.0452m/z,0.89,179.0452,156.5092784
0.89_181.0358m/z,0.89,181.0358,11207.21031
0.89_182.0450m/z,0.89,182.045,14039.85258
0.89_189.0397m/z,0.89,189.0397,7198.998969
0.89_192.9803m/z,0.89,192.9803,259.5
0.89_252.9796m/z,0.89,252.9796,2487.802062
0.89_260.0234m/z,0.89,260.0234,16733.79897
0.89_269.0603m/z,0.89,269.0603,287.6536082
0.90_94.0284m/z,0.9,94.0284,132.8958763
0.90_120.0443m/z,0.9,120.0443,39.13917526
0.90_147.0440m/z,0.9,147.044,2068.362887
0.90_160.0604m/z,0.9,160.0604,1276.507216
0.90_164.0706m/z,0.9,164.0706,61653.02268
0.90_165.0407m/z,0.9,165.0407,10325.27423
0.90_173.9856m/z,0.9,173.9856,10414.05567
0.90_182.0273m/z,0.9,182.0273,938.7876289
0.90_188.0014m/z,0.9,188.0014,653.4618557
0.90_197.0671m/z,0.9,197.0671,5317.848454
0.90_205.0347m/z,0.9,205.0347,3443.180412
0.90_219.0769m/z,0.9,219.0769,1835.146392
0.90_245.1141m/z,0.9,245.1141,3855.086598
0.90_248.8797m/z,0.9,248.8797,175.5505155
0.90_249.8810m/z,0.9,249.881,1549.750515
0.90_293.0543m/z,0.9,293.0543,4940.435052
0.90_326.0885m/z,0.9,326.0885,82261.72165
0.90_348.0522m/z,0.9,348.0522,9664.816495
0.90_356.0988m/z,0.9,356.0988,4204.210309
0.90_365.1355m/z,0.9,365.1355,4057.85567
0.90_384.0471m/z,0.9,384.0471,4890.283505
0.90_386.0437m/z,0.9,386.0437,1105.812371
0.90_424.0659m/z,0.9,424.0659,1230.902062
0.90_582.1553m/z,0.9,582.1553,1539.270103
0.90_653.1836m/z,0.9,653.1836,1565.515464
0.90_73.0280m/z,0.9,73.028,341.5123711
0.90_200.9211m/z,0.9,200.9211,6349.587629
0.90_211.0830m/z,0.9,211.083,2950.118557
0.90_220.0281m/z,0.9,220.0281,2666.614433
0.90_230.0125m/z,0.9,230.0125,49923.16804
0.90_273.9721m/z,0.9,273.9721,3610.135052
0.90_437.9305m/z,0.9,437.9305,28345.34124
0.91_218.1029m/z,0.91,218.1029,26378.46392
0.91_489.1452m/z,0.91,489.1452,826839.1928
0.91_511.1269m/z,0.91,511.1269,264167.3557
0.91_533.1087m/z,0.91,533.1087,70042.17113
0.91_564.1195m/z,0.91,564.1195,254.7639175
0.91_600.0620m/z,0.91,600.062,880761.034
0.92_78.9709m/z,0.92,78.9709,224.6268041
0.92_475.1032m/z,0.92,475.1032,17104.02577
0.92_555.0915m/z,0.92,555.0915,2946.868041
0.92_622.0440m/z,0.92,622.044,144559.8381
0.92_710.9790m/z,0.92,710.979,153911.9619
0.92_115.0388m/z,0.92,115.0388,35543.85876
0.92_391.0465m/z,0.92,391.0465,155.5597938
0.92_453.8952m/z,0.92,453.8952,20124.77835
0.92_688.9972m/z,0.92,688.9972,1968351.271
0.93_291.1370m/z,0.93,291.137,8640.429897
0.93_433.0142m/z,0.93,433.0142,14093.38763
0.93_103.0387m/z,0.93,103.0387,104029.099
0.93_176.8580m/z,0.93,176.858,137.9783505
0.93_215.0583m/z,0.93,215.0583,601.4721649
0.93_219.9739m/z,0.93,219.9739,3972.728866
0.94_160.9976m/z,0.94,160.9976,1005.202062
0.94_212.9399m/z,0.94,212.9399,1921.975258
0.94_227.9967m/z,0.94,227.9967,11205.57526
0.94_161.9856m/z,0.94,161.9856,629.6453608
0.94_177.8590m/z,0.94,177.859,3023.665979
0.94_181.0497m/z,0.94,181.0497,9928.51134
0.94_271.0251m/z,0.94,271.0251,221123.701
0.94_321.9664m/z,0.94,321.9664,338521.5485
0.94_337.0525m/z,0.94,337.0525,37.70721649
0.95_172.8295m/z,0.95,172.8295,7224.508247
0.95_293.0338m/z,0.95,293.0338,3685.836082
0.95_431.1399m/z,0.95,431.1399,64056.57423
0.95_161.0808m/z,0.95,161.0808,4417.181443
0.95_393.0062m/z,0.95,393.0062,1304.484536
0.95_319.9710m/z,0.95,319.971,346.557732
0.95_372.0832m/z,0.95,372.0832,267.114433
0.96_116.0493m/z,0.96,116.0493,11295.07423
0.96_146.1004m/z,0.96,146.1004,72.2371134
0.96_157.0608m/z,0.96,157.0608,530517.1186
0.96_175.0715m/z,0.96,175.0715,983278.8969
0.96_298.0100m/z,0.96,298.01,10721.94639
0.96_312.9833m/z,0.96,312.9833,11141.24742
0.96_315.0418m/z,0.96,315.0418,1740468.059
0.96_324.0725m/z,0.96,324.0725,3759.573196
0.96_367.0372m/z,0.96,367.0372,7160.03299
0.96_370.0780m/z,0.96,370.078,47415.86495
0.96_453.1218m/z,0.96,453.1218,93902.90722
0.96_487.1132m/z,0.96,487.1132,1284.349485
0.96_520.0746m/z,0.96,520.0746,1263425.572
0.96_691.0023m/z,0.96,691.0023,113.4278351
0.96_154.9176m/z,0.96,154.9176,8153.602062
0.96_188.9855m/z,0.96,188.9855,739.0618557
0.96_203.0667m/z,0.96,203.0667,56538.22165
0.96_203.0819m/z,0.96,203.0819,309362.4186
0.96_204.0331m/z,0.96,204.0331,412.5412371
0.96_239.0590m/z,0.96,239.059,3434.850515
0.96_261.0413m/z,0.96,261.0413,18169.48247
0.96_263.0383m/z,0.96,263.0383,4501.272165
0.96_299.1251m/z,0.96,299.1251,1609.520619
0.96_314.9801m/z,0.96,314.9801,6575.3
0.96_369.0015m/z,0.96,369.0015,1602.705155
0.96_392.0604m/z,0.96,392.0604,2302.551546
0.96_497.0979m/z,0.96,497.0979,7875.018557
0.97_177.0217m/z,0.97,177.0217,1722.905155
0.97_318.9999m/z,0.97,318.9999,2905.126804
0.97_490.0795m/z,0.97,490.0795,6319.758763
0.97_508.2889m/z,0.97,508.2889,1016.974227
0.97_353.1458m/z,0.97,353.1458,419.5865979
0.97_542.0568m/z,0.97,542.0568,300471.399
0.98_355.0231m/z,0.98,355.0231,330.6278351
0.98_257.0645m/z,0.98,257.0645,1961.53299
0.98_374.9799m/z,0.98,374.9799,81029.54227
0.99_176.8579m/z,0.99,176.8579,44.20412371
0.99_522.0795m/z,0.99,522.0795,589.1742268
0.99_181.9908m/z,0.99,181.9908,1408.960825
1.00_155.8645m/z,1,155.8645,8364.794845
1.00_248.9960m/z,1,248.996,43272.61031
1.00_314.9674m/z,1,314.9674,697.856701
1.00_630.9916m/z,1,630.9916,594665.7021
1.00_283.9943m/z,1,283.9943,96129.05773
1.01_324.9663m/z,1.01,324.9663,81.75773196
1.01_345.0555m/z,1.01,345.0555,2101.04433
1.01_227.9597m/z,1.01,227.9597,1756.851546
1.01_250.9929m/z,1.01,250.9929,5314.876289
1.02_150.0549m/z,1.02,150.0549,11532.03402
1.02_164.0344m/z,1.02,164.0344,187.2360825
1.02_166.0500m/z,1.02,166.05,704.7989691
1.02_230.0126m/z,1.02,230.0126,207151.7928
1.02_404.9536m/z,1.02,404.9536,285.0309278
1.02_486.0806m/z,1.02,486.0806,3391.014433
1.02_198.0223m/z,1.02,198.0223,225.7226804
1.02_246.0076m/z,1.02,246.0076,20004.22887
1.02_313.9684m/z,1.02,313.9684,324.1123711
1.03_357.0298m/z,1.03,357.0298,67986.58351
1.03_596.9973m/z,1.03,596.9973,1015.228866
1.03_216.9807m/z,1.03,216.9807,3587.58866
1.03_259.1300m/z,1.03,259.13,12625.55361
1.04_221.8420m/z,1.04,221.842,4087.853608
1.04_389.9540m/z,1.04,389.954,12036.50722
1.04_443.9207m/z,1.04,443.9207,1722.354639
1.04_564.0385m/z,1.04,564.0385,38023.41856
1.04_257.8191m/z,1.04,257.8191,14796.11753
1.04_219.8449m/z,1.04,219.8449,6529.658763
1.04_295.1398m/z,1.04,295.1398,420.6793814
1.05_170.8323m/z,1.05,170.8323,17110.66701
1.05_188.0015m/z,1.05,188.0015,3898.213402
1.05_260.0234m/z,1.05,260.0234,12154.61959
1.05_355.9976m/z,1.05,355.9976,1705.687629
1.05_130.9505m/z,1.05,130.9505,751.8
1.05_242.0126m/z,1.05,242.0126,4742.615464
1.05_383.9667m/z,1.05,383.9667,55568.14021
1.06_87.0436m/z,1.06,87.0436,2444.11134
1.06_182.0273m/z,1.06,182.0273,1010.984536
1.06_368.9840m/z,1.06,368.984,12678.20515
1.06_462.0695m/z,1.06,462.0695,44290.5299
1.06_194.0451m/z,1.06,194.0451,3280.318557
1.06_311.0711m/z,1.06,311.0711,449.7804124
1.07_309.1194m/z,1.07,309.1194,193.656701
1.07_315.8336m/z,1.07,315.8336,793.4350515
1.07_163.0391m/z,1.07,163.0391,709.3103093
1.07_395.1163m/z,1.07,395.1163,11015.29278
1.07_484.0519m/z,1.07,484.0519,24623.57526
1.08_181.0498m/z,1.08,181.0498,25268.65773
1.08_239.0092m/z,1.08,239.0092,1225.57732
1.08_135.0440m/z,1.08,135.044,1023.246392
1.08_176.0686m/z,1.08,176.0686,74.34020619
1.08_271.9261m/z,1.08,271.9261,2969.928866
1.09_206.9962m/z,1.09,206.9962,757.3484536
1.09_225.0489m/z,1.09,225.0489,2931.573196
1.10_144.0444m/z,1.1,144.0444,1258.740206
1.10_295.0311m/z,1.1,295.0311,2826.935052
1.11_293.1147m/z,1.11,293.1147,5211.984536
1.12_246.9916m/z,1.12,246.9916,499.4886598
1.12_157.0497m/z,1.12,157.0497,598.5309278
1.12_218.9963m/z,1.12,218.9963,617.8752577
1.13_220.9804m/z,1.13,220.9804,538.9886598
1.14_215.9967m/z,1.14,215.9967,9975.446392
1.15_463.9545m/z,1.15,463.9545,3856.576289
1.16_204.0700m/z,1.16,204.07,638.8649485
1.16_411.9826m/z,1.16,411.9826,14201.23918
1.17_339.1663m/z,1.17,339.1663,1305.057732
1.17_194.0452m/z,1.17,194.0452,2058.647423
1.18_265.0420m/z,1.18,265.042,20847.61546
1.18_142.0651m/z,1.18,142.0651,13916.81031
1.18_186.0553m/z,1.18,186.0553,6160.320619
1.19_305.0341m/z,1.19,305.0341,1889.446392
1.20_227.9598m/z,1.2,227.9598,421.6505155
1.20_353.1457m/z,1.2,353.1457,669.0268041
1.20_461.9661m/z,1.2,461.9661,17442.64742
1.22_117.0545m/z,1.22,117.0545,107971.5649
1.25_248.8999m/z,1.25,248.8999,642.9886598
1.26_327.0127m/z,1.26,327.0127,3889.923711
1.26_269.0669m/z,1.26,269.0669,170.1298969
1.28_124.0392m/z,1.28,124.0392,194.3216495
1.28_216.9808m/z,1.28,216.9808,5879.548454
1.29_203.9966m/z,1.29,203.9966,271.9948454
1.29_227.9597m/z,1.29,227.9597,1149.386598
1.30_529.9538m/z,1.3,529.9538,2636.886598
1.31_321.9664m/z,1.31,321.9664,2318.831959
1.32_276.0007m/z,1.32,276.0007,11889.39794
1.32_181.0195m/z,1.32,181.0195,110.9876289
1.32_196.0431m/z,1.32,196.0431,235.1597938
1.33_383.1926m/z,1.33,383.1926,3181.71134
1.34_129.0546m/z,1.34,129.0546,459600.4454
1.34_187.0135m/z,1.34,187.0135,12277.88247
1.34_281.1009m/z,1.34,281.1009,14841.61856
1.34_496.0402m/z,1.34,496.0402,8489.521649
1.34_129.0507m/z,1.34,129.0507,65.92268041
1.34_197.0426m/z,1.34,197.0426,32160.1134
1.34_259.0138m/z,1.34,259.0138,29096.15567
1.35_85.0644m/z,1.35,85.0644,585.7515464
1.36_397.1718m/z,1.36,397.1718,777.2051546
1.37_297.9542m/z,1.37,297.9542,10104.40619
1.39_273.0076m/z,1.39,273.0076,245.8494845
1.40_165.0184m/z,1.4,165.0184,2038.161856
1.40_261.0076m/z,1.4,261.0076,3317.280412
1.41_259.0247m/z,1.41,259.0247,162245.2619
1.41_461.9663m/z,1.41,461.9663,33214.18247
1.42_157.9696m/z,1.42,157.9696,355.7329897
1.42_399.9826m/z,1.42,399.9826,3825.550515
1.42_230.0127m/z,1.42,230.0127,365.3628866
1.44_171.0112m/z,1.44,171.0112,1944.913402
1.44_451.2089m/z,1.44,451.2089,6905.148454
1.45_127.0502m/z,1.45,127.0502,1922.104124
1.45_321.0626m/z,1.45,321.0626,14118.15361
1.45_331.0916m/z,1.45,331.0916,42398.39485
1.45_393.0621m/z,1.45,393.0621,7448.484536
1.45_399.0788m/z,1.45,399.0788,6674.238144
1.45_145.0607m/z,1.45,145.0607,16000.84433
1.45_265.1095m/z,1.45,265.1095,3374.261856
1.45_549.1973m/z,1.45,549.1973,1561.804124
1.46_766.8361m/z,1.46,766.8361,19714.07526
1.46_363.0293m/z,1.46,363.0293,1675.415464
1.47_415.1490m/z,1.47,415.149,9109.206186
1.47_767.3377m/z,1.47,767.3377,12090.48144
1.47_777.8272m/z,1.47,777.8272,1857.065979
1.47_778.3288m/z,1.47,778.3288,1098.992784
1.47_249.0143m/z,1.47,249.0143,5045.383505
1.48_281.1009m/z,1.48,281.1009,45881.74433
1.48_433.1457m/z,1.48,433.1457,1081.246392
1.48_496.0401m/z,1.48,496.0401,24953.84742
1.48_85.0644m/z,1.48,85.0644,1205.019588
1.48_129.0546m/z,1.48,129.0546,1009610.786
1.48_187.0135m/z,1.48,187.0135,22759.62887
1.48_197.0426m/z,1.48,197.0426,67386.2866
1.48_214.0328m/z,1.48,214.0328,12687.47113
1.48_259.0137m/z,1.48,259.0137,59794.09897
1.48_343.0717m/z,1.48,343.0717,7601.198969
1.49_101.0594m/z,1.49,101.0594,2558.453608
1.51_190.9813m/z,1.51,190.9813,2867.758763
1.51_212.0019m/z,1.51,212.0019,1221.319588
1.51_109.0282m/z,1.51,109.0282,18558.89897
1.51_188.9856m/z,1.51,188.9856,221586.4979
1.51_330.0963m/z,1.51,330.0963,11437.34948
1.51_371.0986m/z,1.51,371.0986,970.6587629
1.52_125.0232m/z,1.52,125.0232,1153.246392
1.52_204.9806m/z,1.52,204.9806,29587.38351
1.52_134.0600m/z,1.52,134.06,14439.99278
1.52_178.0501m/z,1.52,178.0501,241018.4454
1.52_206.9765m/z,1.52,206.9765,490.2865979
1.53_236.0094m/z,1.53,236.0094,13337.47629
1.53_246.0383m/z,1.53,246.0383,37690.41959
1.53_308.0092m/z,1.53,308.0092,12197.7567
1.53_379.0915m/z,1.53,379.0915,5148.889691
1.53_403.0673m/z,1.53,403.0673,3871.720619
1.54_263.0287m/z,1.54,263.0287,4985.281443
1.54_545.0355m/z,1.54,545.0355,6872.061856
1.55_265.0753m/z,1.55,265.0753,5367.165979
1.55_427.2188m/z,1.55,427.2188,3860.628866
1.55_185.0561m/z,1.55,185.0561,7469.523711
1.56_241.1193m/z,1.56,241.1193,7117.018557
1.59_245.0124m/z,1.59,245.0124,4776.643299
1.64_257.9691m/z,1.64,257.9691,4484.714433
1.64_441.1982m/z,1.64,441.1982,496.7154639
1.64_124.0393m/z,1.64,124.0393,314.5865979
1.64_173.0510m/z,1.64,173.051,98.38762887
1.65_93.0332m/z,1.65,93.0332,13000.36495
1.65_172.9905m/z,1.65,172.9905,660223.834
1.65_173.2964m/z,1.65,173.2964,353.1865979
1.65_173.9936m/z,1.65,173.9936,49558.57732
1.65_240.9787m/z,1.65,240.9787,9383.859794
1.65_302.9496m/z,1.65,302.9496,9288.84433
1.65_368.9723m/z,1.65,368.9723,11006.62784
1.65_370.9369m/z,1.65,370.9369,3068.151546
1.66_172.9843m/z,1.66,172.9843,89.17319588
1.66_617.2713m/z,1.66,617.2713,403.9268041
1.67_631.2875m/z,1.67,631.2875,994.543299
1.68_203.0667m/z,1.68,203.0667,17850.50103
1.68_107.0490m/z,1.68,107.049,444.9917526
1.70_203.0014m/z,1.7,203.0014,25900.00412
1.70_216.9808m/z,1.7,216.9808,231.4628866
1.71_731.3177m/z,1.71,731.3177,13356.93505
1.72_114.0184m/z,1.72,114.0184,1018.37732
1.72_742.8104m/z,1.72,742.8104,611.1865979
1.72_731.8192m/z,1.72,731.8192,7661.107216
1.72_742.3089m/z,1.72,742.3089,1145.598969
1.77_277.1559m/z,1.77,277.1559,1113.631959
1.77_430.1278m/z,1.77,430.1278,438.5340206
1.78_561.1554m/z,1.78,561.1554,1134.319588
1.78_241.0716m/z,1.78,241.0716,701.2969072
1.81_218.9965m/z,1.81,218.9965,9475.252577
1.82_341.9607m/z,1.82,341.9607,5375.527835
1.83_212.0020m/z,1.83,212.002,588183.366
1.83_213.9975m/z,1.83,213.9975,27264.08763
1.83_269.9612m/z,1.83,269.9612,5699.486598
1.83_279.9899m/z,1.83,279.9899,20506.61856
1.83_575.1711m/z,1.83,575.1711,1371.731959
1.84_279.0986m/z,1.84,279.0986,177.4391753
1.84_251.0132m/z,1.84,251.0132,769.0329897
1.85_186.1127m/z,1.85,186.1127,1121.806186
1.88_471.2451m/z,1.88,471.2451,3649.463918
1.88_233.0124m/z,1.88,233.0124,1149.887629
1.92_287.0235m/z,1.92,287.0235,8376.054639
1.95_230.9966m/z,1.95,230.9966,963.1020619
1.96_131.0702m/z,1.96,131.0702,13666.4433
1.97_121.0283m/z,1.97,121.0283,9715.105155
1.97_156.9688m/z,1.97,156.9688,2163.406186
1.97_806.8202m/z,1.97,806.8202,1388.138144
1.99_445.1542m/z,1.99,445.1542,6541.265979
1.99_134.0461m/z,1.99,134.0461,574.9680412
1.99_243.1349m/z,1.99,243.1349,4056.745361
2.01_173.9858m/z,2.01,173.9858,308.5350515
2.02_146.0237m/z,2.02,146.0237,3139.018557
2.02_187.0062m/z,2.02,187.0062,234.485567
2.03_351.0702m/z,2.03,351.0702,4231.989691
2.03_283.0826m/z,2.03,283.0826,33884.15979
2.06_113.0231m/z,2.06,113.0231,1796.845361
2.06_280.9934m/z,2.06,280.9934,9731.161856
2.06_282.9914m/z,2.06,282.9914,11607.63505
2.06_230.0126m/z,2.06,230.0126,21264.26804
2.09_203.0014m/z,2.09,203.0014,12591.65773
2.10_107.0490m/z,2.1,107.049,1254.693814
2.11_279.9900m/z,2.11,279.99,4477.449485
2.17_131.0702m/z,2.17,131.0702,288.4690722
2.18_277.9986m/z,2.18,277.9986,3724.081443
2.19_252.0046m/z,2.19,252.0046,817.5907216
2.19_284.0156m/z,2.19,284.0156,4764.305155
2.19_93.0332m/z,2.19,93.0332,857.3824742
2.19_150.0550m/z,2.19,150.055,23837.59691
2.19_164.0343m/z,2.19,164.0343,286.8505155
2.19_216.0274m/z,2.19,216.0274,11399.72268
2.19_262.0335m/z,2.19,262.0335,1779.190722
2.19_273.9868m/z,2.19,273.9868,2077.306186
2.19_387.0840m/z,2.19,387.084,797.9804124
2.21_183.0292m/z,2.21,183.0292,157.8701031
2.26_153.0183m/z,2.26,153.0183,9589.08866
2.27_265.0848m/z,2.27,265.0848,1218.885567
2.28_236.0055m/z,2.28,236.0055,590.4030928
2.29_416.1489m/z,2.29,416.1489,765.842268
2.30_173.0811m/z,2.3,173.0811,10573.8
2.30_515.2711m/z,2.3,515.2711,1829.005155
2.31_173.9858m/z,2.31,173.9858,625.8546392
2.32_194.0150m/z,2.32,194.015,31.37938144
2.32_247.0824m/z,2.32,247.0824,417.7680412
2.32_330.0923m/z,2.32,330.0923,165.5989691
2.32_195.0632m/z,2.32,195.0632,1227.430928
2.35_156.9689m/z,2.35,156.9689,1870.007216
2.37_454.1876m/z,2.37,454.1876,1358.625773
2.39_432.1436m/z,2.39,432.1436,390.1164948
2.40_245.0489m/z,2.4,245.0489,10951.06082
2.42_350.1515m/z,2.42,350.1515,1180.619588
2.46_416.1488m/z,2.46,416.1488,790.1670103
2.46_255.1351m/z,2.46,255.1351,3505.028866
2.52_123.0440m/z,2.52,123.044,4678.982474
2.52_203.0014m/z,2.52,203.0014,73533.74124
2.52_369.0830m/z,2.52,369.083,786.0051546
2.55_233.0428m/z,2.55,233.0428,2682.473196
2.57_429.1592m/z,2.57,429.1592,34036.32371
2.58_151.0390m/z,2.58,151.039,6655.851546
2.58_230.9967m/z,2.58,230.9967,62941.87216
2.59_159.1017m/z,2.59,159.1017,1460.317526
2.59_152.9165m/z,2.59,152.9165,465.9876289
2.64_191.0679m/z,2.64,191.0679,1435.751546
2.65_341.0739m/z,2.65,341.0739,592.6824742
2.65_432.1436m/z,2.65,432.1436,847.3762887
2.70_185.0811m/z,2.7,185.0811,835.3463918
2.71_423.0698m/z,2.71,423.0698,3212.757732
2.71_437.0853m/z,2.71,437.0853,2911.906186
2.72_372.1126m/z,2.72,372.1126,3073.03299
2.75_236.0927m/z,2.75,236.0927,1205.984536
2.76_439.1615m/z,2.76,439.1615,4708.41134
2.77_180.9118m/z,2.77,180.9118,24772.38144
2.81_144.0114m/z,2.81,144.0114,2278.017526
2.81_294.1128m/z,2.81,294.1128,1268.51134
2.84_559.2971m/z,2.84,559.2971,450.8350515
2.85_187.3502m/z,2.85,187.3502,3255.219588
2.85_420.0796m/z,2.85,420.0796,6397.626804
2.85_464.9907m/z,2.85,464.9907,3181.807216
2.86_458.9737m/z,2.86,458.9737,13454.28866
2.86_189.0018m/z,2.86,189.0018,300307.7629
2.86_384.9526m/z,2.86,384.9526,65397.33402
2.86_397.0035m/z,2.86,397.0035,199530.201
2.86_107.0460m/z,2.86,107.046,3.492783505
2.86_187.0333m/z,2.86,187.0333,6266.405155
2.86_453.0800m/z,2.86,453.08,1099.086598
2.87_107.0489m/z,2.87,107.0489,203632.8175
2.87_186.9792m/z,2.87,186.9792,4704.215464
2.87_187.0063m/z,2.87,187.0063,7341141.631
2.87_244.9656m/z,2.87,244.9656,35639.86907
2.87_254.9944m/z,2.87,254.9944,111241.0021
2.87_316.9650m/z,2.87,316.965,105128.4392
2.87_271.9849m/z,2.87,271.9849,40909.90515
2.87_452.9400m/z,2.87,452.94,26117.68866
2.88_322.9822m/z,2.88,322.9822,8792.510309
2.91_326.9250m/z,2.91,326.925,2796.408247
2.91_220.0609m/z,2.91,220.0609,6828.401031
2.92_144.0443m/z,2.92,144.0443,3704.635052
2.95_454.1874m/z,2.95,454.1874,304.557732
2.99_294.1128m/z,2.99,294.1128,684.3484536
3.01_416.1489m/z,3.01,416.1489,35.2
3.06_275.1505m/z,3.06,275.1505,6320.779381
3.08_207.0116m/z,3.08,207.0116,11101.04845
3.08_413.0607m/z,3.08,413.0607,16573.80619
3.09_325.0967m/z,3.09,325.0967,9912.295876
3.10_345.0732m/z,3.1,345.0732,27384.23196
3.16_313.0465m/z,3.16,313.0465,5801.131959
3.16_339.0401m/z,3.16,339.0401,12492.11959
3.16_413.0446m/z,3.16,413.0446,5310.872165
3.17_151.0390m/z,3.17,151.039,6511.261856
3.17_277.0695m/z,3.17,277.0695,47836.09072
3.17_335.0284m/z,3.17,335.0284,3093.640206
3.17_407.0276m/z,3.17,407.0276,8103.393814
3.17_211.0971m/z,3.17,211.0971,48504.90515
3.17_255.0875m/z,3.17,255.0875,317943.2216
3.18_475.0152m/z,3.18,475.0152,2096.814433
3.18_323.0751m/z,3.18,323.0751,8766.668041
3.19_345.0571m/z,3.19,345.0571,20059.47216
3.21_355.0130m/z,3.21,355.013,180.6226804
3.24_299.0441m/z,3.24,299.0441,73.61237113
3.30_166.9977m/z,3.3,166.9977,5916.703093
3.31_360.1027m/z,3.31,360.1027,502.6979381
3.32_220.9765m/z,3.32,220.9765,4645.403093
3.33_266.9825m/z,3.33,266.9825,5067.785567
3.35_229.0504m/z,3.35,229.0504,3260.01134
3.35_288.9645m/z,3.35,288.9645,3956.423711
3.36_255.0299m/z,3.36,255.0299,906.1886598
3.36_93.0332m/z,3.36,93.0332,44952.49588
3.36_205.0113m/z,3.36,205.0113,23809.11856
3.36_227.0347m/z,3.36,227.0347,10709.20412
