Metabolite,RT,MZ,Intensity
10.55_356.2632m/z,10.55,356.2632,2294.17732
10.55_389.2703m/z,10.55,389.2703,18012.00309
10.55_600.3310m/z,10.55,600.331,4042.325773
10.55_722.2908m/z,10.55,722.2908,4061.920619
10.56_487.3283m/z,10.56,487.3283,3882.929897
10.56_526.2941m/z,10.56,526.2941,6692.121649
10.56_576.2865m/z,10.56,576.2865,14342.63711
10.56_586.3154m/z,10.56,586.3154,190914.8082
10.56_654.3031m/z,10.56,654.3031,18837.78351
10.56_644.2743m/z,10.56,644.2743,2130.698969
10.57_229.1806m/z,10.57,229.1806,3022.174227
10.58_437.2913m/z,10.58,437.2913,25175.31134
10.58_521.2434m/z,10.58,521.2434,5238.330928
10.58_393.2921m/z,10.58,393.2921,9784.512371
10.58_427.2623m/z,10.58,427.2623,21234.74124
10.58_449.2445m/z,10.58,449.2445,11131.70515
10.58_459.2734m/z,10.58,459.2734,51729.63505
10.58_487.2737m/z,10.58,487.2737,13366.61546
10.58_517.2315m/z,10.58,517.2315,2872.979381
10.58_527.2606m/z,10.58,527.2606,15686.98969
10.58_595.2477m/z,10.58,595.2477,3752.034021
10.58_783.5788m/z,10.58,783.5788,3110.242268
10.59_413.2913m/z,10.59,413.2913,6887.495876
10.59_424.2476m/z,10.59,424.2476,5213.294845
10.59_531.2031m/z,10.59,531.2031,1476.96701
10.59_591.3541m/z,10.59,591.3541,7855.820619
10.60_367.1918m/z,10.6,367.1918,13404.09175
10.62_307.1896m/z,10.62,307.1896,19885.4866
10.62_297.0473m/z,10.62,297.0473,2447.43299
10.62_313.0788m/z,10.62,313.0788,10407.77113
10.63_471.3484m/z,10.63,471.3484,2457.061856
10.63_431.3169m/z,10.63,431.3169,5738.08866
10.64_227.2012m/z,10.64,227.2012,1687.119588
10.64_297.2073m/z,10.64,297.2073,33437.22887
10.64_309.2075m/z,10.64,309.2075,67553.18247
10.64_315.2544m/z,10.64,315.2544,28643.70619
10.64_331.1895m/z,10.64,331.1895,6566.92268
10.64_367.1505m/z,10.64,367.1505,8039.436082
10.64_407.1392m/z,10.64,407.1392,3981.983505
10.64_413.1972m/z,10.64,413.1972,503.6597938
10.64_430.9741m/z,10.64,430.9741,4413.238144
10.64_452.2787m/z,10.64,452.2787,100211.299
10.64_502.2711m/z,10.64,502.2711,108763.0557
10.64_512.2998m/z,10.64,512.2998,1280619.497
10.64_526.3152m/z,10.64,526.3152,37686.3866
10.64_570.2584m/z,10.64,570.2584,23166.59381
10.64_580.2870m/z,10.64,580.287,118797.6825
10.64_638.2460m/z,10.64,638.246,7838.775258
10.64_642.2576m/z,10.64,642.2576,10006.26701
10.64_716.2622m/z,10.64,716.2622,11053.83814
10.64_277.1811m/z,10.64,277.1811,236170.0763
10.64_299.1630m/z,10.64,299.163,3838.349485
10.64_345.1686m/z,10.64,345.1686,28331.27629
10.64_584.2298m/z,10.64,584.2298,33528.67629
10.64_594.3027m/z,10.64,594.3027,10812.07835
10.64_648.2746m/z,10.64,648.2746,36944.54021
10.64_652.2173m/z,10.64,652.2173,4685.292784
10.64_710.2449m/z,10.64,710.2449,5427.924742
10.64_744.4829m/z,10.64,744.4829,15414.57216
10.65_335.1402m/z,10.65,335.1402,2854.7
10.65_494.9703m/z,10.65,494.9703,5995.474227
10.65_357.2287m/z,10.65,357.2287,3687.486598
10.66_311.2231m/z,10.66,311.2231,47744.15567
10.67_265.1810m/z,10.67,265.181,830.8340206
10.67_183.1382m/z,10.67,183.1382,4595.629897
10.67_251.1265m/z,10.67,251.1265,1126.773196
10.67_269.2125m/z,10.67,269.2125,4896.787629
10.68_474.2630m/z,10.68,474.263,32470.03093
10.69_329.2338m/z,10.69,329.2338,1224.038144
10.70_142.9951m/z,10.7,142.9951,843.3340206
10.70_174.8862m/z,10.7,174.8862,965.0608247
10.70_325.2025m/z,10.7,325.2025,12952.51753
10.70_332.9459m/z,10.7,332.9459,2992.119588
10.70_333.2076m/z,10.7,333.2076,8010.252577
10.70_393.1898m/z,10.7,393.1898,638.3865979
10.71_450.2629m/z,10.71,450.2629,7363.343299
10.71_298.0701m/z,10.71,298.0701,3728.610309
10.71_498.2632m/z,10.71,498.2632,86417.48557
10.71_566.2502m/z,10.71,566.2502,7412.310309
10.71_178.9421m/z,10.71,178.9421,2840.537113
10.71_229.1807m/z,10.71,229.1807,1648.197938
10.71_255.1966m/z,10.71,255.1966,7118.723711
10.72_275.1656m/z,10.72,275.1656,9830.309278
10.72_297.2074m/z,10.72,297.2074,6259.061856
10.72_431.3171m/z,10.72,431.3171,1802.178351
10.72_576.3308m/z,10.72,576.3308,6380.328866
10.72_620.2742m/z,10.72,620.2742,3714.108247
10.72_634.2434m/z,10.72,634.2434,8947.276289
10.73_341.2337m/z,10.73,341.2337,8996.723711
10.73_502.2941m/z,10.73,502.2941,16025.69794
10.73_552.2867m/z,10.73,552.2867,24987.14227
10.73_562.3154m/z,10.73,562.3154,362767.6021
10.73_630.3028m/z,10.73,630.3028,29546.73299
10.73_698.2905m/z,10.73,698.2905,6953.919588
10.73_239.1651m/z,10.73,239.1651,2087.768041
10.74_556.3259m/z,10.74,556.3259,20891.27113
10.75_577.3744m/z,10.75,577.3744,2663.736082
10.75_596.2736m/z,10.75,596.2736,1981.523711
10.75_668.3184m/z,10.75,668.3184,9600.083505
10.75_674.2901m/z,10.75,674.2901,4225.279381
10.75_716.2734m/z,10.75,716.2734,8203.398969
10.75_730.2889m/z,10.75,730.2889,3117.461856
10.75_478.2941m/z,10.75,478.2941,14118.53608
10.75_526.2940m/z,10.75,526.294,53053.26495
10.75_552.3311m/z,10.75,552.3311,5048.127835
10.75_576.2865m/z,10.75,576.2865,92072.16495
10.75_586.3154m/z,10.75,586.3154,1067724.971
10.75_600.3310m/z,10.75,600.331,33510.31134
10.75_606.3027m/z,10.75,606.3027,26279.72887
10.75_644.2742m/z,10.75,644.2742,20997.85361
10.75_654.3029m/z,10.75,654.3029,107867.0567
10.75_658.2457m/z,10.75,658.2457,26950.29794
10.75_712.2618m/z,10.75,712.2618,6495.56701
10.75_722.2906m/z,10.75,722.2906,30702.89794
10.75_269.2124m/z,10.75,269.2124,3182.480412
10.75_301.2174m/z,10.75,301.2174,715.0659794
10.75_427.2158m/z,10.75,427.2158,181.8886598
10.75_528.2858m/z,10.75,528.2858,21674.91031
10.75_538.3155m/z,10.75,538.3155,349780.3113
10.75_603.3048m/z,10.75,603.3048,961.9618557
10.75_610.2455m/z,10.75,610.2455,4900.226804
10.75_736.3064m/z,10.75,736.3064,2261.746392
10.75_784.2607m/z,10.75,784.2607,3835.257732
10.75_790.2779m/z,10.75,790.2779,8204.186598
10.76_243.1964m/z,10.76,243.1964,5790.770103
10.76_311.1846m/z,10.76,311.1846,312.3773196
10.77_343.2493m/z,10.77,343.2493,4149.691753
10.77_653.3909m/z,10.77,653.3909,2805.557732
10.77_293.2126m/z,10.77,293.2126,1987.446392
10.78_433.3326m/z,10.78,433.3326,1381.696907
10.78_468.8447m/z,10.78,468.8447,42290.85876
10.78_239.1262m/z,10.78,239.1262,5737.530928
10.78_280.9311m/z,10.78,280.9311,5138.359794
10.78_282.9282m/z,10.78,282.9282,4961.281443
10.78_301.0972m/z,10.78,301.0972,5969.41134
10.78_316.9078m/z,10.78,316.9078,31505.16804
10.78_318.9050m/z,10.78,318.905,42472.09897
10.78_320.9020m/z,10.78,320.902,21320.74536
10.78_426.8770m/z,10.78,426.877,38036.38144
10.78_428.8740m/z,10.78,428.874,77929.41134
10.78_430.8710m/z,10.78,430.871,62479.43608
10.78_432.8681m/z,10.78,432.8681,31021.30103
10.78_462.8540m/z,10.78,462.854,26472.22474
10.78_464.8507m/z,10.78,464.8507,65424.16495
10.78_466.8477m/z,10.78,466.8477,63623.24124
10.78_472.8825m/z,10.78,472.8825,39905.73505
10.78_474.8795m/z,10.78,474.8795,81369.06495
10.78_476.8765m/z,10.78,476.8765,65751.48969
10.78_478.8737m/z,10.78,478.8737,31785.45464
10.79_489.8728m/z,10.79,489.8728,1709.725773
10.79_241.1808m/z,10.79,241.1808,7072.901031
10.79_313.2388m/z,10.79,313.2388,2280.321649
10.79_487.3281m/z,10.79,487.3281,55612.28969
10.79_555.3152m/z,10.79,555.3152,4705.415464
10.81_309.2075m/z,10.81,309.2075,26258.55052
10.81_474.2630m/z,10.81,474.263,18640.91649
10.82_403.2856m/z,10.82,403.2856,1862.251546
10.82_447.2758m/z,10.82,447.2758,32675.43711
10.82_229.1805m/z,10.82,229.1805,1259.747423
10.82_279.2332m/z,10.82,279.2332,3507.757732
10.82_469.2576m/z,10.82,469.2576,3577.547423
10.83_311.2232m/z,10.83,311.2232,55844.38351
10.83_379.2107m/z,10.83,379.2107,3863.094845
10.83_380.2576m/z,10.83,380.2576,46717.2268
10.83_449.1742m/z,10.83,449.1742,4940.164948
10.83_459.2030m/z,10.83,459.203,10158.03505
10.83_499.3071m/z,10.83,499.3071,1084.542268
10.83_255.1966m/z,10.83,255.1966,10794.45155
10.83_431.3170m/z,10.83,431.317,11962.7433
10.84_610.3152m/z,10.84,610.3152,3398.242268
10.85_307.1918m/z,10.85,307.1918,11301.3732
10.85_576.3313m/z,10.85,576.3313,5727.812371
10.85_617.2672m/z,10.85,617.2672,384.7721649
10.86_502.2943m/z,10.86,502.2943,12723.95361
10.86_562.3155m/z,10.86,562.3155,284307.3258
10.86_607.2384m/z,10.86,607.2384,224.8608247
10.86_620.2741m/z,10.86,620.2741,2944.041237
10.86_630.3029m/z,10.86,630.3029,24833.02784
10.86_178.9421m/z,10.86,178.9421,4419.998969
10.86_552.2865m/z,10.86,552.2865,21391.99175
10.88_223.1336m/z,10.88,223.1336,892.5154639
10.88_468.2736m/z,10.88,468.2736,7426.820619
10.89_241.1808m/z,10.89,241.1808,7314.834021
10.89_339.0984m/z,10.89,339.0984,1621.798969
10.89_373.2132m/z,10.89,373.2132,1341.475258
10.89_485.3275m/z,10.89,485.3275,310.8092784
10.89_249.1132m/z,10.89,249.1132,1973.175258
10.89_281.1397m/z,10.89,281.1397,39082.79691
10.89_283.1450m/z,10.89,283.145,190.6010309
10.89_315.2545m/z,10.89,315.2545,103385.8371
10.89_349.1273m/z,10.89,349.1273,14682.35258
10.89_383.2420m/z,10.89,383.242,12412.99588
10.90_205.1228m/z,10.9,205.1228,839.3721649
10.90_341.0954m/z,10.9,341.0954,229.6969072
10.90_351.2310m/z,10.9,351.231,827.7670103
10.91_431.3170m/z,10.91,431.317,33879.29278
10.91_477.3226m/z,10.91,477.3226,11999.70309
10.91_499.3051m/z,10.91,499.3051,5525.076289
10.92_255.1966m/z,10.92,255.1966,5993.262887
10.92_271.2281m/z,10.92,271.2281,21770.80103
10.92_624.3133m/z,10.92,624.3133,13208.18454
10.93_227.1649m/z,10.93,227.1649,5283.054639
10.93_343.1553m/z,10.93,343.1553,1846.023711
10.93_496.3048m/z,10.93,496.3048,4925.913402
10.93_546.2971m/z,10.93,546.2971,10843.01031
10.93_556.3260m/z,10.93,556.326,143654.4381
10.93_595.3855m/z,10.93,595.3855,3909.685567
10.93_195.1384m/z,10.93,195.1384,8147.62268
10.93_263.1266m/z,10.93,263.1266,6222.182474
10.93_485.2317m/z,10.93,485.2317,1326.72268
10.94_449.2551m/z,10.94,449.2551,299173.699
10.94_513.2197m/z,10.94,513.2197,3798.539175
10.94_517.2422m/z,10.94,517.2422,38373.56598
10.94_549.1800m/z,10.94,549.18,1093.061856
10.94_585.2299m/z,10.94,585.2299,7018.064948
10.94_451.2637m/z,10.94,451.2637,19515.78351
10.95_479.3381m/z,10.95,479.3381,6168.55567
10.96_307.1918m/z,10.96,307.1918,3702.476289
10.96_311.2232m/z,10.96,311.2232,38839.36804
10.96_379.2107m/z,10.96,379.2107,3473.125773
10.96_455.2479m/z,10.96,455.2479,71207.06701
10.97_498.3207m/z,10.97,498.3207,6313.071134
10.98_121.0647m/z,10.98,121.0647,16887.13299
10.98_317.1372m/z,10.98,317.1372,9565.18866
10.99_357.2073m/z,10.99,357.2073,362.6195876
10.99_371.2442m/z,10.99,371.2442,15670.46804
10.99_588.3309m/z,10.99,588.3309,17482.99175
10.99_678.2332m/z,10.99,678.2332,7306.801031
10.99_682.2890m/z,10.99,682.289,7364.368041
10.99_688.3059m/z,10.99,688.3059,5802.349485
10.99_736.2616m/z,10.99,736.2616,9431.208247
11.00_253.2173m/z,11,253.2173,3332.726804
11.00_295.2280m/z,11,295.228,7132.382474
11.00_345.2438m/z,11,345.2438,3819.834021
11.00_478.2942m/z,11,478.2942,125433.5392
11.00_528.2867m/z,11,528.2867,169913.2186
11.00_538.3157m/z,11,538.3157,1892862.864
11.00_552.3310m/z,11,552.331,68694.59175
11.00_596.2738m/z,11,596.2738,38238.01443
11.00_606.3027m/z,11,606.3027,184467.3464
11.00_610.2456m/z,11,610.2456,50173.62474
11.00_620.3184m/z,11,620.3184,18887.54742
11.00_664.2617m/z,11,664.2617,13840.34536
11.00_668.2735m/z,11,668.2735,15323.19175
11.00_674.2902m/z,11,674.2902,55853.81443
11.00_742.2782m/z,11,742.2782,16341.55773
11.00_732.2498m/z,11,732.2498,3673.04433
11.01_507.3205m/z,11.01,507.3205,19734.69381
11.01_277.1447m/z,11.01,277.1447,65717.55052
11.01_345.1322m/z,11.01,345.1322,8038.194845
11.01_477.3588m/z,11.01,477.3588,15851.79588
11.02_229.1806m/z,11.02,229.1806,5062.668041
11.02_239.0671m/z,11.02,239.0671,7565.301031
11.02_431.3169m/z,11.02,431.3169,33505.72062
11.02_499.3048m/z,11.02,499.3048,2506.706186
11.03_466.2941m/z,11.03,466.2941,4047.987629
11.03_313.1813m/z,11.03,313.1813,8853.849485
11.03_433.3229m/z,11.03,433.3229,406.3154639
11.04_339.2156m/z,11.04,339.2156,5214.637113
11.04_516.2863m/z,11.04,516.2863,7136.197938
11.04_526.3154m/z,11.04,526.3154,126439.9134
11.04_594.3030m/z,11.04,594.303,7546.221649
11.04_487.3281m/z,11.04,487.3281,4075.83299
11.06_324.9470m/z,11.06,324.947,23094.40309
11.06_562.3156m/z,11.06,562.3156,10287.39897
11.08_478.2942m/z,11.08,478.2942,49713.87835
11.08_538.3154m/z,11.08,538.3154,1306438.951
11.08_552.3312m/z,11.08,552.3312,16956.48351
11.08_606.3029m/z,11.08,606.3029,47610.03608
11.08_178.9421m/z,11.08,178.9421,2757.225773
11.08_309.2074m/z,11.08,309.2074,4627.086598
11.08_596.2740m/z,11.08,596.274,8321.350515
11.08_610.2456m/z,11.08,610.2456,23052.11134
11.09_142.9951m/z,11.09,142.9951,1548.220619
11.10_307.1919m/z,11.1,307.1919,13086.46804
11.11_299.2230m/z,11.11,299.223,30578.86392
11.11_263.2018m/z,11.11,263.2018,2397.06701
11.11_347.2595m/z,11.11,347.2595,4333.392784
11.13_241.1808m/z,11.13,241.1808,28094.01546
11.13_309.1689m/z,11.13,309.1689,6290.692784
11.13_327.2544m/z,11.13,327.2544,1050.889691
11.13_323.2229m/z,11.13,323.2229,3204.651546
11.13_524.2787m/z,11.13,524.2787,214904.8196
11.13_582.2374m/z,11.13,582.2374,3469.242268
11.13_592.2660m/z,11.13,592.266,19230.31237
11.14_547.2109m/z,11.14,547.2109,1072.624742
11.14_557.2396m/z,11.14,557.2396,20256.62887
11.15_476.2787m/z,11.15,476.2787,281790.7124
11.15_534.2372m/z,11.15,534.2372,5513.880412
11.15_544.2660m/z,11.15,544.266,26680.47113
11.15_674.2904m/z,11.15,674.2904,5459.363918
11.16_526.3151m/z,11.16,526.3151,15809.01959
11.16_327.2181m/z,11.16,327.2181,1492.702062
11.16_606.3027m/z,11.16,606.3027,52021.14639
11.16_694.3346m/z,11.16,694.3346,3131.041237
11.17_552.3105m/z,11.17,552.3105,19932.85052
11.17_670.2898m/z,11.17,670.2898,9257.583505
11.17_748.3062m/z,11.17,748.3062,12460.44021
11.17_560.2344m/z,11.17,560.2344,228.4948454
11.17_602.3022m/z,11.17,602.3022,48496.90309
11.17_612.3308m/z,11.17,612.3308,590022.5
11.17_626.3465m/z,11.17,626.3465,18060.76907
11.17_680.3186m/z,11.17,680.3186,52620.80722
11.17_568.2655m/z,11.17,568.2655,22247.86598
11.18_500.2787m/z,11.18,500.2787,295607.4536
11.18_684.2605m/z,11.18,684.2605,17463.11237
11.18_429.3012m/z,11.18,429.3012,14563.51031
11.19_435.3119m/z,11.19,435.3119,4625.594845
11.19_552.3298m/z,11.19,552.3298,13743.25567
11.19_704.2488m/z,11.19,704.2488,24627.14639
11.19_830.2650m/z,11.19,830.265,8931.168041
11.20_279.2330m/z,11.2,279.233,25671.23093
11.20_504.3097m/z,11.2,504.3097,275086.6052
11.20_554.3019m/z,11.2,554.3019,501422.2979
11.20_564.3310m/z,11.2,564.331,5698275.428
11.20_578.3461m/z,11.2,578.3461,205931.4464
11.20_622.2893m/z,11.2,622.2893,96321.91649
11.20_632.3180m/z,11.2,632.318,490442.8784
11.20_646.3337m/z,11.2,646.3337,59904.17216
11.20_690.2769m/z,11.2,690.2769,34813.80103
11.20_694.2889m/z,11.2,694.2889,44475.66804
11.20_700.3059m/z,11.2,700.3059,138065.0021
11.20_708.3047m/z,11.2,708.3047,26982.70928
11.20_714.3215m/z,11.2,714.3215,23849.79485
11.20_758.2647m/z,11.2,758.2647,8340.228866
11.20_762.2764m/z,11.2,762.2764,27694.05052
11.20_768.2935m/z,11.2,768.2935,41840.60825
11.20_776.2923m/z,11.2,776.2923,17149.90515
11.20_636.2607m/z,11.2,636.2607,152778.1495
11.21_271.2280m/z,11.21,271.228,13992.42268
11.21_581.3206m/z,11.21,581.3206,12238.90825
11.21_782.3094m/z,11.21,782.3094,5346.669072
11.21_264.8369m/z,11.21,264.8369,5089.860825
11.21_303.2331m/z,11.21,303.2331,6234.887629
11.21_307.1916m/z,11.21,307.1916,10126.19691
11.21_489.3435m/z,11.21,489.3435,5345.504124
11.21_738.3218m/z,11.21,738.3218,5616.176289
11.22_528.3094m/z,11.22,528.3094,103500.0845
11.22_578.3021m/z,11.22,578.3021,197061.8309
11.22_588.3308m/z,11.22,588.3308,2441153.308
11.22_602.3462m/z,11.22,602.3462,94623.5433
11.22_656.3182m/z,11.22,656.3182,212953.8113
11.22_660.2613m/z,11.22,660.2613,59025.35155
11.22_670.3340m/z,11.22,670.334,23876.2134
11.22_718.2890m/z,11.22,718.289,15195.82474
11.22_724.3062m/z,11.22,724.3062,57175.85258
11.22_732.3047m/z,11.22,732.3047,6571.230928
11.22_792.2939m/z,11.22,792.2939,14088.50825
11.22_646.2901m/z,11.22,646.2901,40091.54021
11.22_786.2770m/z,11.22,786.277,7134.996907
11.23_313.2291m/z,11.23,313.2291,1861.478351
11.23_395.1752m/z,11.23,395.1752,1300.462887
11.23_714.2780m/z,11.23,714.278,10615.54536
11.24_269.2124m/z,11.24,269.2124,36180.93711
11.24_293.2124m/z,11.24,293.2124,2230.580412
11.24_401.1923m/z,11.24,401.1923,2406.524742
11.24_311.2231m/z,11.24,311.2231,239200.7186
11.24_333.2051m/z,11.24,333.2051,22589.08557
11.24_391.2523m/z,11.24,391.2523,7640.776289
11.25_323.2229m/z,11.25,323.2229,3279.019588
11.25_241.1807m/z,11.25,241.1807,6482.283505
11.26_431.3074m/z,11.26,431.3074,3595.031959
11.26_297.2072m/z,11.26,297.2072,1916.089691
11.26_299.2230m/z,11.26,299.223,51477.66392
11.26_321.2050m/z,11.26,321.205,5553.193814
11.26_347.0438m/z,11.26,347.0438,619.6515464
11.27_332.9457m/z,11.27,332.9457,3904.84433
11.27_429.3014m/z,11.27,429.3014,121435.7969
11.27_465.2780m/z,11.27,465.278,7061.16701
11.27_497.2251m/z,11.27,497.2251,1030.945361
11.27_497.2890m/z,11.27,497.289,21607.19691
11.27_309.2075m/z,11.27,309.2075,7461.07732
11.27_475.3069m/z,11.27,475.3069,35518.05979
11.27_487.2599m/z,11.27,487.2599,3664.776289
11.28_160.9758m/z,11.28,160.9758,5449.131959
11.28_815.5549m/z,11.28,815.5549,57.20206186
11.30_540.3309m/z,11.3,540.3309,24772.53918
11.30_608.3180m/z,11.3,608.318,3094.48866
11.30_516.2866m/z,11.3,516.2866,61836.62268
11.30_584.2737m/z,11.3,584.2737,10496.48557
11.30_594.3025m/z,11.3,594.3025,64610.04742
11.30_598.2456m/z,11.3,598.2456,16913.63608
11.31_233.1544m/z,11.31,233.1544,197442.2124
11.31_466.2941m/z,11.31,466.2941,47956.04124
11.31_526.3152m/z,11.31,526.3152,699014.3711
11.31_527.2871m/z,11.31,527.2871,5497.385567
11.31_529.3232m/z,11.31,529.3232,2295.348454
11.31_582.2369m/z,11.31,582.2369,32159.11546
11.31_624.2036m/z,11.31,624.2036,22394.91649
11.31_654.2364m/z,11.31,654.2364,11533.91753
11.31_662.2898m/z,11.31,662.2898,18197.58763
11.31_271.2281m/z,11.31,271.2281,13937.47423
11.31_524.2788m/z,11.31,524.2788,1333403.619
11.31_592.2658m/z,11.31,592.2658,125024.966
11.31_650.2247m/z,11.31,650.2247,6591.351546
11.31_660.2534m/z,11.31,660.2534,35889.9732
11.31_664.1963m/z,11.31,664.1963,5209.146392
11.32_313.1812m/z,11.32,313.1812,8895.758763
11.32_728.2409m/z,11.32,728.2409,10933.20722
11.32_797.4340m/z,11.32,797.434,1245.174227
11.34_355.2492m/z,11.34,355.2492,2423.63299
11.34_824.2928m/z,11.34,824.2928,9219.243299
11.35_327.2334m/z,11.35,327.2334,3424.327835
11.35_810.2775m/z,11.35,810.2775,14445.06186
11.35_325.2388m/z,11.35,325.2388,3391.098969
11.35_478.2940m/z,11.35,478.294,6207.930928
11.35_528.2866m/z,11.35,528.2866,9600.327835
11.35_552.3097m/z,11.35,552.3097,144861.332
11.35_602.3021m/z,11.35,602.3021,309893.5557
11.35_612.3310m/z,11.35,612.331,3194431.318
11.35_626.3464m/z,11.35,626.3464,124118.2041
11.35_629.3204m/z,11.35,629.3204,7473.914433
11.35_651.3421m/z,11.35,651.3421,2149.752577
11.35_670.2897m/z,11.35,670.2897,66616.47423
11.35_680.3185m/z,11.35,680.3185,295956.8227
11.35_684.2614m/z,11.35,684.2614,82968.38144
11.35_694.3345m/z,11.35,694.3345,37398.54124
11.35_738.2773m/z,11.35,738.2773,22637.11856
11.35_742.2892m/z,11.35,742.2892,24818.01546
11.35_748.3061m/z,11.35,748.3061,84238.37835
11.35_752.2493m/z,11.35,752.2493,11985.3
11.35_756.3050m/z,11.35,756.305,15537.23093
11.35_762.3217m/z,11.35,762.3217,15404.87526
11.35_806.2657m/z,11.35,806.2657,5745.964948
11.35_816.2943m/z,11.35,816.2943,24734.80825
11.35_540.3221m/z,11.35,540.3221,4674.652577
11.36_247.1702m/z,11.36,247.1702,17399.36804
11.36_237.1493m/z,11.36,237.1493,8550.154639
11.36_305.1372m/z,11.36,305.1372,1320.502062
11.37_800.5461m/z,11.37,800.5461,39775.97113
11.38_503.2869m/z,11.38,503.2869,5831.212371
11.38_558.2368m/z,11.38,558.2368,33484.40412
11.38_626.2247m/z,11.38,626.2247,5152.025773
11.38_628.2209m/z,11.38,628.2209,1758.665979
11.38_630.2362m/z,11.38,630.2362,12821.27938
11.38_197.1539m/z,11.38,197.1539,828.3154639
11.38_323.2227m/z,11.38,323.2227,612.5649485
11.38_500.2788m/z,11.38,500.2788,1631697.761
11.38_568.2656m/z,11.38,568.2656,133312.6433
11.38_600.2034m/z,11.38,600.2034,25845.44845
11.38_830.5930m/z,11.38,830.593,433100.467
11.39_476.2787m/z,11.39,476.2787,1642607.961
11.39_534.2370m/z,11.39,534.237,28762.78454
11.39_544.2658m/z,11.39,544.2658,126963.6639
11.39_558.2810m/z,11.39,558.281,4274.76701
11.39_576.2035m/z,11.39,576.2035,24818.63299
11.39_602.2251m/z,11.39,602.2251,4484.34433
11.39_606.2364m/z,11.39,606.2364,12090.71134
11.39_612.2535m/z,11.39,612.2535,27162.81856
11.39_616.1958m/z,11.39,616.1958,6372.715464
11.39_640.1960m/z,11.39,640.196,5287.281443
11.39_674.2239m/z,11.39,674.2239,3801.879381
11.39_680.2408m/z,11.39,680.2408,8453.138144
11.39_534.2674m/z,11.39,534.2674,2845.797938
11.39_391.2525m/z,11.39,391.2525,15317.04639
11.40_714.2783m/z,11.4,714.2783,8284.442268
11.40_786.2767m/z,11.4,786.2767,7205.720619
11.40_792.2936m/z,11.4,792.2936,12140.06701
11.40_605.3210m/z,11.4,605.321,8912.356701
11.40_646.2896m/z,11.4,646.2896,48074.19485
11.40_656.3180m/z,11.4,656.318,373721.1691
11.40_670.3338m/z,11.4,670.3338,42760.82371
11.40_718.2887m/z,11.4,718.2887,19133.23711
11.40_724.3059m/z,11.4,724.3059,76053.23402
11.40_728.2485m/z,11.4,728.2485,6522.02268
11.40_732.3042m/z,11.4,732.3042,11367.77216
11.40_738.3215m/z,11.4,738.3215,8305.113402
11.41_303.2330m/z,11.41,303.233,15385.04536
11.41_528.3093m/z,11.41,528.3093,373372.534
11.41_578.3021m/z,11.41,578.3021,470739.7557
11.41_588.3308m/z,11.41,588.3308,7509189.381
11.41_592.3408m/z,11.41,592.3408,1564.412371
11.41_660.2610m/z,11.41,660.261,134256.0402
11.41_800.2929m/z,11.41,800.2929,3898
11.41_491.3381m/z,11.41,491.3381,1233.421649
11.41_602.3460m/z,11.41,602.346,326940.5876
11.43_224.0689m/z,11.43,224.0689,3651.482474
11.43_568.3405m/z,11.43,568.3405,10653.30103
11.43_581.3208m/z,11.43,581.3208,43519.70309
11.43_279.2329m/z,11.43,279.2329,60573.27835
11.43_564.1881m/z,11.43,564.1881,794.5484536
11.44_221.1542m/z,11.44,221.1542,73261.97526
11.44_504.3096m/z,11.44,504.3096,1105368.381
11.44_554.3019m/z,11.44,554.3019,1355215.912
11.44_564.3314m/z,11.44,564.3314,19085043.59
11.44_578.3459m/z,11.44,578.3459,789028.1835
11.44_636.2595m/z,11.44,636.2595,404680.0309
11.44_564.2961m/z,11.44,564.2961,488.8247423
11.44_271.2279m/z,11.44,271.2279,14088.55979
11.44_564.4756m/z,11.44,564.4756,752.5907216
11.44_607.3368m/z,11.44,607.3368,25492.07423
11.45_646.3336m/z,11.45,646.3336,130103.2639
11.45_526.2940m/z,11.45,526.294,12324.66804
11.45_632.3178m/z,11.45,632.3178,962453.6144
11.45_694.2888m/z,11.45,694.2888,78666.78144
11.45_708.3046m/z,11.45,708.3046,52569.83711
11.46_622.2891m/z,11.46,622.2891,156359.0701
11.46_700.3057m/z,11.46,700.3057,220840.3825
11.46_704.2487m/z,11.46,704.2487,40118.60619
11.46_714.3218m/z,11.46,714.3218,40057.6134
11.46_762.2762m/z,11.46,762.2762,37353.29691
11.46_768.2936m/z,11.46,768.2936,54210.5701
11.46_776.2924m/z,11.46,776.2924,16835.39897
11.46_830.2641m/z,11.46,830.2641,7966.373196
11.46_391.2521m/z,11.46,391.2521,13396.58969
11.46_690.2767m/z,11.46,690.2767,40236.53608
11.46_782.3091m/z,11.46,782.3091,8702.296907
11.47_710.3096m/z,11.47,710.3096,35.28453608
11.47_836.2834m/z,11.47,836.2834,6920.02268
11.47_267.1967m/z,11.47,267.1967,11129.27423
11.47_269.2123m/z,11.47,269.2123,22734.98763
11.47_335.1841m/z,11.47,335.1841,532.443299
11.47_758.2645m/z,11.47,758.2645,6822.451546
11.48_281.2487m/z,11.48,281.2487,2887.805155
11.48_614.3465m/z,11.48,614.3465,116546.5216
11.49_265.1422m/z,11.49,265.1422,2483.058763
11.49_604.3181m/z,11.49,604.3181,7856.850515
11.49_682.3344m/z,11.49,682.3344,8343.020619
11.50_496.8929m/z,11.5,496.8929,1028.154639
11.50_512.3359m/z,11.5,512.3359,894.614433
11.50_552.3311m/z,11.5,552.3311,1771.218557
