Compound_ID,Metabolite,RT,MZ,Intensity
cmp.2296,,4.143366667,350.0663622,126504.3613
cmp.2297,,4.143366667,341.3050447,51489.20445
cmp.2300,,4.143366667,356.1161236,8078.519231
cmp.2302,,4.147833333,180.0866729,30786.46559
cmp.2303,,4.147833333,254.2113688,21491.74089
cmp.2301,,4.147833333,532.3843573,1543366.835
cmp.2304,,4.152283333,262.0921291,18229.7004
cmp.2305,,4.156733333,199.1078827,3707.995951
cmp.2306,,4.16565,529.4573913,972.694332
cmp.2307,,4.170116667,644.4939805,226842.0638
cmp.2308,,4.174566667,576.410316,1138784.25
cmp.2309,,4.174566667,376.2613965,9595.704453
cmp.2310,,4.183483333,123.0807147,2632.290486
cmp.2312,,4.1924,204.1745329,444.7682186
cmp.2311,,4.1924,121.0398897,194474.4038
cmp.2313,,4.196866667,139.0501762,200834.8411
cmp.2316,,4.196866667,116.0709792,3974.913968
cmp.2314,,4.196866667,484.2903447,35200.70648
cmp.2315,,4.196866667,319.1904577,3841.266194
cmp.2317,,4.201316667,655.3153723,8149.710526
cmp.2318,,4.205783333,356.1161752,18874.46154
cmp.2319,,4.205783333,444.1865016,6186.690283
cmp.2320,,4.210233333,174.1296579,76.97469636
cmp.2322,,4.2147,623.3422377,66603.19332
cmp.2321,,4.2147,214.1739118,9204.318826
cmp.2323,,4.21915,190.1592124,2763.373482
cmp.2324,,4.223616667,301.0744011,7026.681174
cmp.2325,,4.228066667,390.3129371,23484.86134
cmp.2326,,4.232533333,214.1754987,12343.61741
cmp.2327,,4.232533333,148.1120419,25189.12247
cmp.2331,,4.236983333,158.1538807,1540.733806
cmp.2328,,4.236983333,158.1175358,14468.64879
cmp.2329,,4.236983333,302.1231993,42636.19636
cmp.2330,,4.236983333,137.1140139,10.9291498
cmp.2332,,4.241433333,132.0656005,7661.12247
cmp.2333,,4.241433333,199.0533798,15569.51215
cmp.2334,,4.2459,195.112883,67028.79453
cmp.2336,,4.2459,226.2162957,14592.07287
cmp.2335,,4.2459,287.2324175,31041.96457
cmp.2337,,4.263733333,176.1453481,9.92611336
cmp.2338,,4.263733333,158.0780615,895.7115385
cmp.2339,,4.268183333,113.0348639,1068.444332
cmp.2340,,4.27265,713.0663765,94486.75911
cmp.2341,,4.277116667,414.2999865,2283704.891
cmp.2343,,4.277116667,341.9972156,53492.35121
cmp.2342,,4.277116667,260.1872434,410.4392713
cmp.2347,,4.281566667,190.1591833,1572.160931
cmp.2346,,4.281566667,711.0693614,49612.14474
cmp.2345,,4.281566667,416.3068879,18543.51923
cmp.2344,,4.281566667,144.1019014,20229.55364
cmp.2349,,4.286016667,259.0959939,3052.997976
cmp.2348,,4.286016667,495.3791058,276288.4605
cmp.2350,,4.294933333,620.4362642,641528.1791
cmp.2351,,4.294933333,86.06071619,5823.434211
cmp.2352,,4.294933333,194.0657649,1585.40587
cmp.2353,,4.2994,174.1296411,99.62753036
cmp.2354,,4.30385,432.3106851,1304905.523
cmp.2355,,4.30385,391.9605488,19323.76721
cmp.2356,,4.312766667,204.0865352,15487.29049
cmp.2357,,4.312766667,419.9744155,11439.19838
cmp.2358,,4.312766667,429.3723364,1149.892713
cmp.2359,,4.317233333,173.0669008,150002.7834
cmp.2360,,4.317233333,458.2018304,34712.67814
cmp.2361,,4.317233333,175.1479827,661.5506073
cmp.2362,,4.326133333,158.0810801,14283.63563
cmp.2363,,4.326133333,175.0900006,16509.80263
cmp.2364,,4.326133333,390.3130483,21824.5587
cmp.2366,,4.3306,174.1296239,47.97773279
cmp.2365,,4.3306,349.0503397,53690.5
cmp.2367,,4.33505,239.1539704,8117.584008
cmp.2368,,4.33505,376.2614853,203.3431174
cmp.2370,,4.343966667,711.0688927,26591.28441
cmp.2369,,4.343966667,89.06035697,13918.5749
cmp.2371,,4.348433333,195.1227247,200644.7662
cmp.2372,,4.348433333,486.1393488,1190265.224
cmp.2373,,4.348433333,201.1598622,5993.281377
cmp.2374,,4.348433333,159.1167057,6294.564777
cmp.2375,,4.352883333,273.2169171,7846.453441
cmp.2376,,4.3618,204.0865311,14147.05769
cmp.2377,,4.366266667,450.3212218,245193.4889
cmp.2378,,4.370716667,313.9829667,256773.6741
cmp.2379,,4.375183333,210.0587588,115156.5354
cmp.2380,,4.379633333,259.1866095,179.6255061
cmp.2381,,4.38855,214.0093924,5536.616397
cmp.2382,,4.393016667,259.0959682,605.7267206
cmp.2383,,4.401933333,382.3313455,24111.20142
cmp.2384,,4.406383333,169.1223717,971.090081
cmp.2386,,4.410833333,168.0654295,3896.771255
cmp.2385,,4.410833333,267.0585301,138999.2672
cmp.2387,,4.4153,214.1790908,1449.810729
cmp.2388,,4.4153,123.0807218,3211.495951
cmp.2390,,4.41975,285.0794679,44179.06883
cmp.2389,,4.41975,227.0661227,68400.74089
cmp.2393,,4.424233333,179.0450106,275938.9747
cmp.2392,,4.424233333,209.0556769,683834.4575
cmp.2391,,4.424233333,245.0766807,3521351.217
cmp.2394,,4.428666667,286.1030813,90099.58502
cmp.2395,,4.433133333,100.0762202,496554.4089
cmp.2397,,4.433133333,205.1222426,13601.26316
cmp.2396,,4.433133333,214.1799557,1852.751012
cmp.2398,,4.437583333,155.0450308,295397.8381
cmp.2400,,4.44205,462.34966,500.1831984
cmp.2399,,4.44205,244.0655839,3261.677126
cmp.2402,,4.4465,416.1912974,253578.9281
cmp.2401,,4.4465,191.045106,50736.22166
cmp.2403,,4.450966667,94.06572959,31388.54049
cmp.2404,,4.450966667,245.174582,3377.140688
cmp.2406,,4.455416667,214.1799815,4701.267206
cmp.2405,,4.455416667,153.0658118,1257269.354
cmp.2408,,4.459883333,193.1586854,3217.67004
cmp.2410,,4.459883333,319.1902364,474.0192308
cmp.2409,,4.459883333,239.1540544,2981.045547
cmp.2411,,4.459883333,154.0609627,108743.9696
cmp.2407,,4.459883333,664.4621209,296868.9524
cmp.2412,,4.464333333,384.3467609,2773.303644
cmp.2413,,4.4688,210.0585908,4458.040486
cmp.2414,,4.47325,112.0509029,14019.01721
cmp.2415,,4.477716667,186.0761759,29914.39372
cmp.2418,,4.477716667,138.054933,19006.92915
cmp.2416,,4.477716667,104.0710515,3116.711538
cmp.2417,,4.477716667,182.1024604,6874.538462
cmp.2421,,4.482166667,110.0205075,2533.566802
cmp.2420,,4.482166667,630.6175605,41055.0334
cmp.2419,,4.482166667,210.0616956,48724.50101
cmp.2423,,4.486616667,628.6020397,12939.28441
cmp.2422,,4.486616667,169.0933331,31394.62652
cmp.2425,,4.495533333,286.0757535,414768.7439
cmp.2424,,4.495533333,122.0966557,4716147.383
cmp.2426,,4.495533333,289.252431,9955.36336
cmp.2428,,4.5,303.1952706,72082.23279
cmp.2429,,4.5,269.9763162,33483.2085
cmp.2430,,4.5,260.0794935,36716.12449
cmp.2433,,4.50445,350.3050213,4812.875506
cmp.2431,,4.50445,184.0465287,112565.3998
cmp.2432,,4.50445,431.3395842,12345.81377
cmp.2436,,4.508916667,462.3495056,440.0961538
cmp.2437,,4.508916667,191.0175816,31623.95951
cmp.2434,,4.508916667,185.0305606,65926.04757
cmp.2435,,4.508916667,364.0532631,22250.93117
cmp.2438,,4.513366667,169.0355532,6195493.337
cmp.2440,,4.513366667,170.0388493,335386.2581
cmp.2439,,4.513366667,141.0406467,121880.8887
cmp.2441,,4.522283333,169.0928967,9325.246964
cmp.2442,,4.52675,382.3314229,4047.401822
cmp.2443,,4.5312,331.0922434,894566.9626
cmp.2444,,4.5312,623.3420657,38219.5
cmp.2445,,4.540116667,429.3726862,11620.43219
cmp.2446,,4.544583333,153.0406641,10692.24393
cmp.2447,,4.5535,431.3394807,13681.33704
cmp.2448,,4.55795,214.2528598,15603.68826
cmp.2450,,4.55795,350.3054055,3180.226721
cmp.2449,,4.55795,180.0867685,3503.586032
cmp.2451,,4.566866667,169.0926349,14617.31174
cmp.2452,,4.575783333,655.3155054,11960.68725
cmp.2455,,4.5847,538.5193845,122732.3917
cmp.2457,,4.5847,376.2615662,37.39979757
cmp.2454,,4.5847,102.0666913,20472.17206
cmp.2456,,4.5847,462.3495654,1070.362348
cmp.2453,,4.5847,520.5087544,613994.8097
cmp.2458,,4.58915,332.3306158,92345.2753
cmp.2460,,4.593616667,272.1854164,4395.475709
cmp.2461,,4.593616667,121.0722518,28263.32895
cmp.2459,,4.593616667,518.4931647,75036.86842
cmp.2463,,4.598066667,711.0686512,9537.196356
cmp.2462,,4.598066667,713.0663114,20950.08806
cmp.2464,,4.602533333,274.1217095,172521.7358
cmp.2465,,4.602533333,624.6282672,68654.19028
cmp.2466,,4.606983333,304.2993762,687414.1498
cmp.2467,,4.61145,596.5969884,8374.406883
cmp.2468,,4.61145,238.1591236,2338.921053
cmp.2469,,4.6159,708.4881108,81776.99696
cmp.2472,,4.620366667,609.5234701,7029.066802
cmp.2470,,4.620366667,271.1454922,2808.964575
cmp.2471,,4.620366667,611.5390312,15240.57794
cmp.2474,,4.624816667,464.191499,15112.03239
cmp.2473,,4.624816667,492.4773751,54107.46255
cmp.2479,,4.633733333,205.1221373,10232.23684
cmp.2476,,4.633733333,288.1722839,25013.32591
cmp.2477,,4.633733333,337.2734258,16428.40587
cmp.2475,,4.633733333,271.1649912,135670.2611
cmp.2478,,4.633733333,159.1129133,16719.02024
cmp.2480,,4.633733333,482.2932856,4139.144737
cmp.2481,,4.633733333,95.04973778,1618.649798
cmp.2482,,4.6382,262.1801847,47219.19534
cmp.2483,,4.64265,302.2688183,175555.6953
cmp.2484,,4.64265,330.278896,9391.116397
cmp.2485,,4.651566667,210.0627369,121.937247
cmp.2486,,4.651566667,313.9831442,71865.82085
cmp.2488,,4.656016667,253.1699442,2657.257085
cmp.2487,,4.656016667,199.0824543,125223.8623
cmp.2493,,4.660483333,429.3729321,2368.69332
cmp.2489,,4.660483333,139.0501772,199872.1113
cmp.2492,,4.660483333,431.3398618,18150.45344
cmp.2491,,4.660483333,390.3129443,24316.3168
cmp.2490,,4.660483333,172.1120585,31288.15182
cmp.2497,,4.664933333,135.1042362,3384.394737
cmp.2496,,4.664933333,184.1121398,63243.68927
cmp.2495,,4.664933333,214.1804976,1525.440283
cmp.2494,,4.664933333,211.1228735,23501.33806
cmp.2500,,4.6694,382.3312966,27316.63866
cmp.2499,,4.6694,330.3000621,37735.26417
cmp.2501,,4.6694,444.404694,23604.65182
cmp.2498,,4.6694,225.1385755,71495.72976
cmp.2502,,4.67385,164.1433505,306256.8664
cmp.2504,,4.67385,497.4677504,28131.12247
cmp.2503,,4.67385,254.1900876,15230.82794
cmp.2507,,4.678316667,229.1698991,40118.65182
cmp.2505,,4.678316667,350.3414486,807016.7105
cmp.2509,,4.678316667,228.1750505,546.8593117
cmp.2510,,4.678316667,388.3050457,1030.273279
cmp.2508,,4.678316667,368.315782,10811.86134
cmp.2506,,4.678316667,176.0552741,27003.24393
cmp.2513,,4.682766667,176.1411102,73.69331984
cmp.2512,,4.682766667,224.143207,2706.859312
cmp.2511,,4.682766667,190.1590801,46096.02126
cmp.2518,,4.687233333,272.2580237,26038.78846
cmp.2514,,4.687233333,469.4363146,110666.7237
cmp.2517,,4.687233333,121.0888447,8694.686235
cmp.2516,,4.687233333,239.1540965,38410.74393
cmp.2519,,4.687233333,240.1747947,9158.261134
cmp.2515,,4.687233333,204.1746611,26003.68522
cmp.2522,,4.691683333,214.2528511,18733.0253
cmp.2525,,4.691683333,217.1697729,25356.92915
cmp.2523,,4.691683333,215.154331,10339.07895
cmp.2526,,4.691683333,358.3677757,40938.51822
cmp.2528,,4.691683333,429.3722608,706.1983806
cmp.2527,,4.691683333,286.2739112,18544.29656
cmp.2524,,4.691683333,148.1120409,6287.592105
cmp.2521,,4.691683333,258.16986,15625.29656
cmp.2520,,4.691683333,203.1543095,239840.9079
cmp.2532,,4.69615,291.1856544,2583.827935
cmp.2531,,4.69615,178.1589775,19505.85628
cmp.2530,,4.69615,200.1434928,25821.20951
cmp.2529,,4.69615,227.1543439,131323.0567
cmp.2533,,4.7006,175.122969,335032.9889
cmp.2536,,4.7006,186.1277268,31944.2004
cmp.2539,,4.7006,302.0757341,334.5131579
cmp.2534,,4.7006,176.1433416,58686.30972
cmp.2540,,4.7006,266.06892,1511.755061
cmp.2538,,4.7006,263.1543236,27085.58502
cmp.2535,,4.7006,486.1393083,228232.9565
cmp.2537,,4.7006,194.1905644,10744.78239
cmp.2543,,4.705066667,308.2945214,90936.55769
cmp.2544,,4.705066667,306.2789058,30634.99393
cmp.2541,,4.705066667,136.1120965,1625377.045
cmp.2547,,4.705066667,180.1747749,17342.04858
cmp.2542,,4.705066667,189.1385945,731701.5891
cmp.2548,,4.705066667,347.9536443,7912.69332
cmp.2550,,4.705066667,176.1412538,129.9038462
cmp.2551,,4.705066667,218.0448225,9662.339069
cmp.2545,,4.705066667,198.1278953,63166.14575
cmp.2549,,4.705066667,188.1434968,10048.97368
cmp.2546,,4.705066667,361.2734562,31544.0081
cmp.2553,,4.709516667,190.1419672,89549.48583
cmp.2554,,4.709516667,269.9761298,58228.8917
cmp.2555,,4.709516667,210.1278902,3164.326923
cmp.2556,,4.709516667,289.2525902,2551.088057
cmp.2557,,4.709516667,370.3315394,7243.240891
cmp.2552,,4.709516667,186.2215959,426669.3897
cmp.2559,,4.713983333,166.1591633,872.3076923
cmp.2560,,4.713983333,277.1699783,20636.11943
cmp.2562,,4.713983333,500.3036536,6023.425101
cmp.2561,,4.713983333,185.1150706,17.548583
cmp.2558,,4.713983333,127.0391448,13758.14069
cmp.2564,,4.718433333,310.310109,112965.8836
cmp.2563,,4.718433333,282.2789161,164093.3543
cmp.2566,,4.7229,249.1386932,13610.08502
cmp.2565,,4.7229,490.2070364,93791.62753
cmp.2567,,4.7229,384.346844,13841.04251
cmp.2569,,4.72735,464.2829158,119054.1397
cmp.2571,,4.72735,339.2891841,40457.19737
cmp.2572,,4.72735,337.2735045,25936.833
cmp.2570,,4.72735,226.0380153,35926.71862
cmp.2568,,4.72735,302.0707687,92495.61842
cmp.2577,,4.731816667,126.022116,15351.77733
cmp.2575,,4.731816667,546.3635627,2934.995951
cmp.2576,,4.731816667,444.2225317,5565.800607
cmp.2573,,4.731816667,85.02910536,7548.890688
cmp.2574,,4.731816667,301.0746161,31323.40486
cmp.2578,,4.736266667,136.0756945,10188.60223
cmp.2579,,4.740716667,362.2533383,6560.601215
cmp.2582,,4.749633333,179.063773,24655.00202
cmp.2581,,4.749633333,204.0864916,21101.52935
cmp.2580,,4.749633333,245.1493733,39472.82996
cmp.2583,,4.7541,257.1492858,125420.498
cmp.2587,,4.7541,170.0479145,2.439271255
cmp.2584,,4.7541,198.0430698,40947.47368
cmp.2586,,4.7541,180.032233,6362.937247
cmp.2585,,4.7541,210.0428836,36.31174089
cmp.2589,,4.75855,184.0604759,42520.66498
cmp.2590,,4.75855,116.0709184,14154.61741
cmp.2588,,4.75855,331.0921876,809856.9717
cmp.2592,,4.763016667,368.3158447,16812.9585
cmp.2591,,4.763016667,265.0046219,8735.654858
cmp.2594,,4.771933333,129.065968,43032.52935
cmp.2593,,4.771933333,247.1076388,109605.7601
cmp.2595,,4.771933333,147.0763443,70432.5587
cmp.2598,,4.776383333,267.123702,204611.6447
cmp.2597,,4.776383333,248.0915796,323846.5223
cmp.2600,,4.776383333,265.2318381,20589.21862
cmp.2601,,4.776383333,98.5126089,1741.94332
cmp.2599,,4.776383333,214.1784303,2633.274291
cmp.2602,,4.776383333,350.3051927,4331.48583
cmp.2596,,4.776383333,130.049963,286772.83
cmp.2603,,4.776383333,91.0546779,15064.13057
cmp.2604,,4.776383333,137.0457966,13147.91093
cmp.2606,,4.78085,219.1126957,4685.018219
cmp.2605,,4.78085,265.1180702,14754282.49
cmp.2608,,4.7853,377.1454067,42664.57895
cmp.2607,,4.7853,603.5342694,56549.88563
cmp.2610,,4.7853,84.04505637,9573.841093
cmp.2609,,4.7853,289.2479183,8568.531377
cmp.2611,,4.789766667,182.0672711,25226.34818
cmp.2612,,4.794216667,265.0073315,6084.142713
cmp.2613,,4.794216667,605.5500543,34784.08603
cmp.2614,,4.803133333,100.0762187,483754.9443
cmp.2615,,4.803133333,575.5031562,5324.049595
cmp.2616,,4.81205,310.1758362,408628.6235
cmp.2617,,4.81205,551.2107677,75499.98178
cmp.2618,,4.8165,577.5188324,59733.44636
cmp.2619,,4.8165,272.298645,626.5364372
cmp.2620,,4.829883333,287.0999305,784430.6043
cmp.2621,,4.829883333,214.1802731,3680.274291
cmp.2623,,4.834333333,304.1289752,32371.18522
cmp.2622,,4.834333333,239.1487615,244583.6791
cmp.2624,,4.8388,256.17535,32987.43623
cmp.2626,,4.84325,98.51261047,15144.67105
cmp.2627,,4.84325,172.9562773,3710.026316
cmp.2625,,4.84325,110.0204353,14383.55466
cmp.2630,,4.84325,130.5334784,185.1811741
cmp.2629,,4.84325,384.3470003,11001.25202
cmp.2628,,4.84325,159.9691718,1263.896761
cmp.2631,,4.847716667,271.1649978,103333.5891
cmp.2632,,4.856633333,293.1469165,5962.625506
cmp.2633,,4.861083333,368.3157119,8370.311741
cmp.2634,,4.86555,383.399291,62441.81478
cmp.2635,,4.87,243.1337876,268254.9666
cmp.2637,,4.87,461.36337,34950.43623
cmp.2636,,4.87,273.2532436,39023.90182
cmp.2639,,4.874466667,177.1274252,3018.598178
cmp.2638,,4.874466667,431.3841446,100553.2864
cmp.2640,,4.878916667,214.1798024,1292.031377
cmp.2642,,4.883383333,151.0964731,29631.62146
cmp.2641,,4.883383333,170.0964049,16811.93117
cmp.2643,,4.887833333,233.0629696,108845.2854
cmp.2644,,4.8923,490.206934,66080.47065
cmp.2645,,4.9012,135.1041445,37.2034413
cmp.2646,,4.905666667,291.0684914,7749.184211
cmp.2650,,4.910116667,307.0261476,59775.81478
cmp.2648,,4.910116667,447.347567,6395.649798
cmp.2649,,4.910116667,79.02197896,6818.932186
cmp.2647,,4.910116667,160.096762,51870.37045
cmp.2651,,4.9235,159.0272988,10542.65891
cmp.2652,,4.932416667,133.1012778,3409.926113
cmp.2654,,4.945783333,200.9721575,6498.440283
cmp.2655,,4.945783333,199.0533941,9759.154858
cmp.2653,,4.945783333,257.1492868,35220.28441
cmp.2656,,4.945783333,221.0667022,288.3410931
cmp.2658,,4.9547,98.51258913,797.6983806
cmp.2659,,4.9547,104.1075253,650.8643725
cmp.2657,,4.9547,245.1493386,45454.96862
cmp.2660,,4.9547,158.079402,2899.92004
cmp.2663,,4.959166667,157.9747773,3802.552632
cmp.2662,,4.959166667,283.1034465,59069.64474
cmp.2661,,4.959166667,151.0613809,111108.1579
cmp.2665,,4.963616667,391.1013843,183784.004
cmp.2664,,4.963616667,159.0276653,187727.9089
cmp.2666,,4.963616667,263.0735698,47141.98482
cmp.2667,,4.968083333,279.1313551,2962.67004
cmp.2670,,4.977,303.0949136,5512.696356
cmp.2668,,4.977,335.0057477,300299.6579
cmp.2669,,4.977,337.0039251,126677.5455
cmp.2673,,4.98145,241.9921494,162480.9261
cmp.2672,,4.98145,239.9939472,397902.6771
cmp.2674,,4.98145,216.9778381,9743.013158
cmp.2671,,4.98145,287.0999688,1529613.557
cmp.2675,,4.9859,303.0738916,9891.681174
cmp.2676,,4.990366667,551.2110212,3937.698381
cmp.2677,,4.999283333,649.5177427,10323.32085
cmp.2678,,5.003733333,100.0748635,18.37246964
cmp.2679,,5.003733333,216.0938919,1393.767206
cmp.2681,,5.0082,138.0490929,141930.254
cmp.2680,,5.0082,651.534104,536382.1427
cmp.2682,,5.01265,137.0457726,2659153.849
cmp.2683,,5.017116667,327.0397647,4091.172065
cmp.2684,,5.017116667,655.5649967,66140.05061
cmp.2685,,5.021566667,583.3237049,41306.55668
cmp.2690,,5.026033333,267.1237972,46530.21761
cmp.2691,,5.026033333,130.1605097,150.3694332
cmp.2687,,5.026033333,265.1180203,4156067.751
cmp.2686,,5.026033333,627.5340354,12999040.13
cmp.2689,,5.026033333,247.1076154,102214.0901
cmp.2688,,5.026033333,130.0499527,131440.4889
cmp.2692,,5.026033333,147.0763153,32442.72166
cmp.2696,,5.030483333,214.0050106,9490.484818
cmp.2697,,5.030483333,137.0869967,4314.082996
cmp.2694,,5.030483333,653.5496236,345094.1943
cmp.2695,,5.030483333,483.3766558,11744.81984
cmp.2693,,5.030483333,248.091534,154381.918
cmp.2699,,5.03495,271.0921823,466912.6012
cmp.2701,,5.03495,453.0273062,560.9453441
cmp.2698,,5.03495,625.5184772,1802864.172
cmp.2700,,5.03495,341.3047856,33548.25607
cmp.2703,,5.0394,613.518429,87534.80769
cmp.2702,,5.0394,623.5028161,224502.2379
cmp.2704,,5.043866667,369.3513778,25331.49595
cmp.2705,,5.048316667,599.5028763,1750214.167
cmp.2706,,5.048316667,629.5488373,1553267.95
cmp.2707,,5.048316667,304.1289091,7275.92004
cmp.2708,,5.061683333,281.1130445,58822.8249
cmp.2710,,5.0706,184.1121913,144.0030364
cmp.2709,,5.0706,464.1913969,929148.4534
cmp.2712,,5.075066667,85.02908988,76823.33806
cmp.2711,,5.075066667,198.0971806,3149378.419
cmp.2715,,5.075066667,109.0288032,11248.02733
cmp.2714,,5.075066667,97.02895852,47606.7419
cmp.2713,,5.075066667,127.039119,109334.4747
cmp.2717,,5.079516667,601.5185933,1228563.241
cmp.2716,,5.079516667,603.5341817,3876979.43
cmp.2719,,5.083983333,243.1337344,281494.1377
cmp.2723,,5.083983333,360.1496904,46234.10931
cmp.2721,,5.083983333,154.0691536,63552.22368
cmp.2718,,5.083983333,605.5496697,801040.7652
cmp.2722,,5.083983333,144.0655446,23037.21154
cmp.2720,,5.083983333,204.0862994,46541.04352
cmp.2727,,5.088433333,193.0970763,154417.1093
cmp.2728,,5.088433333,162.0759873,86529.01316
cmp.2724,,5.088433333,180.0865615,1207502.109
cmp.2725,,5.088433333,145.0495013,436896.2763
cmp.2729,,5.0929,198.0237714,9625.908907
cmp.2730,,5.09735,449.14855,22568.11437
cmp.2731,,5.09735,466.1755414,10914.03745
cmp.2732,,5.09735,208.0305201,1178.410931
cmp.2733,,5.09735,290.008475,84233.29251
cmp.2739,,5.101816667,136.039341,38254.11336
cmp.2738,,5.101816667,591.5338342,8489.769231
cmp.2737,,5.101816667,302.0979979,11588.8249
cmp.2736,,5.101816667,589.5185923,38242.17611
cmp.2735,,5.101816667,154.0497942,126715.7662
cmp.2734,,5.101816667,153.06579,890996.6296
cmp.2743,,5.106266667,229.9876963,64617.51012
cmp.2742,,5.106266667,179.0637159,9341.364372
cmp.2740,,5.106266667,577.5189896,1332373.655
cmp.2745,,5.110733333,365.1052635,134460.1437
cmp.2744,,5.110733333,575.5029934,1652385.263
cmp.2746,,5.110733333,573.4873987,20543.19332
cmp.2748,,5.115183333,330.2999573,71510.00101
cmp.2747,,5.115183333,410.0508316,653406.4211
cmp.2749,,5.11965,275.9930115,322883.2874
cmp.2752,,5.1241,110.0204406,3374.097166
cmp.2751,,5.1241,451.0300436,50224.93725
cmp.2750,,5.1241,313.0850452,38069.49696
cmp.2753,,5.128566667,165.9828237,29252.18725
cmp.2754,,5.133016667,549.487583,305690.7986
cmp.2755,,5.137483333,203.0524837,33122044.21
cmp.2758,,5.141933333,505.3895918,46381.10931
cmp.2757,,5.141933333,219.0263917,103085.9312
cmp.2756,,5.141933333,383.1156715,996017.4008
cmp.2759,,5.146383333,244.0790072,2428368.851
cmp.2760,,5.15085,551.5032806,28378.56579
cmp.2761,,5.1553,342.1393237,503.0921053
cmp.2762,,5.159766667,302.2687487,232202.7277
cmp.2763,,5.168683333,152.0565791,9515.794534
cmp.2764,,5.173133333,348.0689159,21692.40283
cmp.2765,,5.18205,300.2014759,199718.0617
cmp.2767,,5.186516667,391.1014017,120749.3654
cmp.2766,,5.186516667,283.1748575,179315.8097
cmp.2769,,5.190966667,307.0261621,42217.11235
cmp.2768,,5.190966667,360.3233891,134450.7409
cmp.2770,,5.195433333,202.9783468,28497.19231
cmp.2771,,5.199883333,486.1732601,7435.211538
cmp.2772,,5.199883333,491.3739954,23632.0668
cmp.2773,,5.2088,234.0849313,17750.7085
cmp.2774,,5.227566667,263.0735205,194667.9575
cmp.2775,,5.227566667,227.1751672,29386.41903
cmp.2776,,5.2454,383.3992626,79327.86943
cmp.2777,,5.254316667,186.1299807,193.7520243
cmp.2778,,5.258783333,266.1724575,54095.53644
cmp.2779,,5.263233333,431.3840575,89501.29453
cmp.2780,,5.263233333,176.1454082,68.76012146
cmp.2782,,5.2677,298.1144526,70138.7166
cmp.2783,,5.2677,381.2975339,4164.295547
cmp.2784,,5.2677,116.0709324,13064.28846
cmp.2781,,5.2677,216.0955356,1554.251012
cmp.2787,,5.27215,527.4028546,110926.1751
cmp.2786,,5.27215,273.2533131,38064.65081
cmp.2785,,5.27215,320.0963283,25587.23988
cmp.2788,,5.2766,444.331668,34206.70547
cmp.2789,,5.285516667,303.0949078,5035.406883
cmp.2790,,5.285516667,527.9045232,50651.56073
cmp.2791,,5.289983333,532.3843776,47860.43421
cmp.2792,,5.2989,281.113063,4965.970648
cmp.2793,,5.2989,358.1426254,573.7216599
cmp.2794,,5.312266667,576.4099914,34142.64271
cmp.2795,,5.316733333,313.085038,7025.545547
cmp.2796,,5.321183333,335.06674,1386.803644
cmp.2797,,5.32565,227.1819182,42.47165992
cmp.2800,,5.3301,513.3873921,63694.69838
cmp.2798,,5.3301,257.0741225,249940.5901
cmp.2799,,5.3301,205.0682712,22997.18927
cmp.2801,,5.334566667,381.2979,2168.734818
cmp.2803,,5.339016667,135.1041851,1143.654858
cmp.2802,,5.339016667,227.1768381,225.305668
cmp.2806,,5.343483333,342.1389558,363.7580972
cmp.2805,,5.343483333,186.129912,253.5536437
cmp.2804,,5.343483333,364.1209273,2433.024291
cmp.2808,,5.347933333,98.51261159,3750.840081
cmp.2807,,5.347933333,141.9586265,45626.49696
cmp.2810,,5.3613,166.072297,25898.34717
cmp.2809,,5.3613,271.0922919,44589.04049
cmp.2811,,5.365766667,198.1278993,23832.05162
cmp.2814,,5.370216667,289.2483239,2664.672065
cmp.2813,,5.370216667,217.1070273,6932.54251
cmp.2812,,5.370216667,257.1129129,118311.1063
cmp.2815,,5.374683333,279.0950185,15703.4332
cmp.2816,,5.374683333,184.1121368,15221.21356
cmp.2817,,5.3836,550.6283418,85574.44737
cmp.2819,,5.38805,186.129991,901.0931174
cmp.2818,,5.38805,213.1597156,1212.704453
cmp.2821,,5.411283333,430.2950107,27348.96761
cmp.2822,,5.411283333,444.3317465,36183.77024
cmp.2824,,5.415766667,549.4158286,107829.5061
cmp.2825,,5.415766667,448.305657,14497.28036
cmp.2823,,5.415766667,233.0629814,53862.43117
cmp.2826,,5.4202,181.0719693,22774.39777
cmp.2830,,5.424666667,342.1390718,149.3906883
cmp.2829,,5.424666667,466.3162466,17557.06377
cmp.2827,,5.424666667,221.0643074,52938.04453
cmp.2828,,5.424666667,199.0824068,29391.98279
cmp.2831,,5.429116667,662.6075986,10292.48482
cmp.2832,,5.429116667,666.6382016,6090.081984
cmp.2833,,5.433583333,624.6281358,7569.367409
cmp.2834,,5.433583333,664.6231305,10711.12551
cmp.2835,,5.438033333,214.1791919,1487.296559
cmp.2837,,5.4425,186.1299273,1309.59919
cmp.2838,,5.4425,638.6073636,33774.59615
cmp.2836,,5.4425,273.2532908,23760.60121
cmp.2840,,5.455866667,186.1298968,394.1427126
cmp.2841,,5.455866667,668.618534,22749.95749
cmp.2839,,5.455866667,186.1276906,27828.9585
cmp.2842,,5.460316667,184.1159408,635.458502
cmp.2843,,5.464783333,636.5920176,22802.96964
cmp.2845,,5.4737,289.2484525,7591.303644
cmp.2846,,5.4737,610.576281,19724.21559
cmp.2844,,5.4737,186.1298337,510.4321862
cmp.2847,,5.482616667,796.5242062,124787.4474
cmp.2848,,5.482616667,472.4359881,34746.18826
