Compound_ID,Metabolite,RT,MZ,Intensity
cmp.1145,,2.007166667,288.1500568,23100.52126
cmp.1142,,2.007166667,191.163972,26289.93117
cmp.1143,,2.007166667,565.5664073,23579.87449
cmp.1140,,2.007166667,374.3026357,59339.93826
cmp.1146,,2.011616667,354.3363433,2438287.651
cmp.1147,,2.011616667,399.3943431,1501717.218
cmp.1148,,2.011616667,350.3261859,3909844.755
cmp.1155,,2.016083333,355.3204714,4687.17004
cmp.1154,,2.016083333,183.1379811,19809.54555
cmp.1153,,2.016083333,340.3209747,41680.97267
cmp.1152,,2.016083333,431.3158247,227288.1245
cmp.1150,,2.016083333,212.2007679,105557.8745
cmp.1149,,2.016083333,102.1282037,712479.5749
cmp.1151,,2.016083333,386.2535277,45214.02834
cmp.1164,,2.020533333,337.3101602,4835.318826
cmp.1161,,2.020533333,395.3633255,53078.15992
cmp.1156,,2.020533333,74.097219,679592.2601
cmp.1159,,2.020533333,427.4259212,88320.10729
cmp.1157,,2.020533333,332.0697141,779092.9777
cmp.1160,,2.020533333,390.2976483,24971.71356
cmp.1158,,2.020533333,414.284642,51532.25607
cmp.1163,,2.020533333,537.5353925,16604.15486
cmp.1162,,2.020533333,340.3575578,377.5678138
cmp.1165,,2.025,352.3206726,6551295.658
cmp.1167,,2.025,158.1538966,54188.64271
cmp.1171,,2.025,319.2844003,28903.84615
cmp.1166,,2.025,397.3786451,1226035.744
cmp.1170,,2.025,364.341814,6955505.354
cmp.1169,,2.025,352.4950379,5645.972672
cmp.1172,,2.025,681.2744936,103345.1377
cmp.1168,,2.025,406.2925951,15545.12348
cmp.1173,,2.025,388.2817403,2986.228745
cmp.1178,,2.02945,633.254818,32893.55061
cmp.1177,,2.02945,610.4308106,88184.82186
cmp.1176,,2.02945,315.1336593,218049.1609
cmp.1174,,2.02945,335.294171,99802.78745
cmp.1175,,2.02945,256.2632181,42864.94737
cmp.1182,,2.033916667,413.3008573,17471.20951
cmp.1179,,2.033916667,413.3734662,559936.7237
cmp.1181,,2.033916667,364.3567386,21783.08401
cmp.1180,,2.033916667,425.409833,203904.9332
cmp.1190,,2.038366667,170.117475,48598.09818
cmp.1189,,2.038366667,172.1330889,49212.27632
cmp.1188,,2.038366667,679.2602545,22401.17814
cmp.1187,,2.038366667,441.4047828,45104
cmp.1186,,2.038366667,447.3794039,63699.917
cmp.1185,,2.038366667,356.3432844,35469.89474
cmp.1184,,2.038366667,411.357867,172869.8209
cmp.1183,,2.038366667,326.3050621,180274.1417
cmp.1203,,2.042833333,414.3212771,94244.65992
cmp.1193,,2.042833333,415.3892227,879921.0294
cmp.1212,,2.042833333,349.2738062,10636.78644
cmp.1202,,2.042833333,443.420645,31642.52328
cmp.1194,,2.042833333,266.211241,61649.583
cmp.1208,,2.042833333,439.3895514,17461.72672
cmp.1201,,2.042833333,542.4891078,20875.56478
cmp.1191,,2.042833333,368.3157195,1494508.621
cmp.1210,,2.042833333,579.2083761,2965.607287
cmp.1200,,2.042833333,382.3312829,33804.12247
cmp.1211,,2.042833333,354.3003353,14583.90891
cmp.1192,,2.042833333,348.2894827,364230.7429
cmp.1197,,2.042833333,380.3511077,34074.32085
cmp.1207,,2.042833333,457.3998553,15104.98482
cmp.1209,,2.042833333,570.5201431,8080.040486
cmp.1198,,2.042833333,427.353173,60300.25607
cmp.1206,,2.042833333,398.3264047,19924.96559
cmp.1199,,2.042833333,387.3577524,26993.20344
cmp.1195,,2.042833333,371.3627694,63410.01923
cmp.1196,,2.042833333,445.3634461,84518.00607
cmp.1205,,2.042833333,385.3420245,14147.58603
cmp.1204,,2.042833333,280.2270061,7725.295547
cmp.1213,,2.047283333,336.3257385,3546910.132
cmp.1220,,2.047283333,239.0911848,154658.4474
cmp.1218,,2.047283333,319.2993208,161730.9443
cmp.1223,,2.047283333,422.3837278,32665.86235
cmp.1228,,2.047283333,394.3526034,105456.4798
cmp.1221,,2.047283333,356.3522132,8031.312753
cmp.1219,,2.047283333,256.2268462,68397.49494
cmp.1216,,2.047283333,583.2547042,1361161.331
cmp.1225,,2.047283333,429.4046427,8785.795547
cmp.1217,,2.047283333,273.2534006,128111.7186
cmp.1222,,2.047283333,259.2378067,10094.51822
cmp.1214,,2.047283333,366.3000655,907691.747
cmp.1226,,2.047283333,608.1319962,14402.91093
cmp.1215,,2.047283333,324.2894331,323286.0628
cmp.1224,,2.047283333,396.3468308,6419.090081
cmp.1227,,2.047283333,443.3479065,23651.31174
cmp.1250,,2.05175,581.5617982,137.1032389
cmp.1244,,2.05175,417.3344763,51323.96559
cmp.1229,,2.05175,199.0461203,1481483.293
cmp.1231,,2.05175,384.3105994,473163.7237
cmp.1246,,2.05175,149.1341031,9.113360324
cmp.1239,,2.05175,444.3317596,99236.2166
cmp.1245,,2.05175,363.3101173,31166.58704
cmp.1230,,2.05175,370.3313478,1094963.322
cmp.1242,,2.05175,330.1573073,57676.44636
cmp.1243,,2.05175,481.4362949,13166.48785
cmp.1234,,2.05175,382.294953,225788.4858
cmp.1236,,2.05175,525.4624993,101108.5951
cmp.1237,,2.05175,340.2844595,62942.75101
cmp.1251,,2.05175,609.5926722,210.6285425
cmp.1240,,2.05175,292.2267927,25115.12551
cmp.1253,,2.05175,249.1847719,9736.553644
cmp.1254,,2.05175,396.3107302,8896.901822
cmp.1249,,2.05175,165.1638496,3325.231781
cmp.1252,,2.05175,351.289801,9258.07085
cmp.1241,,2.05175,298.2738807,41429.55466
cmp.1235,,2.05175,400.3055206,166254.5911
cmp.1233,,2.05175,308.2945138,209162.5698
cmp.1247,,2.05175,478.1971022,70383.72368
cmp.1238,,2.05175,280.2633158,81465.68927
cmp.1232,,2.05175,156.0402765,303570.585
cmp.1248,,2.05175,158.1175853,3018.747976
cmp.1259,,2.0562,282.2062007,22947.53947
cmp.1266,,2.0562,458.347331,31737.99595
cmp.1257,,2.0562,294.2425562,47542.67206
cmp.1267,,2.0562,167.0198881,49741.52227
cmp.1258,,2.0562,453.403866,47311.5415
cmp.1260,,2.0562,467.4209169,23764.64271
cmp.1261,,2.0562,511.4468763,23171.57591
cmp.1262,,2.0562,254.2475367,13146.2996
cmp.1265,,2.0562,610.466762,79008.85425
cmp.1256,,2.0562,497.4310568,275046.4757
cmp.1263,,2.0562,469.3997488,20053.58603
cmp.1264,,2.0562,547.5195993,9745.078947
cmp.1255,,2.0562,350.305078,916824.085
cmp.1294,,2.060666667,735.6234995,12546.1498
cmp.1269,,2.060666667,386.3262614,444696.5233
cmp.1289,,2.060666667,721.6442104,21764.64474
cmp.1271,,2.060666667,334.310142,271805.9848
cmp.1301,,2.060666667,356.2791931,15838.18725
cmp.1293,,2.060666667,512.4159038,180389.5142
cmp.1272,,2.060666667,364.2842834,154511.3016
cmp.1300,,2.060666667,467.3842806,21295.66194
cmp.1273,,2.060666667,488.3579748,274925.2773
cmp.1292,,2.060666667,599.2493361,112238.3249
cmp.1268,,2.060666667,214.1799338,479644.0951
cmp.1285,,2.060666667,259.1690586,40661.75
cmp.1274,,2.060666667,322.2738744,54990.66599
cmp.1288,,2.060666667,737.6392083,29031.09109
cmp.1287,,2.060666667,346.2738427,9254.632591
cmp.1275,,2.060666667,380.2792478,62448.93016
cmp.1306,,2.060666667,452.3944026,76029.40587
cmp.1283,,2.060666667,308.2218252,14412.79453
cmp.1305,,2.060666667,284.2218711,7098.87247
cmp.1282,,2.060666667,362.2687811,18906.55162
cmp.1291,,2.060666667,362.116549,26402.74899
cmp.1296,,2.060666667,181.023893,7748.268219
cmp.1303,,2.060666667,396.2744601,12426.50101
cmp.1284,,2.060666667,310.2373785,26602.40587
cmp.1299,,2.060666667,468.3892833,108275.2126
cmp.1286,,2.060666667,320.2583122,8796.145749
cmp.1304,,2.060666667,338.3054137,6696.713563
cmp.1297,,2.060666667,631.2394385,16826.52935
cmp.1290,,2.060666667,453.440951,7418.910931
cmp.1276,,2.060666667,342.3001163,53289.34211
cmp.1278,,2.060666667,300.2894867,43669.7085
cmp.1302,,2.060666667,172.1694896,11272.81781
cmp.1298,,2.060666667,272.2581253,53902.17915
cmp.1277,,2.060666667,483.4158927,71261.84919
cmp.1280,,2.060666667,201.2324077,33452.25405
cmp.1270,,2.060666667,280.1363625,268723.9403
cmp.1279,,2.060666667,333.2787066,23014.4919
cmp.1295,,2.060666667,378.263841,3949.740891
cmp.1281,,2.060666667,417.4055356,35052.01721
cmp.1322,,2.065116667,338.2687666,44669.01822
cmp.1313,,2.065116667,256.1904938,85345.86032
cmp.1318,,2.065116667,301.1180655,233153.0567
cmp.1335,,2.065116667,268.2269035,31449.94737
cmp.1342,,2.065116667,646.5510873,18626.5668
cmp.1310,,2.065116667,439.3527453,278004.8877
cmp.1325,,2.065116667,398.2900083,51601.17409
cmp.1319,,2.065116667,397.3057803,99357.17409
cmp.1343,,2.065116667,784.6642893,198419.9838
cmp.1334,,2.065116667,581.4888792,26869.59109
cmp.1345,,2.065116667,567.4729826,4861.682186
cmp.1320,,2.065116667,700.5716312,505713.5182
cmp.1333,,2.065116667,237.1020976,22649.59312
cmp.1329,,2.065116667,481.3997472,83784.80466
cmp.1311,,2.065116667,425.3371056,224370.496
cmp.1307,,2.065116667,453.3683949,781961.6893
cmp.1344,,2.065116667,354.26362,27285.66498
cmp.1328,,2.065116667,268.1905144,19941.66397
cmp.1332,,2.065116667,332.2945518,33847.6002
cmp.1348,,2.065116667,223.1691294,17819.06781
cmp.1323,,2.065116667,595.5042264,88882.46761
cmp.1336,,2.065116667,416.3004804,15955.70951
cmp.1331,,2.065116667,441.3693313,32763.13664
cmp.1338,,2.065116667,613.5142186,18687.24696
cmp.1347,,2.065116667,648.6275758,82290.48684
cmp.1316,,2.065116667,532.3842983,475492.1296
cmp.1340,,2.065116667,317.2796014,9533.963563
cmp.1321,,2.065116667,402.3214607,62203.40789
cmp.1330,,2.065116667,597.5197043,51454.94636
cmp.1346,,2.065116667,638.498365,49623.23482
cmp.1317,,2.065116667,409.3423115,96666.04757
cmp.1315,,2.065116667,576.4103041,588111.0466
cmp.1309,,2.065116667,372.3471193,392400.1113
cmp.1327,,2.065116667,179.1429682,35411.76012
cmp.1314,,2.065116667,388.3420168,150657.1468
cmp.1324,,2.065116667,232.1905894,26249.73988
cmp.1312,,2.065116667,299.1387776,510851.6862
cmp.1308,,2.065116667,437.3735633,668388.3512
cmp.1339,,2.065116667,782.6492191,140149.8725
cmp.1326,,2.065116667,579.5091955,76178.78947
cmp.1337,,2.065116667,366.3364096,17389.55162
cmp.1341,,2.065116667,238.2164086,4760.32085
cmp.1387,,2.069583333,361.2006541,42705.16903
cmp.1354,,2.069583333,258.2062113,126237.0638
cmp.1358,,2.069583333,423.3577863,152175.0678
cmp.1368,,2.069583333,455.3851774,39843.417
cmp.1367,,2.069583333,471.3791984,35303.05567
cmp.1374,,2.069583333,425.3739179,14120.26822
cmp.1355,,2.069583333,272.221763,102432.9727
cmp.1388,,2.069583333,561.4986859,5938.40587
cmp.1360,,2.069583333,615.2445826,237081.754
cmp.1379,,2.069583333,431.3396846,8781.592105
cmp.1393,,2.069583333,790.6544359,71976.70142
cmp.1356,,2.069583333,357.2784977,300258.8866
cmp.1349,,2.069583333,244.1905805,1657031.008
cmp.1390,,2.069583333,441.332448,9963.09413
cmp.1372,,2.069583333,186.1964193,9097.706478
cmp.1361,,2.069583333,210.1851775,29797.44433
cmp.1397,,2.069583333,381.3109446,15621.28036
cmp.1359,,2.069583333,184.1695992,37180.58097
cmp.1378,,2.069583333,344.3158281,14597.86032
cmp.1391,,2.069583333,623.4989307,8301.497976
cmp.1398,,2.069583333,227.2116023,4859.648785
cmp.1357,,2.069583333,620.4362589,507367.9909
cmp.1386,,2.069583333,455.3479994,9254.505061
cmp.1362,,2.069583333,214.2275817,49473.25202
cmp.1371,,2.069583333,565.4937627,27433.4585
cmp.1392,,2.069583333,597.4834867,3574.123482
cmp.1385,,2.069583333,469.4363594,8675.859312
cmp.1377,,2.069583333,306.278903,9435.142713
cmp.1363,,2.069583333,465.4049923,56243.53846
cmp.1396,,2.069583333,300.2167285,12061.97065
cmp.1375,,2.069583333,630.6175887,169808.8148
cmp.1380,,2.069583333,609.4832996,17935.44534
cmp.1383,,2.069583333,395.326727,7636.310729
cmp.1350,,2.069583333,289.2482933,309452.3047
cmp.1352,,2.069583333,242.2112232,245125.3239
cmp.1370,,2.069583333,593.4885512,34213.64777
cmp.1384,,2.069583333,583.5040922,10143.8249
cmp.1351,,2.069583333,240.1956282,147646.0729
cmp.1364,,2.069583333,792.6703955,420350.0425
cmp.1381,,2.069583333,404.3372206,11485.44332
cmp.1373,,2.069583333,469.3636815,19218.69534
cmp.1394,,2.069583333,218.1751302,731.5111336
cmp.1389,,2.069583333,599.4991467,5380.134615
cmp.1395,,2.069583333,225.1960918,14021.94332
cmp.1365,,2.069583333,272.1854068,23953.30162
cmp.1382,,2.069583333,607.5040115,11874.72874
cmp.1353,,2.069583333,254.2112508,133134.497
cmp.1376,,2.069583333,333.1442414,88629.12146
cmp.1366,,2.069583333,664.4623489,272723.0982
cmp.1369,,2.069583333,252.1956634,15052.17713
cmp.1418,,2.074033333,314.2325254,3589.124494
cmp.1400,,2.074033333,238.1800319,49522.40789
cmp.1409,,2.074033333,698.5556061,106920.5213
cmp.1408,,2.074033333,167.143014,7832.057692
cmp.1415,,2.074033333,526.2647474,37996.92206
cmp.1407,,2.074033333,286.2010924,32483.8168
cmp.1413,,2.074033333,625.5140956,5349.643725
cmp.1416,,2.074033333,462.3493765,26551.65992
cmp.1399,,2.074033333,242.1748968,68909.27024
cmp.1414,,2.074033333,373.2737498,24053.39879
cmp.1406,,2.074033333,186.1488634,12021.83198
cmp.1411,,2.074033333,451.3527303,7056.593117
cmp.1419,,2.074033333,117.1389139,18635.26113
cmp.1412,,2.074033333,753.6337717,16158.78036
cmp.1405,,2.074033333,270.2061502,26418.89474
cmp.1404,,2.074033333,682.5608537,406854.6538
cmp.1402,,2.074033333,173.201199,73045.12045
cmp.1410,,2.074033333,151.1481351,4027.215587
cmp.1401,,2.074033333,275.2327425,72291.52733
cmp.1403,,2.074033333,411.3210435,51656.40789
cmp.1417,,2.074033333,526.4314068,14080.03441
cmp.1426,,2.0785,611.4981075,43232.50607
cmp.1428,,2.0785,254.1748871,7796.390688
cmp.1429,,2.0785,538.5194167,61405.69433
cmp.1430,,2.0785,766.6535649,147588.332
cmp.1420,,2.0785,212.1644712,613757.4636
cmp.1421,,2.0785,230.1749519,344960.0891
cmp.1431,,2.0785,723.6582608,658.2257085
cmp.1432,,2.0785,244.226578,831.361336
cmp.1422,,2.0785,198.1488233,183532.6012
cmp.1424,,2.0785,216.1956978,27794.73887
cmp.1433,,2.0785,274.2010876,14111.12955
cmp.1423,,2.0785,216.1593169,79690.69737
cmp.1425,,2.0785,296.2582005,100762.9261
cmp.1434,,2.0785,124.1122778,2307.452429
cmp.1427,,2.0785,302.2687886,133079.9221
cmp.1435,,2.08295,152.0705599,190502.7409
cmp.1437,,2.08295,180.1746238,22620.08097
cmp.1438,,2.08295,520.5086709,256234.1083
cmp.1436,,2.08295,363.2162503,407817.0202
cmp.1439,,2.08295,292.0747707,64826.07794
cmp.1444,,2.08295,258.1698952,13013.18016
cmp.1442,,2.08295,764.6388125,108984.1093
cmp.1443,,2.08295,292.0792795,232.3653846
cmp.1441,,2.08295,708.487807,77179.97065
cmp.1440,,2.08295,155.1066137,24240.95648
cmp.1446,,2.087416667,246.1967293,7794.051619
cmp.1445,,2.087416667,390.3124657,4982.550607
cmp.1447,,2.091866667,158.1650947,19455.54757
cmp.1449,,2.096316667,202.1800651,3907.723684
cmp.1448,,2.096316667,228.1593973,7982.988866
cmp.1450,,2.100783333,296.1313262,174915.8148
cmp.1451,,2.100783333,184.1331861,16138.25304
cmp.1452,,2.100783333,202.143727,4033.964575
cmp.1454,,2.105233333,165.1637916,419.5273279
cmp.1453,,2.105233333,100.0762287,118200.586
cmp.1456,,2.1097,292.0795141,1146.709514
cmp.1455,,2.1097,137.1325246,991.6477733
cmp.1458,,2.11415,181.0238775,1278.774291
cmp.1457,,2.11415,122.0966504,818969.2338
cmp.1459,,2.118616667,304.2995329,9902.033401
cmp.1460,,2.131983333,136.1120805,157374.9575
cmp.1461,,2.131983333,94.06571894,31842.20243
cmp.1462,,2.13645,214.0088647,8709.501012
cmp.1465,,2.1409,141.0406694,21028.67105
cmp.1463,,2.1409,188.066548,177781.9676
cmp.1464,,2.1409,383.3992872,175474.2692
cmp.1466,,2.146233333,231.0723102,288068.8077
cmp.1467,,2.146233333,164.1432463,6865.086032
cmp.1468,,2.146233333,151.1117299,778.8036437
cmp.1469,,2.164066667,216.0939142,1088.580972
cmp.1470,,2.164066667,216.1592297,3362.051619
cmp.1471,,2.168533333,155.1541958,767.2125506
cmp.1472,,2.172983333,209.1508746,1619.336032
cmp.1473,,2.186366667,462.3495633,80569.417
cmp.1474,,2.195283333,242.2078545,31.15789474
cmp.1477,,2.2042,100.111571,148.6184211
cmp.1475,,2.2042,216.0940371,390.1376518
cmp.1476,,2.2042,376.2612686,4860.458502
cmp.1478,,2.20865,471.1760266,12706.55567
cmp.1479,,2.20865,159.112894,3111.143725
cmp.1480,,2.222033333,214.1761107,2250.240891
cmp.1481,,2.230933333,459.4156516,841.7074899
cmp.1482,,2.257683333,183.1622373,25401.20445
cmp.1483,,2.257683333,100.1115972,84.97368421
cmp.1484,,2.2666,74.08088602,901.0475709
cmp.1485,,2.271066667,216.0947946,8160.131579
cmp.1486,,2.279983333,169.1698075,70043.37753
cmp.1487,,2.2889,216.0937168,509.7489879
cmp.1488,,2.2889,478.1970323,164579.6397
cmp.1489,,2.293383333,649.2497901,46731.27227
cmp.1490,,2.302266667,74.11450287,1233.978745
cmp.1491,,2.306733333,100.1116056,75.41396761
cmp.1492,,2.311183333,179.0637972,5047.993927
cmp.1493,,2.315633333,242.2114132,834.0273279
cmp.1494,,2.342383333,74.11387473,1378.307692
cmp.1495,,2.360216667,74.08040791,13446.45547
cmp.1496,,2.364683333,216.0937417,628.1710526
cmp.1497,,2.369133333,607.4202676,31992.63259
cmp.1498,,2.37805,624.4464121,1302308.728
cmp.1499,,2.37805,74.11443565,3060.47166
cmp.1500,,2.382516667,302.1962318,5973.529352
cmp.1501,,2.391416667,179.0637976,7913.45749
cmp.1502,,2.395883333,414.2999325,24554.17409
cmp.1503,,2.400333333,459.3584181,11783.43016
cmp.1504,,2.404833333,652.4776915,2122158.065
cmp.1506,,2.404833333,216.094632,870.9362348
cmp.1508,,2.404833333,165.090974,27469.37551
cmp.1507,,2.404833333,74.11438199,1246.376518
cmp.1505,,2.404833333,74.1137907,3667.049595
cmp.1509,,2.422633333,199.1230271,6440.226721
cmp.1510,,2.427083333,330.2275475,17231.55364
cmp.1511,,2.427083333,170.0601161,1183.22166
cmp.1512,,2.427083333,654.4211483,16591.67105
cmp.1514,,2.43155,342.191088,511.9767206
cmp.1513,,2.43155,75.1034173,2404.145749
cmp.1515,,2.436,436.341897,271145.0901
cmp.1516,,2.436,170.0964475,27639.74291
cmp.1517,,2.440466667,74.09722887,5236248.459
cmp.1518,,2.440466667,139.1229244,137245.3391
cmp.1519,,2.440466667,682.4518535,47553.66194
cmp.1523,,2.440466667,370.2225934,452.0212551
cmp.1522,,2.440466667,633.2550186,14884.2753
cmp.1521,,2.440466667,83.06113483,1111.975709
cmp.1520,,2.440466667,245.0920534,2094.888664
cmp.1526,,2.444916667,185.1075938,5089.298583
cmp.1524,,2.444916667,127.0997675,14480.16599
cmp.1525,,2.444916667,216.0947178,1132.038462
cmp.1531,,2.449383333,214.1764655,4762.84919
cmp.1533,,2.449383333,492.404553,51163.18725
cmp.1534,,2.449383333,195.0766755,2300.282389
cmp.1528,,2.449383333,638.4622198,267530.1862
cmp.1532,,2.449383333,399.0757804,6082.431174
cmp.1527,,2.449383333,103.1315448,66984.96964
cmp.1530,,2.449383333,629.4017599,69603.2834
cmp.1529,,2.449383333,74.11436733,769.465587
cmp.1535,,2.4583,111.0920217,20401.48785
cmp.1540,,2.4583,403.3530717,5189.27834
cmp.1538,,2.4583,427.3892858,25495.38866
cmp.1536,,2.4583,428.3367063,43542.07591
cmp.1539,,2.4583,285.1696503,2412.480769
cmp.1537,,2.4583,526.3372589,114563.8593
cmp.1545,,2.46275,459.415556,11749.4666
cmp.1542,,2.46275,384.3467735,38635.39575
cmp.1541,,2.46275,102.1282072,1020468.061
cmp.1544,,2.46275,473.3945741,9127.157895
cmp.1543,,2.46275,539.1110753,71595.15486
cmp.1546,,2.467216667,429.404781,162675.8978
cmp.1547,,2.467216667,427.4260621,1975.837045
cmp.1550,,2.471666667,185.1149834,171.0020243
cmp.1552,,2.471666667,131.5336538,82.85121457
cmp.1549,,2.471666667,445.3994378,45548.62753
cmp.1551,,2.471666667,398.3264462,6331.005061
cmp.1548,,2.471666667,310.3101061,23301.85526
cmp.1562,,2.476116667,443.383952,10137.39575
cmp.1557,,2.476116667,411.3579453,29434.55466
cmp.1561,,2.476116667,254.2475209,1934.398785
cmp.1560,,2.476116667,371.3628662,7511.945344
cmp.1554,,2.476116667,445.3634253,67370.24899
cmp.1553,,2.476116667,336.3257288,655388.5273
cmp.1556,,2.476116667,382.3313216,48978.65385
cmp.1555,,2.476116667,324.289465,79136.76215
cmp.1559,,2.476116667,453.403974,10325.3168
cmp.1563,,2.476116667,270.2426302,1092.051619
cmp.1558,,2.476116667,319.299335,15874.2915
cmp.1585,,2.480583333,208.1696294,23314
cmp.1584,,2.480583333,417.4051491,52468.36437
cmp.1570,,2.480583333,193.1587021,55376.44332
cmp.1575,,2.480583333,242.2112293,31414.97672
cmp.1566,,2.480583333,370.3314344,609046.0921
cmp.1600,,2.480583333,570.5200619,3391.5
cmp.1565,,2.480583333,273.2533442,299838.7257
cmp.1583,,2.480583333,308.294517,40159.80466
cmp.1591,,2.480583333,232.1905753,7371.993927
cmp.1587,,2.480583333,197.153554,12918.73785
cmp.1605,,2.480583333,185.0305432,9617.473684
cmp.1577,,2.480583333,259.2378019,42914.63259
cmp.1572,,2.480583333,254.2112454,59001.53947
cmp.1564,,2.480583333,228.1956905,6239974.622
cmp.1586,,2.480583333,266.172456,13670.42206
cmp.1596,,2.480583333,427.3532861,14784.98684
cmp.1569,,2.480583333,211.1692011,50318.77733
cmp.1598,,2.480583333,237.1020378,6836.802632
cmp.1602,,2.480583333,272.2581379,11054.13057
cmp.1595,,2.480583333,542.4890405,17349.7166
cmp.1590,,2.480583333,109.1015772,5193.026316
cmp.1578,,2.480583333,413.3735195,131767.0759
cmp.1597,,2.480583333,443.42061,7029.596154
cmp.1580,,2.480583333,256.226842,37829.46053
cmp.1567,,2.480583333,368.3157701,860935.585
cmp.1601,,2.480583333,445.4367301,750.0931174
cmp.1574,,2.480583333,256.1904705,53860.87551
cmp.1579,,2.480583333,400.3055568,514592.753
cmp.1589,,2.480583333,179.1429684,8976.211538
cmp.1588,,2.480583333,317.2795216,22338.97166
cmp.1592,,2.480583333,301.2846646,15358.68623
cmp.1571,,2.480583333,415.3892235,249793.5374
cmp.1593,,2.480583333,425.4098189,32242.89271
cmp.1576,,2.480583333,258.2062208,68428.87146
cmp.1582,,2.480583333,497.4310558,66327.43421
cmp.1599,,2.480583333,338.2689028,5403.037449
cmp.1573,,2.480583333,272.2217642,54061.02328
cmp.1568,,2.480583333,240.1956342,86930.15283
cmp.1581,,2.480583333,175.1480772,19239.87652
cmp.1604,,2.480583333,161.1324607,5329.988866
cmp.1594,,2.480583333,447.3795987,16013.76215
cmp.1603,,2.480583333,225.1961419,5660.631579
cmp.1630,,2.485033333,294.2426443,7596.59413
cmp.1638,,2.485033333,191.1430341,15481.1751
cmp.1627,,2.485033333,301.2484017,10053.9666
cmp.1617,,2.485033333,245.1746056,15300.91498
cmp.1644,,2.485033333,246.1968905,7471.123482
cmp.1606,,2.485033333,226.179998,4044437.879
cmp.1643,,2.485033333,696.5946784,14407.75405
cmp.1637,,2.485033333,402.3216947,8676.339069
cmp.1620,,2.485033333,444.3317376,115718.3492
cmp.1615,,2.485033333,180.1745856,14404.97773
cmp.1608,,2.485033333,289.2482583,463486.583
cmp.1625,,2.485033333,315.1336291,39085.42915
cmp.1612,,2.485033333,350.3050971,696679.6741
cmp.1636,,2.485033333,244.090451,2645.63664
cmp.1607,,2.485033333,244.1905712,1378476.33
cmp.1618,,2.485033333,382.2949906,53003.47267
cmp.1628,,2.485033333,525.4625868,14026.63158
cmp.1635,,2.485033333,387.3577213,8219.779352
cmp.1610,,2.485033333,453.3683804,369333.6488
cmp.1614,,2.485033333,238.1800063,35149.07591
cmp.1623,,2.485033333,342.3001305,14537.06883
cmp.1642,,2.485033333,280.2633023,9975.728745
cmp.1613,,2.485033333,366.3001434,648423.0658
cmp.1621,,2.485033333,364.2843038,48454.76113
cmp.1626,,2.485033333,483.4157199,16041.77834
cmp.1611,,2.485033333,372.3470382,209084.083
cmp.1609,,2.485033333,214.179882,297785.1872
cmp.1641,,2.485033333,378.2021109,38347.52024
cmp.1616,,2.485033333,437.3735708,154806.003
cmp.1622,,2.485033333,163.1480436,5827.515182
cmp.1646,,2.485033333,95.08606368,2096.639676
cmp.1634,,2.485033333,296.2582434,12145.67105
cmp.1632,,2.485033333,472.3628556,36758.09109
cmp.1640,,2.485033333,441.4049568,12492.71862
cmp.1645,,2.485033333,229.1798133,4330.143725
cmp.1639,,2.485033333,252.1957025,3109.17915
cmp.1619,,2.485033333,334.3101423,121418.751
cmp.1633,,2.485033333,282.2061974,5797.175101
cmp.1624,,2.485033333,209.1536905,14503.93826
cmp.1631,,2.485033333,380.2793468,10903.47065
cmp.1629,,2.485033333,340.2845501,10548.49494
cmp.1656,,2.4895,424.3627262,54371.89474
cmp.1664,,2.4895,329.1493598,28749.16093
cmp.1655,,2.4895,181.1586108,14124.33502
cmp.1663,,2.4895,335.2941705,4321.644737
cmp.1650,,2.4895,299.1387847,153455.916
cmp.1649,,2.4895,384.3106287,157943.417
cmp.1657,,2.4895,303.2639862,11632.70142
cmp.1651,,2.4895,245.2220859,17651.53745
cmp.1659,,2.4895,357.2785779,30343.43219
cmp.1658,,2.4895,322.273945,9572.482794
cmp.1652,,2.4895,210.1852037,11868.72368
cmp.1648,,2.4895,301.1180454,277430.8785
cmp.1653,,2.4895,183.1379953,7498.362348
cmp.1662,,2.4895,398.290146,7112.672065
cmp.1647,,2.4895,200.1644424,98559.95142
cmp.1654,,2.4895,270.2061706,14256.97267
cmp.1661,,2.4895,530.4529054,16876.29049
cmp.1660,,2.4895,409.3422674,16024.21255
cmp.1665,,2.4895,227.1644014,5547.545547
cmp.1675,,2.49395,613.2286867,14720.51113
cmp.1671,,2.49395,173.2011894,102433.6336
cmp.1676,,2.49395,558.4839792,13649.37652
cmp.1672,,2.49395,268.1905649,8769.667004
cmp.1677,,2.49395,461.3581688,3074.343117
cmp.1669,,2.49395,333.1442,96310.69534
cmp.1673,,2.49395,165.1274449,3456.034413
cmp.1674,,2.49395,326.3052054,13833.44636
cmp.1678,,2.49395,463.3737037,4072.984818
cmp.1667,,2.49395,439.3526599,150482.5557
cmp.1668,,2.49395,615.2445264,199825.4555
cmp.1679,,2.49395,547.519573,1465.788462
cmp.1670,,2.49395,149.1324697,4421.798583
cmp.1666,,2.49395,386.3262467,254268.5779
cmp.1684,,2.498416667,224.1644485,7888.65081
cmp.1681,,2.498416667,184.1695916,16675.51518
cmp.1680,,2.498416667,212.1644702,510402.4757
cmp.1685,,2.498416667,167.1430463,3689.288462
cmp.1686,,2.498416667,147.1168378,3380.09413
cmp.1682,,2.498416667,188.0665543,34446.60628
cmp.1683,,2.498416667,166.1589981,7373.41498
cmp.1687,,2.502866667,230.1749366,390981.2763
