Compound_ID,MZ,RT,Intensity,Metabolite
8.68_129.0659m/z,129.0659,8.68,391659.6,
4.70_129.0660m/z,129.066,4.7,70992.94,
3.64_129.0911m/z,129.0911,3.64,798.11,
2.87_129.0911m/z,129.0911,2.87,11338.47,
2.31_129.0911m/z,129.0911,2.31,1741.46,
1.66_129.0911m/z,129.0911,1.66,10068.81,
1.93_129.0911m/z,129.0911,1.93,4301.98,
7.91_129.0984m/z,129.0984,7.91,15.8,
7.90_129.1023m/z,129.1023,7.9,160627.22,
11.25_129.1023m/z,129.1023,11.25,30033.11,
13.65_129.1024m/z,129.1024,13.65,3572.45,
8.94_129.1024m/z,129.1024,8.94,3007.27,
9.42_129.1024m/z,129.1024,9.42,59786.27,
1.66_129.1275m/z,129.1275,1.66,115.23,
6.81_129.1344m/z,129.1344,6.81,24026.29,
8.74_129.9792m/z,129.9792,8.74,10150.25,
9.08_129.9793m/z,129.9793,9.08,1269.22,
8.11_130.0460m/z,130.046,8.11,765.59,
7.90_130.0499m/z,130.0499,7.9,324.08,
7.26_130.0499m/z,130.0499,7.26,57.5,
5.86_130.0499m/z,130.0499,5.86,94.49,
8.75_130.0499m/z,130.0499,8.75,2417.48,
5.37_130.0499m/z,130.0499,5.37,158.88,
7.70_130.0499m/z,130.0499,7.7,19068.26,
5.94_130.0499m/z,130.0499,5.94,75.49,
8.10_130.0499m/z,130.0499,8.1,2004536,
4.70_130.0500m/z,130.05,4.7,479253.65,
3.21_130.0500m/z,130.05,3.21,13434.94,
5.24_130.0500m/z,130.05,5.24,227.39,
5.19_130.0500m/z,130.05,5.19,193.43,
1.07_130.0500m/z,130.05,1.07,1404.57,
7.15_130.0500m/z,130.05,7.15,165.48,
2.47_130.0500m/z,130.05,2.47,131.31,
5.08_130.0500m/z,130.05,5.08,485.68,
5.15_130.0500m/z,130.05,5.15,260.75,
5.82_130.0500m/z,130.05,5.82,174.6,
5.71_130.0500m/z,130.05,5.71,140.35,
5.78_130.0501m/z,130.0501,5.78,142.21,
4.37_130.0612m/z,130.0612,4.37,10549.03,
5.96_130.0612m/z,130.0612,5.96,15983.75,
1.36_130.0612m/z,130.0612,1.36,545.39,
6.01_130.0650m/z,130.065,6.01,267.61,
6.60_130.0650m/z,130.065,6.6,1209.84,
3.30_130.0652m/z,130.0652,3.3,12169.57,
2.43_130.0652m/z,130.0652,2.43,1155.71,
1.75_130.0653m/z,130.0653,1.75,1920.76,
8.68_130.0693m/z,130.0693,8.68,19712.48,
8.67_130.0824m/z,130.0824,8.67,91.51,
9.41_130.0824m/z,130.0824,9.41,243.5,
8.75_130.0850m/z,130.085,8.75,206.25,
7.72_130.0863m/z,130.0863,7.72,40222.95,
7.56_130.0863m/z,130.0863,7.56,3508.78,
6.93_130.0863m/z,130.0863,6.93,4777.11,
9.42_130.0863m/z,130.0863,9.42,1048212.94,
0.57_130.0864m/z,130.0864,0.57,18009.24,
11.28_130.0864m/z,130.0864,11.28,1965.65,
3.85_130.0864m/z,130.0864,3.85,27039.78,
1.59_130.0864m/z,130.0864,1.59,1086.27,
1.78_130.0864m/z,130.0864,1.78,1015.79,
9.51_130.0975m/z,130.0975,9.51,71.84,
16.01_130.0975m/z,130.0975,16.01,408.02,
6.89_130.0975m/z,130.0975,6.89,432.92,
9.19_130.0976m/z,130.0976,9.19,7682.29,
7.30_130.1048m/z,130.1048,7.3,0.46,
11.24_130.1059m/z,130.1059,11.24,229.4,
11.30_130.1062m/z,130.1062,11.3,13.68,
11.28_130.1079m/z,130.1079,11.28,59.97,
11.22_130.1082m/z,130.1082,11.22,42.07,
11.24_130.1086m/z,130.1086,11.24,599.65,
7.93_130.1087m/z,130.1087,7.93,286.2,
6.98_130.1088m/z,130.1088,6.98,7595.79,
0.36_130.1498m/z,130.1498,0.36,71.73,
6.06_130.1551m/z,130.1551,6.06,1498.07,
6.06_130.1591m/z,130.1591,6.06,3049315.42,
0.36_130.1591m/z,130.1591,0.36,8053.44,
6.94_130.1591m/z,130.1591,6.94,6904.79,
1.97_130.1592m/z,130.1592,1.97,7906.28,
6.05_130.3161m/z,130.3161,6.05,696.38,
8.77_130.9825m/z,130.9825,8.77,6.3,
8.71_130.9825m/z,130.9825,8.71,4.99,
5.30_131.0451m/z,131.0451,5.3,0.79,
3.89_131.0452m/z,131.0452,3.89,307.85,
1.00_131.0474m/z,131.0474,1,171.65,
6.80_131.0492m/z,131.0492,6.8,14620.96,
8.10_131.0533m/z,131.0533,8.1,115654.71,
4.70_131.0533m/z,131.0533,4.7,25635.51,
8.73_131.0701m/z,131.0701,8.73,189.88,
4.50_131.0704m/z,131.0704,4.5,123.56,
1.36_131.0704m/z,131.0704,1.36,509.2,
2.76_131.0704m/z,131.0704,2.76,1303.18,
2.29_131.0704m/z,131.0704,2.29,501.42,
1.94_131.0704m/z,131.0704,1.94,322.81,
1.96_131.0704m/z,131.0704,1.96,83.42,
6.00_131.0729m/z,131.0729,6,26.65,
0.35_131.0815m/z,131.0815,0.35,10.57,
16.00_131.0815m/z,131.0815,16,1884.58,
6.95_131.0816m/z,131.0816,6.95,1513.31,
9.08_131.0816m/z,131.0816,9.08,60.27,
8.74_131.0816m/z,131.0816,8.74,387.54,
7.93_131.0816m/z,131.0816,7.93,46.79,
5.79_131.0816m/z,131.0816,5.79,13.11,
5.71_131.0817m/z,131.0817,5.71,41,
1.84_131.0856m/z,131.0856,1.84,13876.3,
1.68_131.0856m/z,131.0856,1.68,7418.12,
1.66_131.0869m/z,131.0869,1.66,18.71,
1.68_131.0869m/z,131.0869,1.68,18.6,
9.42_131.0897m/z,131.0897,9.42,66407.98,
3.07_131.0897m/z,131.0897,3.07,126.38,
11.22_131.0897m/z,131.0897,11.22,202.23,
3.87_131.0897m/z,131.0897,3.87,123.05,
7.71_131.0907m/z,131.0907,7.71,5.52,
8.71_131.0910m/z,131.091,8.71,101.35,
8.73_131.0911m/z,131.0911,8.73,20.31,
8.66_131.0911m/z,131.0911,8.66,24.63,
8.67_131.0912m/z,131.0912,8.67,5.43,
2.32_131.1068m/z,131.1068,2.32,9193.64,
1.96_131.1068m/z,131.1068,1.96,10577.58,
7.30_131.1121m/z,131.1121,7.3,454.15,
8.94_131.1139m/z,131.1139,8.94,674.97,
8.02_131.1165m/z,131.1165,8.02,27.3,
8.93_131.1179m/z,131.1179,8.93,1232189.16,
8.93_131.1193m/z,131.1193,8.93,19092.61,
16.01_131.1372m/z,131.1372,16.01,31.04,
9.91_131.1544m/z,131.1544,9.91,18.5,
6.00_131.1610m/z,131.161,6,7.54,
1.98_131.1625m/z,131.1625,1.98,144.92,
5.48_131.5336m/z,131.5336,5.48,4.73,
8.49_131.5337m/z,131.5337,8.49,56.14,
4.86_131.9298m/z,131.9298,4.86,30.98,
5.78_131.9298m/z,131.9298,5.78,24.03,
5.50_131.9299m/z,131.9299,5.5,9.81,
4.78_131.9299m/z,131.9299,4.78,1218.12,
5.67_131.9299m/z,131.9299,5.67,35.94,
5.49_131.9299m/z,131.9299,5.49,14.46,
6.34_131.9299m/z,131.9299,6.34,16.95,
5.75_131.9299m/z,131.9299,5.75,25.87,
6.21_131.9618m/z,131.9618,6.21,5811.55,
5.93_131.9619m/z,131.9619,5.93,191.63,
7.38_132.0046m/z,132.0046,7.38,12.61,
7.34_132.0046m/z,132.0046,7.34,15.74,
7.40_132.0046m/z,132.0046,7.4,6.16,
7.36_132.0047m/z,132.0047,7.36,3.1,
8.94_132.0210m/z,132.021,8.94,1275,
7.95_132.0211m/z,132.0211,7.95,425.97,
7.98_132.0211m/z,132.0211,7.98,209.41,
1.38_132.0420m/z,132.042,1.38,462.24,
2.59_132.0526m/z,132.0526,2.59,560.65,
0.34_132.0554m/z,132.0554,0.34,148.67,
8.09_132.0566m/z,132.0566,8.09,4.06,
16.00_132.0656m/z,132.0656,16,143.91,
4.02_132.0656m/z,132.0656,4.02,585.07,
3.54_132.0656m/z,132.0656,3.54,3151.63,
8.39_132.0727m/z,132.0727,8.39,514.49,
6.11_132.0768m/z,132.0768,6.11,27.57,
5.30_132.0769m/z,132.0769,5.3,18.31,
5.18_132.0769m/z,132.0769,5.18,16.09,
8.59_132.0783m/z,132.0783,8.59,25.42,
6.60_132.0808m/z,132.0808,6.6,5889.92,
8.46_132.0808m/z,132.0808,8.46,25.83,
1.72_132.0808m/z,132.0808,1.72,206.93,
1.98_132.0809m/z,132.0809,1.98,15.66,
9.40_132.0928m/z,132.0928,9.4,25.66,
0.34_132.0932m/z,132.0932,0.34,70.9,
7.18_132.1019m/z,132.1019,7.18,745752.44,
6.06_132.1656m/z,132.1656,6.06,9239.98,
8.13_132.9050m/z,132.905,8.13,253.5,
7.12_133.0318m/z,133.0318,7.12,63906.61,
3.09_133.0496m/z,133.0496,3.09,29251.6,
3.54_133.0496m/z,133.0496,3.54,14320.15,
1.19_133.0523m/z,133.0523,1.19,2291.28,
1.06_133.0523m/z,133.0523,1.06,9482.86,
6.28_133.0608m/z,133.0608,6.28,27.2,
1.82_133.0648m/z,133.0648,1.82,44418.6,
2.97_133.0648m/z,133.0648,2.97,1193.15,
5.19_133.0761m/z,133.0761,5.19,8791.42,
1.21_133.0761m/z,133.0761,1.21,169.84,
1.27_133.0761m/z,133.0761,1.27,40.9,
4.98_133.0761m/z,133.0761,4.98,2975.14,
8.38_133.0801m/z,133.0801,8.38,64888.59,
8.37_133.0829m/z,133.0829,8.37,3.7,
0.36_133.0858m/z,133.0858,0.36,327.13,
5.19_133.0859m/z,133.0859,5.19,2236.6,
3.05_133.0860m/z,133.086,3.05,725.31,
4.81_133.0860m/z,133.086,4.81,3503.27,
1.35_133.0860m/z,133.086,1.35,417.34,
2.98_133.0860m/z,133.086,2.98,483.29,
5.72_133.0860m/z,133.086,5.72,2080.43,
4.23_133.0860m/z,133.086,4.23,10450.08,
3.87_133.0860m/z,133.086,3.87,19148.89,
9.49_133.0860m/z,133.086,9.49,137.23,
1.25_133.0860m/z,133.086,1.25,707.22,
1.41_133.0860m/z,133.086,1.41,1006.44,
1.54_133.0860m/z,133.086,1.54,357.23,
0.96_133.0860m/z,133.086,0.96,329.28,
5.25_133.0860m/z,133.086,5.25,641.13,
1.18_133.0860m/z,133.086,1.18,1692.77,
2.36_133.0860m/z,133.086,2.36,403.28,
4.59_133.0860m/z,133.086,4.59,2201.49,
4.09_133.0861m/z,133.0861,4.09,484.32,
1.95_133.0873m/z,133.0873,1.95,5.8,
9.32_133.0931m/z,133.0931,9.32,16.67,
16.00_133.0972m/z,133.0972,16,387.77,
8.43_133.0972m/z,133.0972,8.43,990.9,
5.14_133.0972m/z,133.0972,5.14,307.81,
2.38_133.0999m/z,133.0999,2.38,9.47,
1.95_133.0999m/z,133.0999,1.95,87.84,
2.30_133.0999m/z,133.0999,2.3,31.1,
2.39_133.1000m/z,133.1,2.39,13.82,
2.30_133.1012m/z,133.1012,2.3,5520.81,
1.67_133.1013m/z,133.1013,1.67,52855.91,
1.93_133.1013m/z,133.1013,1.93,5748.46,
9.27_133.1052m/z,133.1052,9.27,2454.92,
9.68_133.1053m/z,133.1053,9.68,1496.31,
4.76_133.9269m/z,133.9269,4.76,52.07,
7.88_134.0189m/z,134.0189,7.88,21013.11,
7.13_134.0312m/z,134.0312,7.13,18.93,
6.25_134.0325m/z,134.0325,6.25,3441.16,
16.00_134.0448m/z,134.0448,16,93.78,
4.33_134.0448m/z,134.0448,4.33,54.05,
4.49_134.0448m/z,134.0448,4.49,1891.39,
4.18_134.0448m/z,134.0448,4.18,1015.03,
1.60_134.0601m/z,134.0601,1.6,282.61,
2.53_134.0601m/z,134.0601,2.53,908.55,
1.05_134.0601m/z,134.0601,1.05,162762.44,
3.98_134.0601m/z,134.0601,3.98,1101.92,
3.91_134.0601m/z,134.0601,3.91,428.89,
2.62_134.0601m/z,134.0601,2.62,2065.57,
4.34_134.0634m/z,134.0634,4.34,9790.09,
1.58_134.0682m/z,134.0682,1.58,4.85,
0.34_134.0711m/z,134.0711,0.34,98.91,
1.84_134.0712m/z,134.0712,1.84,11551.88,
16.00_134.0811m/z,134.0811,16,140.33,
7.96_134.0811m/z,134.0811,7.96,5828.75,
7.59_134.0812m/z,134.0812,7.59,125.05,
5.73_134.0812m/z,134.0812,5.73,703.31,
5.85_134.0964m/z,134.0964,5.85,160.1,
6.31_134.0965m/z,134.0965,6.31,3929.7,
9.31_134.1006m/z,134.1006,9.31,27572.69,
0.36_134.1043m/z,134.1043,0.36,26.6,
7.09_134.1082m/z,134.1082,7.09,21.28,
7.06_134.1086m/z,134.1086,7.06,1018.6,
7.18_134.1087m/z,134.1087,7.18,436.5,
0.37_134.1175m/z,134.1175,0.37,1356.78,
7.23_134.1176m/z,134.1176,7.23,16100.55,
8.30_134.1176m/z,134.1176,8.3,828.24,
7.56_134.1176m/z,134.1176,7.56,5985.84,
8.03_134.1176m/z,134.1176,8.03,39.39,
7.98_134.1176m/z,134.1176,7.98,584.68,
7.40_135.0013m/z,135.0013,7.4,4.46,
7.33_135.0014m/z,135.0014,7.33,19.51,
7.37_135.0015m/z,135.0015,7.37,32.37,
7.38_135.0015m/z,135.0015,7.38,12.13,
7.12_135.0360m/z,135.036,7.12,6.92,
3.65_135.0440m/z,135.044,3.65,153.96,
3.41_135.0441m/z,135.0441,3.41,31.12,
1.90_135.0441m/z,135.0441,1.9,722.54,
1.00_135.0441m/z,135.0441,1,70.85,
2.61_135.0441m/z,135.0441,2.61,10037.5,
2.32_135.0474m/z,135.0474,2.32,1678.6,
1.98_135.0475m/z,135.0475,1.98,929.56,
1.05_135.0634m/z,135.0634,1.05,14096.75,
1.85_135.0749m/z,135.0749,1.85,712.1,
0.34_135.0789m/z,135.0789,0.34,2121.04,
1.82_135.0805m/z,135.0805,1.82,284416.41,
0.99_135.0805m/z,135.0805,0.99,1321.32,
1.34_135.0805m/z,135.0805,1.34,1853.37,
2.55_135.0918m/z,135.0918,2.55,7.53,
6.31_135.0998m/z,135.0998,6.31,342.38,
2.43_135.1016m/z,135.1016,2.43,534.23,
1.74_135.1016m/z,135.1016,1.74,892.65,
4.43_135.1168m/z,135.1168,4.43,380.95,
4.19_135.1168m/z,135.1168,4.19,1517.9,
1.86_135.1168m/z,135.1168,1.86,6852.1,
3.96_135.1169m/z,135.1169,3.96,2703.92,
3.53_135.1169m/z,135.1169,3.53,9594.8,
2.31_135.1169m/z,135.1169,2.31,1841.59,
5.05_135.1169m/z,135.1169,5.05,1488.46,
0.36_135.1169m/z,135.1169,0.36,64.88,
1.69_135.1169m/z,135.1169,1.69,80471.18,
1.93_135.1184m/z,135.1184,1.93,28.4,
7.93_135.5489m/z,135.5489,7.93,8.04,
7.51_135.5490m/z,135.549,7.51,6.62,
8.00_135.9771m/z,135.9771,8,1035.59,
0.57_136.0215m/z,136.0215,0.57,362,
1.83_136.0215m/z,136.0215,1.83,102498.71,
2.28_136.0216m/z,136.0216,2.28,1203.17,
0.72_136.0216m/z,136.0216,0.72,738.74,
0.91_136.0216m/z,136.0216,0.91,1223.58,
1.34_136.0216m/z,136.0216,1.34,1316.05,
1.40_136.0216m/z,136.0216,1.4,1784.84,
1.00_136.0216m/z,136.0216,1,834.49,
0.76_136.0216m/z,136.0216,0.76,647.37,
2.21_136.0217m/z,136.0217,2.21,966.13,
4.85_136.0377m/z,136.0377,4.85,519.67,
6.08_136.0392m/z,136.0392,6.08,2.82,
1.01_136.0393m/z,136.0393,1.01,996.54,
1.77_136.0393m/z,136.0393,1.77,522.06,
4.99_136.0394m/z,136.0394,4.99,99052.65,
7.30_136.0427m/z,136.0427,7.3,328.11,
6.51_136.0437m/z,136.0437,6.51,74.11,
8.07_136.0480m/z,136.048,8.07,10.2,
6.53_136.0481m/z,136.0481,6.53,633310.06,
8.39_136.0481m/z,136.0481,8.39,91774.81,
6.90_136.0481m/z,136.0481,6.9,7511.87,
6.31_136.0481m/z,136.0481,6.31,89.02,
7.56_136.0482m/z,136.0482,7.56,441.07,
16.00_136.0604m/z,136.0604,16,562.89,
5.06_136.0617m/z,136.0617,5.06,387.2,
5.55_136.0618m/z,136.0618,5.55,1511.72,
1.11_136.0662m/z,136.0662,1.11,24.83,
1.06_136.0667m/z,136.0667,1.06,180.68,
6.90_136.0757m/z,136.0757,6.9,68609.04,
2.31_136.0757m/z,136.0757,2.31,74.26,
4.69_136.0757m/z,136.0757,4.69,31096.61,
3.31_136.0757m/z,136.0757,3.31,5877.65,
0.34_136.0823m/z,136.0823,0.34,140.96,
0.34_136.0867m/z,136.0867,0.34,34.11,
6.56_136.1120m/z,136.112,6.56,1458.21,
6.68_136.1120m/z,136.112,6.68,2326.24,
6.15_136.1120m/z,136.112,6.15,6978.78,
4.43_136.1121m/z,136.1121,4.43,84.33,
5.27_136.1121m/z,136.1121,5.27,1976.1,
6.35_136.1121m/z,136.1121,6.35,5032.21,
5.65_136.1121m/z,136.1121,5.65,1601.09,
3.54_136.1121m/z,136.1121,3.54,6144.16,
4.86_136.8748m/z,136.8748,4.86,5422.58,
4.80_137.0078m/z,137.0078,4.8,46.7,
4.80_137.0135m/z,137.0135,4.8,54.13,
4.82_137.0138m/z,137.0138,4.82,71.08,
4.83_137.0414m/z,137.0414,4.83,13709.36,
5.64_137.0415m/z,137.0415,5.64,0.5,
9.24_137.0457m/z,137.0457,9.24,45.14,
6.53_137.0514m/z,137.0514,6.53,25145.49,
3.07_137.0584m/z,137.0584,3.07,3,
1.07_137.0584m/z,137.0584,1.07,4.68,
1.02_137.0597m/z,137.0597,1.02,4625.04,
1.96_137.0597m/z,137.0597,1.96,981.04,
16.00_137.0637m/z,137.0637,16,22.35,
8.23_137.0666m/z,137.0666,8.23,67.89,
3.85_137.0709m/z,137.0709,3.85,1004.9,
2.86_137.0710m/z,137.071,2.86,1647.19,
4.60_137.0710m/z,137.071,4.6,34.47,
16.01_137.0821m/z,137.0821,16.01,384.69,
6.82_137.0868m/z,137.0868,6.82,5722.19,
0.33_137.0945m/z,137.0945,0.33,153.13,
7.12_137.0960m/z,137.096,7.12,19,
1.66_137.0961m/z,137.0961,1.66,9740.68,
1.92_137.0961m/z,137.0961,1.92,7069.32,
2.41_137.0961m/z,137.0961,2.41,10220.01,
2.41_137.0975m/z,137.0975,2.41,10.76,
1.77_137.0976m/z,137.0976,1.77,12.5,
4.43_137.1073m/z,137.1073,4.43,828.66,
6.34_137.1073m/z,137.1073,6.34,1340.34,
4.19_137.1073m/z,137.1073,4.19,2184.35,
5.27_137.1073m/z,137.1073,5.27,2083.85,
2.15_137.1073m/z,137.1073,2.15,964.46,
2.57_137.1073m/z,137.1073,2.57,1179.67,
4.05_137.1073m/z,137.1073,4.05,328.18,
1.11_137.1074m/z,137.1074,1.11,2224.27,
1.40_137.1074m/z,137.1074,1.4,4699.92,
0.95_137.1074m/z,137.1074,0.95,6646.49,
0.65_137.1074m/z,137.1074,0.65,1052.77,
2.33_137.1325m/z,137.1325,2.33,881.39,
1.93_137.1325m/z,137.1325,1.93,942.61,
1.67_137.1325m/z,137.1325,1.67,30954.26,
4.84_137.2153m/z,137.2153,4.84,12431.19,
0.35_138.0410m/z,138.041,0.35,12.64,
4.61_138.0428m/z,138.0428,4.61,16.94,
4.48_138.0429m/z,138.0429,4.48,1.44,
4.84_138.0489m/z,138.0489,4.84,2176712.96,
6.94_138.0490m/z,138.049,6.94,16.81,
8.94_138.0505m/z,138.0505,8.94,320.27,
7.96_138.0507m/z,138.0507,7.96,2.98,
8.19_138.0525m/z,138.0525,8.19,24972.37,
5.38_138.0536m/z,138.0536,5.38,10.22,
5.44_138.0548m/z,138.0548,5.44,4220.14,
1.62_138.0549m/z,138.0549,1.62,2394.38,
7.97_138.0549m/z,138.0549,7.97,50812.82,
4.27_138.0549m/z,138.0549,4.27,16849.86,
8.25_138.0742m/z,138.0742,8.25,22946.14,
0.35_138.0774m/z,138.0774,0.35,40.27,
6.48_138.0913m/z,138.0913,6.48,2052.15,
5.93_138.0913m/z,138.0913,5.93,2264.02,
5.53_138.0913m/z,138.0913,5.53,669.43,
1.57_138.0913m/z,138.0913,1.57,1526.52,
5.84_138.0913m/z,138.0913,5.84,472.57,
6.27_138.0913m/z,138.0913,6.27,587.12,
1.91_138.0913m/z,138.0913,1.91,2275.81,
10.17_138.0913m/z,138.0913,10.17,541.23,
2.31_138.0913m/z,138.0913,2.31,18318.61,
1.20_138.0914m/z,138.0914,1.2,1420.43,
0.36_138.0914m/z,138.0914,0.36,131.83,
0.47_138.0914m/z,138.0914,0.47,7715.71,
6.81_138.0931m/z,138.0931,6.81,2064.95,
1.78_138.0994m/z,138.0994,1.78,16.29,
2.31_138.0994m/z,138.0994,2.31,48.19,
6.48_138.1277m/z,138.1277,6.48,801.77,
2.83_138.9881m/z,138.9881,2.83,2.07,
2.75_138.9881m/z,138.9881,2.75,1.99,
2.88_138.9881m/z,138.9881,2.88,20.62,
2.79_138.9881m/z,138.9881,2.79,2.03,
11.05_138.9952m/z,138.9952,11.05,79.9,
14.01_138.9953m/z,138.9953,14.01,298.63,
14.54_138.9953m/z,138.9953,14.54,305.04,
13.64_138.9953m/z,138.9953,13.64,502.74,
15.98_138.9953m/z,138.9953,15.98,271.21,
14.52_138.9953m/z,138.9953,14.52,529.24,
13.10_138.9953m/z,138.9953,13.1,267.38,
14.09_138.9953m/z,138.9953,14.09,524.2,
15.76_138.9953m/z,138.9953,15.76,309.01,
13.19_138.9953m/z,138.9953,13.19,341.38,
5.59_138.9953m/z,138.9953,5.59,373.17,
12.74_138.9953m/z,138.9953,12.74,444.12,
14.62_138.9953m/z,138.9953,14.62,459.95,
13.26_138.9953m/z,138.9953,13.26,410.95,
13.97_138.9953m/z,138.9953,13.97,295.38,
13.44_138.9953m/z,138.9953,13.44,280.15,
14.03_138.9953m/z,138.9953,14.03,297.69,
15.47_138.9953m/z,138.9953,15.47,464.84,
15.96_138.9953m/z,138.9953,15.96,304.92,
12.91_138.9953m/z,138.9953,12.91,455.91,
6.34_138.9953m/z,138.9953,6.34,250.55,
5.13_138.9953m/z,138.9953,5.13,162.75,
14.80_138.9953m/z,138.9953,14.8,615.54,
6.27_138.9953m/z,138.9953,6.27,441.82,
15.78_138.9953m/z,138.9953,15.78,307.67,
12.85_138.9953m/z,138.9953,12.85,452.65,
14.67_138.9953m/z,138.9953,14.67,307.24,
13.22_138.9953m/z,138.9953,13.22,271.76,
13.36_138.9953m/z,138.9953,13.36,555.56,
15.15_138.9953m/z,138.9953,15.15,697.54,
13.68_138.9953m/z,138.9953,13.68,358.66,
14.75_138.9953m/z,138.9953,14.75,308.96,
14.20_138.9954m/z,138.9954,14.2,300.86,
15.93_138.9954m/z,138.9954,15.93,693.05,
5.52_138.9954m/z,138.9954,5.52,113.15,
15.86_138.9954m/z,138.9954,15.86,542.23,
12.99_138.9954m/z,138.9954,12.99,329.64,
13.60_138.9954m/z,138.9954,13.6,429.27,
13.33_138.9954m/z,138.9954,13.33,412.6,
14.34_138.9954m/z,138.9954,14.34,759.72,
15.52_138.9954m/z,138.9954,15.52,541.35,
13.03_138.9954m/z,138.9954,13.03,265.06,
14.43_138.9954m/z,138.9954,14.43,682.85,
15.37_138.9954m/z,138.9954,15.37,938.77,
13.75_138.9954m/z,138.9954,13.75,435.88,
15.71_138.9954m/z,138.9954,15.71,463.1,
15.65_138.9954m/z,138.9954,15.65,773.11,
12.96_138.9954m/z,138.9954,12.96,328.85,
12.62_138.9954m/z,138.9954,12.62,431.21,
5.88_138.9954m/z,138.9954,5.88,115.84,
13.90_138.9954m/z,138.9954,13.9,295.46,
13.51_138.9954m/z,138.9954,13.51,564.51,
13.55_138.9954m/z,138.9954,13.55,496.27,
11.18_138.9954m/z,138.9954,11.18,179.77,
14.27_138.9954m/z,138.9954,14.27,525.39,
13.15_138.9954m/z,138.9954,13.15,539.65,
15.61_138.9954m/z,138.9954,15.61,309.54,
12.67_138.9954m/z,138.9954,12.67,251.28,
14.30_138.9954m/z,138.9954,14.3,377.91,
15.02_138.9954m/z,138.9954,15.02,549.84,
5.36_138.9954m/z,138.9954,5.36,549.29,
14.24_138.9954m/z,138.9954,14.24,604.53,
10.64_138.9954m/z,138.9954,10.64,34.7,
15.82_138.9954m/z,138.9954,15.82,309.13,
11.84_138.9954m/z,138.9954,11.84,187.57,
10.78_138.9954m/z,138.9954,10.78,155.86,
13.98_138.9954m/z,138.9954,13.98,295.85,
13.92_138.9955m/z,138.9955,13.92,294.72,
0.36_139.0025m/z,139.0025,0.36,76.94,
4.71_139.0026m/z,139.0026,4.71,490.81,
2.81_139.0026m/z,139.0026,2.81,7258.62,
4.32_139.0026m/z,139.0026,4.32,10005.83,
2.40_139.0026m/z,139.0026,2.4,137.98,
4.59_139.0026m/z,139.0026,4.59,23.25,
1.61_139.0027m/z,139.0027,1.61,84.24,
6.01_139.0307m/z,139.0307,6.01,13.61,
3.81_139.0390m/z,139.039,3.81,451.03,
5.52_139.0423m/z,139.0423,5.52,144.17,
5.18_139.0486m/z,139.0486,5.18,5.05,
3.97_139.0502m/z,139.0502,3.97,53477.04,
4.63_139.0516m/z,139.0516,4.63,135.44,
8.94_139.0582m/z,139.0582,8.94,81246.54,
7.98_139.0583m/z,139.0583,7.98,3340.86,
4.55_139.0753m/z,139.0753,4.55,612.93,
1.36_139.0753m/z,139.0753,1.36,7012.05,
3.84_139.0753m/z,139.0753,3.84,7944.93,
1.78_139.0753m/z,139.0753,1.78,3117.24,
2.38_139.0753m/z,139.0753,2.38,11490.09,
2.24_139.0754m/z,139.0754,2.24,2425.94,
1.93_139.0754m/z,139.0754,1.93,4822.84,
1.68_139.0754m/z,139.0754,1.68,1703.98,
1.92_139.0769m/z,139.0769,1.92,2.23,
16.01_139.0977m/z,139.0977,16.01,53.95,
1.92_139.1117m/z,139.1117,1.92,3035.86,
1.66_139.1117m/z,139.1117,1.66,26893.96,
0.36_139.1183m/z,139.1183,0.36,12.54,
0.36_139.1229m/z,139.1229,0.36,183497.46,
6.05_139.1229m/z,139.1229,6.05,155588.72,
4.50_139.1229m/z,139.1229,4.5,31557.46,
2.04_139.1230m/z,139.123,2.04,31202.81,
1.61_139.1481m/z,139.1481,1.61,5787.61,
6.34_139.9633m/z,139.9633,6.34,207.73,
6.07_139.9633m/z,139.9633,6.07,320.22,
10.78_139.9633m/z,139.9633,10.78,417.67,
8.39_139.9878m/z,139.9878,8.39,96401.65,
8.88_139.9879m/z,139.9879,8.88,877.32,
5.49_139.9879m/z,139.9879,5.49,30.84,
5.59_139.9879m/z,139.9879,5.59,44.05,
6.34_139.9879m/z,139.9879,6.34,49.42,
6.25_139.9879m/z,139.9879,6.25,52.29,
11.18_139.9880m/z,139.988,11.18,210.8,
5.33_139.9880m/z,139.988,5.33,84.45,
10.80_139.9880m/z,139.988,10.8,249.08,
1.76_140.0107m/z,140.0107,1.76,2507.08,
0.34_140.0162m/z,140.0162,0.34,24.99,
5.77_140.0376m/z,140.0376,5.77,3906.14,
4.77_140.0453m/z,140.0453,4.77,10.75,
3.96_140.0473m/z,140.0473,3.96,12.06,
6.46_140.0528m/z,140.0528,6.46,29.59,
5.80_140.0535m/z,140.0535,5.8,250.12,
4.51_140.0535m/z,140.0535,4.51,8849.44,
0.34_140.0578m/z,140.0578,0.34,403.66,
9.04_140.0681m/z,140.0681,9.04,339782.86,
9.59_140.0681m/z,140.0681,9.59,1417.1,
9.52_140.0681m/z,140.0681,9.52,1479.89,
8.89_140.0682m/z,140.0682,8.89,448.05,
4.97_140.0706m/z,140.0706,4.97,165.91,
16.01_140.0817m/z,140.0817,16.01,669.51,
5.74_140.0818m/z,140.0818,5.74,1322.51,
1.70_140.1054m/z,140.1054,1.7,4.74,
0.36_140.1262m/z,140.1262,0.36,15730.71,
6.10_140.1307m/z,140.1307,6.1,33.51,
